SAMPLE ID,Rb,Ba,Th,U,K,La,Ce,Pb,Sr,Nd,Y,Yb,Lu,SiO2,MgO,Na2O,P2O5,CaO,Zr,Ti,Nb
ODP0185-0801C-030R-005/039-042,0.9010214456910082,10.255002190507339,0.13964352781931497,0.09630662847017672,1045.483708598278,3.7253131207694907,11.900337826313178,0.6719114902679042,128.62771420649855,10.73736647383348,38.19381221146856,3.5490463911090027,0.5440178688423369,49.9974786628084,7.4164008311117335,2.8510555705511558,0.1580771049001159,11.436736290023964,112.0,9649.27567080271,2.62
ODP0185-0801C-031R-004/043-045,0.8534761495134681,11.683879631064569,0.18767376650668463,0.10553222647936643,1075.4274807607085,4.9716851486441,16.082935542569327,0.5133955893989056,105.72994343227047,15.58118393918401,50.42067071546125,5.215582348246453,0.7765210011960043,50.14770492018485,6.655306667117042,2.797764470719982,0.2208201336767335,10.713666628247513,157.0,13485.012583419935,3.91
ODP0185-0801C-031R-007/007-010,0.7032162549101101,10.928992014960732,0.154589431007202,0.08143845537854931,1088.4903359271002,4.501734189693226,14.518060488230404,0.5908758550328896,104.69129039199821,13.668800246560354,47.0457478516441,4.524284308446509,0.7300807325341491,50.09469099393828,6.85220637890787,2.7742165688308025,0.20607714421801118,10.773264802218463,143.0,12286.344798227055,3.25
ODP0185-0801C-032R-001/121-127,1.505037796814711,11.03402056592993,0.1445011940180464,0.10002590923205441,1114.2539289922934,3.988414005198564,12.362568772845526,0.6912789423820698,133.51124266428556,10.770411178033344,38.069434905422995,3.553959722221511,0.5445416422152405,49.987810966101506,7.4164008311117335,2.8376211620497482,0.15576289971211435,11.388254183836205,113.0,9529.408892283422,2.66
ODP0185-0801C-034R-002/036-040,0.8402708181199383,11.518870275126485,0.20160426477725887,0.10670162307242882,1138.528535345095,5.144944231240496,16.15905751238689,0.4866094211920428,103.87294756776117,15.625697662483008,52.690276745782256,5.201692314450661,0.7842739473722762,50.18378788959093,6.664783624459555,2.7941778314261367,0.2253475590724232,10.66782185590301,160.0,13185.345637121713,4.13
ODP0185-0801C-035R-003/100-104,1.1111784499487125,14.693301377138692,0.22798556197444697,0.1311758462136611,1246.5190679366694,5.70567730742509,16.8617540547038,0.5172365183092127,109.5134550457326,16.441300022025267,49.33460237877501,5.208402537759392,0.790037593819338,50.2210932927377,6.568035737897846,2.773776218978539,0.2300513939490886,10.461026151929039,155.0,14204.213254535664,4.33
ODP0185-0801C-037R-004/106-110,0.8625612093678858,16.620331863380546,0.1950194320965714,0.10142516583945584,1129.4146934544854,6.142912199106129,18.208791707902638,0.584380773475181,112.36007674059323,16.71721910534788,53.53297430203289,5.217257211447884,0.7862013354652574,50.28382872738182,6.624442646162823,2.8855909909378856,0.24001413121356144,9.998900587497348,173.0,13664.812751198868,4.73
ODP0185-0801C-037R-005/112-114,0.9368068662371276,13.519823181170398,0.18925100866648867,0.11040384037051676,1284.6546816651614,4.466283040449642,13.181934838905146,0.5542646590379176,115.23171396329535,12.444267860382178,39.892058531122046,3.980904320110087,0.5998925773080293,50.2366724427065,7.20612912157068,2.722960889327868,0.17409181055126394,10.821248868593976,123.0,11447.277348592035,3.57
ODP0185-0801C-038R-001/022-027,0.8411996392269501,14.885095163812545,0.22240376611092677,0.11557076084013612,1219.3065874080276,5.4004640475307975,16.26284762578552,0.469403703766346,106.38191754242283,15.543330129063532,49.68152766506895,5.251561922871227,0.8043249578166303,50.092425902402155,6.690253370744944,2.789084226542908,0.22136252225796754,10.629387991476055,155.0,13125.41224786207,4.36
ODP0185-0801C-038R-003/053-059,0.7608612573288641,11.978927727779109,0.16151566035042084,0.10900213163161969,1065.600508016574,5.0035761090782565,15.814528234248314,0.5258352415732247,109.10864564323076,14.883357686575641,49.24452458255633,4.99078365264912,0.7745064930023934,50.042766336599264,6.76076254896752,2.772930135781553,0.2128825313422344,10.821844832750335,144.0,13185.345637121713,3.56
ODP0185-0801C-042R-002/034-038,1.2354795321893999,11.11490669786057,0.15770806546684532,0.09411448847955121,1110.5537227193115,4.403586517513646,12.505446247577975,0.7231549039354536,121.75958091779883,11.651347567023594,38.51723059935256,3.6810849494782767,0.5541202155431849,50.073494389669435,7.43278594292013,2.784401942118201,0.15785529317340066,11.325515784333021,117.00000000000001,10308.542952658796,2.92
ODP0185-0801C-043R-001/013-015,1.0326644493698587,11.725267362341622,0.1597652899504986,0.09241426776831514,1323.6044227375246,4.782365087446685,14.514707800791586,0.5531428677688295,110.66542026419427,13.789596071367734,46.64711460548659,4.526803125622068,0.7175228425060804,50.164096946258105,6.872477569564283,2.775728679021553,0.19841735493342613,10.896947894643295,141.0,12226.411408967408,3.54
ODP0185-0801C-043R-002/101-104,0.809571112900305,10.652065470576169,0.1535473221551635,0.09370317759520225,1023.0087106776411,4.20361976640568,12.523464409262631,0.6817057493262763,122.19007278425383,11.814090324787777,38.63611107798656,3.68863566467012,0.5449676821961029,50.08208689918649,7.4344886447602985,2.755597754134805,0.16602329050312165,11.248676167642127,116.0,10368.47634191844,2.8
ODP0185-0801C-043R-003/050-055,1.1373015720438924,11.404113947713148,0.13073128608741505,0.08354969649183229,990.6050516468059,3.0801815701300317,10.177257145357034,0.6236407326544835,121.63432667020243,8.938995358661156,30.629928730719236,2.9517703365248016,0.4644021132070171,50.12159751065613,7.538065458121455,2.7031381555794622,0.13020868863743298,11.519400173223902,89.1,8031.074160792317,2.21
ODP0185-0801C-046R-002/048-052,0.9553827135354254,12.842497383141522,0.17661773488177815,0.0895650188112226,1198.7565035186076,4.22872075875581,12.642875603956913,0.5340619475769126,106.97190433591537,11.959871469953706,40.05100672486713,3.7659823988044923,0.5655118136112632,50.06018758851858,7.289799886662265,2.7622396658527335,0.1668107714821623,11.059164177297362,125.99999999999999,10788.01006673595,3.47
ODP0185-0801C-050M-001/029-032,1.2480247585535968,16.329848202720356,0.2521109273345498,0.12051490356328934,1305.9335506285524,5.534437697396395,17.051495647870816,0.566283237687592,120.34952572566138,15.17209188695208,48.12696270899698,5.024984370226389,0.7826545246929493,50.07770979333154,6.698981811408718,2.8153116723448868,0.21095197778809074,10.463963358696988,138.0,13724.74614045851,4.33
