,Rb,Ba,Th,U,Nb,K,La,Ce,Pb,Sr,Nd,Zr,Ti,Y,Yb,Lu,SiO2,MgO,Na2O,P2O5,CaO
ODP0129-0801C-009R-005/020-024,-1.7818379241189977,-2.926391950132993,-3.782904700881857,6.439995993260569,,-4.476270902661932,-4.276436580207577,-2.432147551964677,72.73950668316637,-0.6592823171797422,-3.5393569933847706,,,0.6112410314855046,0.23531313263928588,0.48779488238155455,-0.8125893670687034,-0.515763533883864,0.1259715816547775,-0.09938344201689678,1.2709753520184215
ODP0129-0801C-010R-001/055-060,-2.751861051192261,-5.399008999105278,-4.070068553119809,-6.498325271175572,,-4.964359106630443,-3.5146837740386294,-3.2305806988002663,71.41506058993974,-3.1827537094083382,-0.8270588829466652,,,3.6959491553532056,2.3428442798500626,3.4331900196649574,0.5159567738515207,-3.1002082270674682,0.5739103953547686,-0.09610617841425637,2.8309517891847875
ODP0129-0801C-010R-006/067-070,-2.184836837479848,-4.408844438311473,-4.143358140348821,-4.47082241210111,,-5.645321188015586,-5.117938044867991,-4.112601104945921,25.442135479584973,-1.5076626928015466,-1.768131945628947,,,1.1688354296985812,0.9822968770403993,2.2538657917019442,-1.1084272097244465,-0.897308593928078,0.3437874783393404,-0.11192007750152347,2.6104768415180235
ODP0129-0801C-011R-002/121-126,-5.44246453698802,-6.252425827907238,-2.027528913841549,-7.868710928820247,,-5.594741839265015,-2.9800484209953773,-5.183166382964085,67.35332434864749,-0.020552918055071423,-2.500025474732798,,,1.1855514694507754,1.3310558826193075,4.028883723217526,-1.5744513990520517,-1.1962611244496824,0.41101978112312576,-0.10279807434934275,1.5381861221126005
ODP0129-0801C-011R-003/121-126,-0.14204642662983247,-2.921554224800076,-3.8000698795949024,-6.140807830806405,,-6.470455864590479,-4.451825702117858,-4.859703141250888,39.16393226094966,-1.6381920039836713,-1.4489010084461675,,,1.507887820153206,1.7849793868786499,3.2572583440877594,-4.0664025250974944,-1.910229450664768,0.19101343998646758,-0.09712343097091214,2.2473718318349594
ODP0129-0801C-011R-003/131-136,1.0581757270301315,-6.122109621202423,-4.476406736436906,18.169263786943738,,-7.197029863165483,-6.077757124865215,-5.944730884494231,70.11064792359252,-2.8476938857247998,-4.070620772838197,,,0.8536315220508257,0.9043539292922489,1.237676739375189,-2.863321448451593,-0.8119085549874727,0.019138599480318153,-0.04202110692622188,1.565313421843026
ODP0129-0801C-012R-003/032-037,-4.347635165532051,-3.838153327100033,-2.7870851219218333,19.10783088350297,,-6.269477569034889,-3.7607694632050297,-3.485054585513467,54.56834381560218,-0.2592327927751459,1.6978348220194697,,,0.36325147922606504,-0.024527670018517966,-0.05984051138873525,-1.6684371348954414,0.399513415311179,0.018588526917747483,-0.030600182417669347,1.0018891694049614
ODP0129-0801C-012R-003/057-062,-2.767356920881607,-3.3656671803121623,-2.8773203214975487,9.584021359693446,,-5.720229087884713,-3.7460566848908323,-4.062601917344646,68.4653983572111,-0.34246138882554256,-2.029063307701488,,,0.3566300127786999,-0.18267721969585438,-0.06739026249304203,-1.1890673197130113,0.42951341531117926,0.06014172182482813,-0.10031507622605895,0.8139707813048833
ODP0185-0801C-015R-007/031-034,5.901823849862689,0.3042336345422143,0.41604163232584135,19.85549683998089,,4.38859045952119,-0.1817329754643522,0.9266912356981551,10.780341141777935,2.8439484180945858,1.3152991493265596,,,1.6131385218797298,-1.0172608413705513,-2.3101705376168544,0.7115875046332079,-5.082110255122771,1.0701884084393587,0.05974371313352428,3.919132741105198
ODP0185-0801C-034R-001/093-096,6.18291574965724,-0.24475804726280193,0.36215344803795535,31.53985896115099,,-1.1851831705360172,-0.9972416453029869,-0.08263074882520627,2.2267244751512605,0.7012039613312115,-0.036907470374060836,,,1.7962420689586729,0.4534041100330626,0.7585763583730554,-2.2796390454531448,0.30352353365663287,0.05792819215942391,0.01552381150249646,-0.07197905679549343
ODP0185-0801C-040R-001/024-027,27.18823730020856,-1.0228338105453476,-0.4140229700375524,71.79967283772376,,4.498014484223274,-0.9993573826268562,-1.0203815482948828,-5.141765096068284,-0.8950615317734796,-0.9081626159199052,,,2.2360733244383235,0.327107659733084,0.5456244654284124,-8.055003603894285,-1.2228937790947514,-0.7590620536260366,-0.008943709815671802,12.722662903399666
ODP0185-0801C-044R-003/023-026,11.577221764845524,0.3002555762283641,0.024376783383677214,64.06216870612019,,0.5177716739441545,-0.9106182874120767,-0.7210774067626833,-3.166275879756059,0.55259941368241,-0.8486844639296613,,,2.7416161265368473,0.829967121839589,0.9254503535582828,-3.0071134132405035,-0.47984649971397353,0.28288745040545527,0.005647112086105993,1.837078377615022
ODP0129-0801B-037R-001/036-038,102.10013000414565,42.312785935872455,-14.066529042425735,6.710931764003085,,96.27156466992223,-7.005628532612722,-10.298763477014013,5.012680182810346,-17.886570933298316,-5.1132281008061184,,,1.7432710914228373,0.8809179205947966,1.0725132391481442,15.29206513769882,-7.3407559611822215,-0.0505069628047532,-0.01854105684356555,-10.235793175159644
ODP0129-0801B-041R-001/026-030,28.224753891196222,6.668360650192497,-4.22297950571523,-21.61091377591277,,-8.794561828698043,-14.387405640410066,-11.974910946527075,-4.9284392200940985,3.027439976264528,-8.888229348980989,,,-0.24761322997563617,0.10599540754301362,0.6923944579182004,-0.2677840202140018,0.038780214594307694,0.08249330395343968,0.036722838562835536,-0.10302518188057341
ODP0129-0801B-041R-002/074-079,44.314882835530774,0.3228058822385833,-6.553942565757708,-13.576780058824184,,2.382999680525174,-12.506552062938965,-10.707827267380871,0.22794682177704928,-3.543341752921389,-6.441476705744801,,,0.7797485085142206,1.3315529340537688,1.608617749560398,1.1687849035214057,-1.9579903435858546,0.29027497743014896,0.07933891148418692,-0.26255847186479464
ODP0129-0801B-043R-003/111-114,49.77112204266408,12.770206242936986,-7.818639452717662,110.7941104497507,,19.134393316592835,-5.777065986102166,-3.626914654353669,4.382312377015129,-11.48464837349529,0.8888743662423622,,,3.7320355228651287,1.7736881416502657,2.622391529848217,-0.7491605094328264,-0.18418266395709892,-0.051303593744138176,0.21820662188099016,0.7173390165919873
ODP0129-0801C-001R-005/033-035,33.5988017453571,52.29120143390119,-6.93029711876693,-19.428998021583745,,-8.83984237506656,-18.128644998791508,-9.482550109094461,1.8031928259868302,-6.442882614899542,-8.105259652819939,,,-0.4179808560748315,0.2961397201362983,0.8917221996811087,-0.07321632103118958,0.6072002883581558,1.5544174173369196,0.039513620447907405,-1.6648924059634496
ODP0129-0801C-002R-005/024-028,7.900975772563697,16.777173096832108,-45.38374188638877,-42.93150139641969,,-3.816590579065533,-45.386884281800526,-25.197264036317108,-12.459709720301674,-0.49435795544098227,-12.376141928790865,,,-0.16058484438766385,-0.47690185333637825,-0.6758978430812821,-4.830667325950955,4.484729526478731,-0.045237656152467665,0.18679558022354292,5.351057647427725
ODP0129-0801C-005R-001/095-098,121.70517923542269,24.902600517443535,-0.7878586259838427,11.56392703403498,,138.1536115090523,-0.5716344571474106,-1.0478319992820033,-9.345655016425189,-1.9487873624473586,-0.8567166179339303,,,-0.7188580538286402,-1.8205962549206713,-1.7472939495713287,6.95194465787786,-5.531461898787442,-1.309061209596814,0.009128956617747,-6.183835617720912
ODP0129-0801C-006R-003/042-045,19.588403046912788,-0.942354786589782,-0.21031383309082607,20.046981109155524,,12.499370429353505,1.6010945194118302,1.6239279871808634,2.457622214790443,3.0827792802273453,2.407876528827595,,,-1.3665101847329364,1.9757072402441453,2.4329913897497253,-0.043448165603741984,-5.829597214354926,1.0259090312180272,-0.014627290720071268,2.401615720123841
ODP0129-0801C-007R-003/043-048,10.462067472799502,-0.482506473265199,-0.9266650049531573,23.404525342370384,,4.236141196433023,-1.5463619618965507,-2.607667018076554,-9.570509635421828,0.07812392939048074,-3.462674156612552,,,1.0497916993899494,-2.8414589871351317,-2.697541992507365,-9.25719552825111,-1.942168584989524,-0.609543571847623,-0.015416641419279481,12.397957421263236
ODP0129-0801C-009R-004/001-004,-1.86199074866614,-0.26479084631020544,-0.05079719932443383,-0.6887665748891747,,-3.3151458526379614,-0.9776822163348524,-1.0643010824107249,-5.71919159008222,0.4028313829004322,-0.5659728169540994,,,0.6620107174728265,0.08076395900303002,0.10860547728451131,-1.3263485901734668,-1.0171246929560018,-0.08421759946634699,-0.0220973509982548,2.4833389806346897
ODP0129-0801C-011R-002/145-148,7.462807030983562,-0.5846663930351477,0.011372387234991344,-0.27106286293586157,,-0.06711256037507107,-1.517695001091977,-0.8848594055140033,-1.850695541151505,0.5249566357719546,-0.7716268407897138,,,0.6756344924217821,0.36304128674259495,0.7235964567891067,-2.271352999143531,-1.7659850628048668,-0.28952622802485495,-0.03303113840760982,3.361398049046386
ODP0129-0801C-012R-002/111-113,0.8072968784617589,-0.39939341196606826,0.09058060476258234,5.12944246776226,,-2.3277212094014272,-1.0564984299561733,-0.8273539023539849,-3.762008003072536,1.860350662298968,-1.055892890363717,,,1.6395713466123745,0.2286125397340104,0.7991541735827221,-7.957817288682897,-1.0255377928673202,-0.4434077370529126,0.022481122739099718,9.987199531326526
ODP0185-0801C-014R-001/086-088,-1.1315483187875393,-0.06397297922424272,-0.25613375187499354,-2.5038606404264865,,-3.907030826465567,-1.1872446123393798,-1.1688754655591627,1.5660734793424513,0.44254176444943827,-0.7856395811468211,,,0.8908736787192737,0.7206313589807127,-0.144210085120406,-2.1346118505918454,-0.2969828523208635,-0.12412342639384644,0.06996862867763512,1.7470268643479496
ODP0185-0801C-015R-002/117-120,7.756314915855903,0.42883118740378023,-0.33307419583220454,20.815795451719794,,5.074987785555462,-1.7506128053814036,-1.467599956632517,0.37507100013412753,2.563764141027912,-1.4214398360018095,,,-0.4628123975179044,-2.0046718859707937,-2.722838387697524,-0.12116380030130358,-2.313810973826783,0.7487742608881423,0.005548695901642975,-0.7705152412073843
ODP0185-0801C-015R-007/096-099,0.3201068836321008,-0.5830249092979416,-0.6672857862328461,4.143686541908821,,-3.334803336621162,-3.003069602874999,-2.331757596761454,-1.4369043199787601,2.0136647204659086,-3.226768502908218,,,-5.116469850947585,-4.880213025111032,-5.000522794771341,-6.275393249245241,-0.6873396373811254,0.30966827209821757,-0.005774114045615564,-4.05087720344174
ODP0185-0801C-016R-002/027-031,57.18654711128998,-0.12424325899406319,-1.4136968979989515,27.700055533314078,,32.80258790469175,-1.9209289829371476,-1.548243900034283,-7.886395286098049,-0.23093712946273914,-0.17138752141665314,,,2.941308071453843,-0.30813516530325913,0.2043530075047233,-8.010957552145797,-0.9418521800682216,-0.8717020593741425,0.006106631649961336,3.9627396018940413
ODP0185-0801C-016R-002/082-086,16.817541016188944,0.05980149555063918,0.7423536540420361,14.492303841535113,,8.98799485222833,-2.9597430400997524,-3.3471910282941586,4.284544416026028,2.9319364906398233,-3.052960221932061,,,-0.7908864037037411,-2.536145772344387,-2.400740756953555,-1.126216056459441,-3.661784546886076,0.6178934308996209,0.009676673839226213,3.1684954972658055
ODP0185-0801C-016R-005/062-065,0.2568925574882561,-1.7388736773377653,-3.1622961666811484,71.767224500264,,-2.740221638372244,-2.991563305658471,-3.66130619295501,-18.874358185076133,-4.502012658686802,-2.7214590125240887,,,1.0689621229397348,0.062126985359530984,0.4393519845834559,-3.738967062232682,-4.087385191551778,-1.0862291392882433,-0.0019804981412690215,11.160307896907012
ODP0185-0801C-018R-001/064-069,-0.6630720722093635,-0.48536285618891983,-0.21743305892373233,0.5599772428663252,,-3.059435346091125,-2.0748015502531656,-1.0629874274726188,-1.9001634124042521,1.052297687957103,-1.1695519450058427,,,0.20824873125866716,-0.5803991419937802,-0.2859367154658887,-2.5324654700254854,-0.19103309952375458,0.041084374210755836,0.0016973957882197577,0.4180209432045068
ODP0185-0801C-021R-002/086-089,10.150010909966191,-0.2981012101371001,-0.08136509546084403,39.231166823013055,,-0.06734870044894148,0.5101977126008475,0.9482890295577029,-3.891825591218878,0.9827945289518363,0.9711678633907557,,,3.791052344597338,2.6010722960150847,3.17425601321304,-7.052550581158961,-1.3568511115730102,-0.24803697401116365,0.036855344041030386,7.927439825199491
ODP0185-0801C-023R-003/080-084,-0.5796695052210715,-0.5137420824287557,0.5547888367527847,0.4125338595421564,,-2.8982149872797036,-1.6466308292957343,-1.5890028190867351,-2.0848604137079887,0.8305846526877714,-1.6106371967222568,,,-0.7549456444649696,-1.14188714209158,-1.159235604359628,-1.9394524983426678,0.257261466440343,0.19899717239904158,-0.010219188629188442,0.0544813385955063
ODP0185-0801C-024R-001/046-049,3.5662639396088363,-0.6824361923668023,0.7315030260882334,14.19967253843148,,-3.2080285901660126,-1.1582238261355098,-1.6331229477432876,0.5255340515218059,0.5793371352246499,-1.1077461123670513,,,0.9015178594088908,-0.2173964239091024,-0.5786167185094442,-2.269702618550461,0.13943508868109866,-0.0032622749509694238,-0.012385216088212608,-0.5228687219990196
ODP0185-0801C-025R-001/010-013,-0.9457517589624971,-0.47510539753296954,0.37177248351764436,-0.6811393054169681,,-3.6699372469159917,-0.7521438014929327,-0.4709879967661106,0.04023976176536248,0.45719106610096727,-0.12145283344772295,,,0.7948922088411923,0.5823286987996745,0.8393757569786953,-1.5102129310824353,-0.03048332255972408,-0.10552472382553946,-0.00794421484813193,0.6644100359933613
ODP0185-0801C-027R-003/066-069,2.0418026531824487,-0.3659822140850977,0.038551092647421736,14.481065746729865,,-3.0664907466204747,-1.2414799914465844,-0.4990461950190097,-0.45241836999578755,0.5269372763117657,-0.6328153750815417,,,1.5945141060690808,0.28382152888161816,0.6458240241984825,-2.583015331098757,-1.4627451631788562,-0.2913607381125307,0.014794561399092243,3.55982345769565
ODP0185-0801C-028R-001/110-114,14.212755618516171,-0.33732811487805403,-0.3367172048725555,0.11743812880245841,,5.071895066612445,-0.25595765730192177,-0.05374170135607592,-2.0727098344293706,-0.27737069456454133,0.8999911162667766,,,2.258556774007431,-0.42410984766526827,0.06954087040517365,-1.4076043986924276,0.8210990596002823,-0.2804760913119302,0.02700434729188267,0.8336389119113612
