,Rb,Ba,Th,U,K,La,Ce,Pb,Sr,Nd,Y,Yb,Lu,SiO2,MgO,Na2O,P2O5,CaO,Zr,Ti,Nb
ODP0129-0801C-008R-001/101-106,3.022346061401028,56.24466713260078,0.4487812723601687,0.2050877513903148,1991.8639011852792,6.526157925712043,21.314660633195885,1.209134423684681,162.10645577671397,13.131774838321789,34.021258130806196,3.3012531185321645,0.4358890544955627,50.015887545937915,7.7286390849304825,2.1242998947201936,0.18411426290505523,10.182445822668733,116.0,11387.343959332391,7.0
ODP0129-0801C-008R-002/078-080,2.9662946619434645,56.9566529298901,0.46117521286088997,0.1995597977729803,1978.4803206777578,6.864979854769836,21.363512269583044,1.1137350830115915,189.17650227826485,13.12021084960646,29.723905712826618,3.0335383202118003,0.3931816071029695,49.935787858185684,8.499789922815777,2.0383467087530645,0.17893848272859506,10.097989492711198,113.0,11327.410570072747,7.0
ODP0129-0801C-008R-002/133-139,2.6082655282924527,37.22847209909561,0.45730578795665694,0.20799255550172993,2047.6572058811464,6.279712175943506,17.07663494308396,1.3449132050033201,139.87666643210326,13.081791435231342,37.655857513101765,3.4161721871093147,0.5074745973696477,49.85597637795757,7.3836948199951475,2.641210489701671,0.18292139229979154,10.280771582731141,116.0,11447.277348592035,6.000000000000001
ODP0129-0801C-009R-005/020-024,2.1314670818155634,36.452553339479486,0.43154689957495784,0.16476008414152804,1337.2804025850915,5.687911930602606,13.117061904737302,0.835495025495188,121.91085689249256,11.79228936904298,34.218853306740954,3.413990625608832,0.493903178703765,49.912589367068705,7.705763533883864,2.4940284183452226,0.15938344201689678,10.459024647981579,95.0,10248.609563399152,5.0
ODP0129-0801C-010R-001/055-060,2.7474317675070856,51.73367389474679,0.46595582701518373,0.18646483069468703,1502.944988961141,5.894587752764538,16.51428074037047,0.9295306981142788,180.15610326851595,11.769837727509785,21.183431343142917,2.5349777700339193,0.3659439385447932,48.92404322614848,10.380208227067468,1.9860896046452314,0.15610617841425636,9.119048210815212,97.0,9709.209060062354,7.0
ODP0129-0801C-010R-006/067-070,2.3873713917997033,39.81341377935888,0.4621854419296498,0.1938872706541233,1716.8280446913486,6.7760234368243095,17.37986696127901,1.193608380949467,149.81168281811264,12.774050654381595,32.681798794871455,3.1957276396190832,0.45321393141405614,49.74842720972445,8.017308593928078,2.4262125216606596,0.17192007750152347,9.649523158481976,101.00000000000001,10668.14328821666,6.000000000000001
ODP0129-0801C-011R-002/121-126,4.4559649809873925,69.69820411124368,0.42233995767653165,0.2452429295052252,1660.540672119784,6.987293265223824,23.910120329761252,1.2179139712460287,137.433666570962,16.83503449278821,38.60574081399898,3.8037894498686815,0.43186260448190306,50.024451399052055,7.996261124449682,2.3989802188768743,0.21279807434934275,10.321813877887399,141.0,13125.41224786207,9.0
ODP0129-0801C-011R-003/121-126,3.0901994809099436,52.41874247712773,0.45300593976556675,0.2089569644469345,2010.3967846029152,6.928404257354969,20.905973075720325,1.2193608094725745,147.56585128405547,13.961811965436112,38.13911041830291,3.4200051622688257,0.4889628825375058,50.07640252509749,7.170229450664768,2.3789865600135323,0.19712343097091214,10.29262816816504,122.0,11687.01090563061,7.0
ODP0129-0801C-011R-003/131-136,3.3280584133358664,58.78742414258374,0.45049457259713704,0.2184454604741815,2235.682819630588,7.515419144782403,21.351897319977258,1.022143997424931,172.08634098879327,15.511620526422918,40.11597657466875,3.6341535128589215,0.518411921286236,50.05332144845159,6.811908554987473,2.5708614005196817,0.2120211069262219,10.444686578156974,125.99999999999999,12645.945133784915,7.0
ODP0129-0801C-012R-003/032-037,3.760748330112852,48.82485360310213,0.39690223536335584,0.19873555144643762,1741.939533794409,6.9136486212218555,20.485971889286404,1.1256475890922457,126.46981192755558,16.701131650985637,47.34720576952141,4.732092141319129,0.7044281978427663,50.08843713489544,6.400486584688821,2.7714114730822526,0.22060018241766935,10.29811083059504,143.0,13784.679529718156,7.0
ODP0129-0801C-012R-003/057-062,3.7572716447598205,48.5226479232017,0.3845722273272917,0.19873555144643762,1779.1975550425518,6.883540942520002,20.411118403286746,1.1389567166380126,126.22593530421895,16.747351718627815,47.37733344185692,4.800059869310057,0.7049868794244851,50.08906731971301,6.400486584688821,2.7598582781751717,0.22031507622605895,10.296029218695116,144.0,13724.74614045851,7.0
ODP0185-0801C-015R-007/031-034,0.5523418553371924,13.673711128184465,0.17463646125230348,0.06303456636040125,1211.542506929161,4.16485055414401,11.555123056635773,0.33459577893376674,98.99268837820424,10.819084951811838,32.96021972544723,3.6015095947956817,0.6239526197836472,50.388412495366794,7.102110255122771,2.749811591560641,0.20625628686647574,10.340867258894802,85.1,15283.014261209259,3.91
ODP0185-0801C-034R-001/093-096,0.773848498967653,13.710613992319724,0.2192169569167738,0.12766296181582923,1073.1329224678109,5.875105010323153,17.34666957916474,0.5419025622642605,103.20459641591144,16.449972714886478,55.82709858623804,5.4164717737537,0.810865349480394,50.209639045453144,6.576476466343367,2.792071807840576,0.23347618849750354,10.291979056795494,164.0,14443.946811574242,4.51
ODP0185-0801C-040R-001/024-027,1.4354693143675634,13.748585501901434,0.17519195245319197,0.14220687040780103,1406.7634312116413,4.12655852186465,12.311177248223416,0.6650653218208482,135.88579832042043,11.029652181955552,35.62586637380563,3.5887359237515897,0.5516237895582975,50.18500360389429,7.472893779094751,2.8290620536260365,0.1619437098156718,11.167337096600335,104.0,9529.408892283422,2.78
ODP0185-0801C-044R-003/023-026,1.4484641793230928,15.501513777739964,0.20792797341238742,0.12469445717147612,1498.4236513342412,5.245594763452097,15.479912397003762,0.5248055874626801,121.34015237130114,14.649118764160761,44.02564662425734,4.310826208933082,0.661516673836687,50.1671134132405,6.879846499713974,2.777112549594545,0.207352887913894,10.792921622384979,132.0,12406.211576746342,3.78
ODP0129-0801B-037R-001/036-038,19.76641744736749,285.2759390941874,3.3456549686061874,0.8480704329559352,7791.1596627822955,26.11286680190494,62.58030517169987,2.0040997070204654,511.40664669259445,29.623310848491485,23.16811653402609,1.7657074651467657,0.24563402030303733,44.39793486230118,9.990755961182222,2.390506962804753,0.46454105684356556,11.635793175159645,169.0,16002.21493232499,40.5
ODP0129-0801B-041R-001/026-030,31.277281279090403,404.39482741580457,3.6089532579857946,1.4638291892941682,12672.848949315723,39.684147674961714,86.85546693008556,2.249919184626681,480.1210165008185,46.03466253852026,34.026640196389145,2.517744264081294,0.3357628101140532,48.187784020214,5.141219785405692,3.44750669604656,0.6532771614371644,8.713025181880573,310.0,18998.8843953072,53.7
ODP0129-0801B-041R-002/074-079,29.56004939943796,425.7439096890346,3.7870851180894056,1.211112381235308,11755.087593518549,38.69200126723907,84.40639339960104,2.2538157756538295,605.7645109866413,42.62175945957846,29.1521442862603,1.953544403511492,0.2739622865325306,47.5312150964786,7.057990343585854,3.169725022569851,0.611661088515813,9.212558471864794,282.0,18159.816945672177,53.2
ODP0129-0801B-043R-003/111-114,24.695337502908302,334.7490285681134,3.3945843534810014,1.0533236805552348,11320.497227518903,39.16884433245219,77.43777351147776,1.918855821231926,570.3260806807506,39.59646410810784,32.31923837096367,2.085571746166419,0.271943026791232,48.51916050943283,6.044182663957099,3.0013035937441384,0.5787933781190099,9.082660983408013,286.0,19837.951844942218,45.699999999999996
ODP0129-0801C-001R-005/033-035,29.86476089169824,378.5367931784646,3.489075255095189,1.3700089584532587,13338.807116666676,40.754379114169765,79.33152644364267,2.161973309354935,484.94482317438036,43.974521569918195,36.50181289514048,2.554003117972805,0.336012557223598,48.68321632103119,4.552799711641844,3.46558258266308,0.6424863795520926,8.24489240596345,310.0,18639.284059749334,49.7
ODP0129-0801C-002R-005/024-028,52.28288038442204,434.74433722624036,7.4476180603430455,2.4715615293248137,17014.600666049573,64.28078950159697,117.02514366446286,3.6746393901414187,416.43095285980473,53.45729617158284,41.23066104196387,3.4451126136948345,0.5340164403880149,51.71066732595096,2.925270473521269,4.085237656152468,0.5822044197764571,6.488942352572275,399.0,11866.811073409544,57.1
ODP0129-0801C-005R-001/095-098,1.2172111855065917,5.95572498358713,0.08496798320862663,0.06215753228526536,812.0507837135121,1.7527128720602712,6.4099017987255555,0.9095415061661883,130.01941334763927,6.629994300682542,24.670804144920314,2.537553953675891,0.3772997522682783,50.42805534212214,7.701461898787442,2.769061209596814,0.076171043382253,11.153835617720912,62.00000000000001,6472.806040041569,0.274
ODP0129-0801C-006R-003/042-045,0.6613640652103798,11.216117603475986,0.1588766758127202,0.05001339670773396,514.944843680695,2.200048065164072,6.8975278227539665,0.18550882274987857,79.95335718720301,6.309735179967436,27.41762134053486,2.7659763305596368,0.41595863715852033,50.04344816560374,8.219597214354927,2.014090968781973,0.08582729072007127,11.66838427987616,57.70000000000001,6832.406375599434,2.47
ODP0129-0801C-007R-003/043-048,0.8865871547723163,9.582237741650475,0.09476652542101838,0.04350496781022192,909.2430467066132,2.1123506678229305,8.538608957085884,1.1385061841149497,123.35158508986085,9.268460808053396,32.423447767775734,3.2308392806576203,0.48261810744554495,51.15719552825111,7.442168584989524,2.889543571847623,0.16841664141927948,9.352042578736764,95.99999999999999,9169.808556725557,0.251
ODP0129-0801C-009R-004/001-004,1.2328641254029988,8.450623224862026,0.12131776194257689,0.06586409807267267,1002.0473286336595,3.2716676826220437,10.849134421279036,0.5960626028958376,115.50025782080088,9.80632719415585,33.68785123549865,3.370183368211506,0.5099631946809462,50.156348590173465,7.427124692956002,2.754217599466347,0.1560973509982548,11.07666101936531,99.10000000000001,8990.008388946624,2.11
ODP0129-0801C-011R-002/145-148,0.6811175353254376,10.556233420922647,0.13403334708502573,0.0769923201216531,763.0654951588291,4.092656465750188,12.270625444787354,0.5543993834217569,109.92341498521176,11.744782742429273,41.425863059480896,3.801020645635901,0.5604538621976062,49.98135299914353,7.4459850628048665,2.729526228024855,0.19803113840760983,11.108601950953615,111.0,10728.076677476307,2.5
ODP0129-0801C-012R-002/111-113,0.677366482176783,10.501360556230852,0.1443006485951805,0.09028170817699255,937.1805403754796,4.185814421379891,12.668553176678321,0.65210256821815,115.74660102549177,11.929678973552473,39.639950372913695,3.737294017911133,0.5448625911548786,50.037817288682895,7.4255377928673205,2.7334077370529126,0.16651887726090028,11.122800468673473,118.99999999999999,10608.209898957017,2.86
ODP0185-0801C-014R-001/086-088,1.6055331824300876,16.047107151798233,0.23677136890937445,0.15208107344895622,1375.214054671597,5.185637048677154,16.374753951367513,0.5868087829666859,117.66236877011686,14.863755992872797,47.7465247618273,4.474728740022509,0.7596715462989101,50.064611850591845,6.766982852320863,2.7941234263938464,0.2060313713223649,10.712973135652051,138.0,13005.545469342782,4.08
ODP0185-0801C-015R-002/117-120,0.7247400284315021,12.30289883123498,0.1643113066457374,0.10986829551388434,1022.4861612670246,5.122670997297024,15.504989923022718,0.5373699589904769,107.90457662431106,14.82462953794645,50.40579640870646,4.898303239783601,0.7714900406896168,50.011163800301304,6.733810973826783,2.7612257391118575,0.21245130409835702,10.850515241207384,141.0,13065.478858602426,3.43
ODP0185-0801C-015R-007/096-099,1.016732128893616,17.874761091083315,0.3297192918297919,0.11498258261991476,1392.3252870694885,6.4431088171751245,17.83886973425158,0.687020206718492,108.51167439816933,16.76904455293773,55.079937821811505,5.355945021379739,0.8020386868130792,50.22539324924524,6.527339637381125,2.7903317279017825,0.23377411404561557,10.45087720344174,168.0,13724.74614045851,5.14
ODP0185-0801C-016R-002/027-031,2.4865425843308593,14.668336137109508,0.32416423632991087,0.18229883380040435,2360.846586736117,5.659678211277821,15.548132922560853,1.1289340653129614,151.8727734316638,13.53205870399815,51.71704827488501,4.691910636494507,0.6948778774446505,50.370957552145796,6.5718521800682215,3.0717020593741426,0.22289336835003867,9.707260398105959,170.0,12106.544630448121,3.09
ODP0185-0801C-016R-002/082-086,0.5208614547200181,10.782047347596581,0.1878999394064269,0.1236616193277626,951.9991305843795,6.15334346854853,19.54126407522213,0.6347973464621519,109.13614004749974,17.83370814049601,58.59853313685202,5.520319865765782,0.8186548160145631,49.896216056459444,6.421784546886076,2.7921065691003792,0.2613233261607738,10.241504502734195,189.0,16961.149160479297,4.6
ODP0185-0801C-016R-005/062-065,4.436873225994957,21.292988130913642,0.43679517416789765,0.22288828549445577,3081.030602170363,5.75520399098737,15.378818492495142,1.7030794311404054,228.9924670982915,12.154855502957618,29.136222340624204,2.8293713962177507,0.4214879531408243,50.62896706223268,7.057385191551778,2.996229139288243,0.18798049814126902,10.429692103092988,109.0,7851.273993013385,2.91
ODP0185-0801C-018R-001/064-069,0.7590507658529458,13.112201001904362,0.21248181000851726,0.12224047789980719,1067.738032087198,5.845388665023925,16.986802683763898,0.5379116022807019,102.79651878410512,16.48357333353791,56.15246827277307,5.396136777002933,0.8151593169444759,50.26246547002548,6.5710330995237545,2.798915625789244,0.23330260421178023,10.291979056795494,166.0,14563.81359009353,4.41
ODP0185-0801C-021R-002/086-089,0.8747430721714685,11.413429357648193,0.16891603311417175,0.09214549671672592,1116.6290667870626,4.369494171443217,12.516786972535076,0.6343196169765403,115.26303543911627,12.085038712968919,38.95071183208211,3.687671358064563,0.5511050550222351,50.182550581158964,7.4268511115730105,2.7480369740111636,0.16314465595896963,11.112560174800509,118.0,10548.276509697373,3.12
ODP0185-0801C-023R-003/080-084,0.5810901358153804,12.780543414094574,0.19784294887601328,0.09933678894961472,1044.8899565379113,5.5612353797261695,17.520480003878955,0.5360250893732672,110.47466382828802,16.380802764361935,54.035002682315614,5.122950361051149,0.7907834347226124,50.22945249834267,6.632738533559657,2.8210028276009584,0.23521918862918845,10.205518661404493,170.0,13604.879361939224,4.43
ODP0185-0801C-024R-001/046-049,0.9754223983483893,12.909546548451582,0.18882224278250015,0.10080687669293892,1325.7175721485637,4.625699768555095,15.598793232244335,0.5606870823419517,109.77598644675989,13.999888236144988,45.098093739689546,4.4571764369871865,0.7308176371696987,50.25970261855046,7.030564911318901,2.7832622749509692,0.2053852160882126,10.82286872199902,150.0,12046.611241188475,4.08
ODP0185-0801C-025R-001/010-013,0.7715523669411857,11.050511623357925,0.15439933890100022,0.08630392541375632,1128.27775763334,4.366722791625645,13.836003694259846,0.5441429769146593,110.35326850526958,13.064447136488216,45.78324044977258,4.38291195149176,0.6688861939835765,50.07021293108244,6.890483322559724,2.7855247238255396,0.19294421484813193,10.915589964006639,137.0,12046.611241188475,3.23
ODP0185-0801C-027R-003/066-069,0.9134553152291451,14.057849694240748,0.19172315712496915,0.10289761931867282,1198.6837869559438,4.432896754123804,12.385806996158742,0.5491217042697009,115.88162346982175,11.856832017860407,37.64496081738568,3.7400759862613624,0.5582090222093122,50.22301533109876,7.452745163178856,2.741360738112531,0.16020543860090775,11.11017654230435,116.0,10548.276509697373,3.3100000000000005
ODP0185-0801C-028R-001/110-114,1.5749001822422306,14.957586194882719,0.1916209624141672,0.12853379929514838,1149.822693616152,3.90584291056642,11.965391519907033,0.5631623982444853,128.85252165531182,10.141412028574784,32.72356667826619,3.469086154898977,0.5058539755900172,50.15760439869243,7.528900940399717,2.79047609131193,0.15299565270811732,10.786361088088638,99.8,9289.675335244845,2.85
