,Rb,Ba,Th,U,K,La,Ce,Pb,Sr,Nd,Y,Yb,Lu,SiO2,MgO,Na2O,P2O5,CaO,Zr,Ti,Nb
ODP0129-0801C-008R-002/078-080,4.6713301762889206,8.149471015866375,5.4255907395398815,9.502847512999061,7.913921282711032,9.99269265614241,12.035781560328475,15.686409619881571,8.96571100844857,9.68996369985706,6.532726530291565,6.153221744851522,5.3132649608509395,49.935787858185684,8.499789922815777,2.0383467087530645,0.17893848272859506,10.097989492711198,10.089285714285715,8.713392746209806,9.817671809256662
ODP0129-0801C-008R-002/133-139,4.107504768964493,5.326723722863873,5.380068093607728,9.904407404844282,8.190628823524586,9.14077463747235,9.620639404554344,18.942439507089016,6.629225897256078,9.661588947733634,8.276012640242147,6.929355349106115,6.8577648293195645,49.85597637795757,7.3836948199951475,2.641210489701671,0.18292139229979154,10.280771582731141,10.357142857142858,8.805597960455412,8.41514726507714
ODP0129-0801C-009R-005/020-024,3.3566410737252967,5.215703725780439,5.07702234794068,7.845718292453716,5.349121610340366,8.27934778835896,7.389894030837917,11.767535570354761,5.777765729502017,8.70922405394607,7.520627100382627,6.924930275068625,6.674367279780609,49.912589367068705,7.705763533883864,2.4940284183452226,0.15938344201689678,10.459024647981579,8.482142857142858,7.883545817999347,7.012622720897616
ODP0129-0801C-010R-001/055-060,4.32666420079856,7.402156802796793,5.481833259002161,8.879277652127954,6.011779955844564,8.580185957444742,9.303820135419985,13.091981663581393,8.538203946375162,8.692642339372071,4.655699196295147,5.141942738405516,4.9451883587134216,48.92404322614848,10.380208227067468,1.9860896046452314,0.15610617841425636,9.119048210815212,8.660714285714286,7.468622353894118,9.817671809256662
ODP0129-0801C-010R-006/067-070,3.759639987086147,5.696582312113161,5.437475787407644,9.232727174005872,6.867312178765395,9.863207331621993,9.791474344382541,16.811385647175594,7.100079754412921,9.434306244004132,7.182812921949771,6.48220616555595,6.124512586676435,49.74842720972445,8.017308593928078,2.4262125216606596,0.17192007750152347,9.649523158481976,9.017857142857144,8.20626406785897,8.41514726507714
ODP0129-0801C-011R-002/121-126,7.017267686594319,9.972557463334338,4.968705384429784,11.678234738344056,6.642162688479136,10.170732554910952,13.470490326626058,17.153717904873645,6.513443913315735,12.433555755382724,8.484778200878896,7.71559726139692,5.835981141647339,50.024451399052055,7.996261124449682,2.3989802188768743,0.21279807434934275,10.321813877887399,12.589285714285715,10.0964709598939,12.622720897615709
ODP0129-0801C-011R-003/121-126,4.86645587544873,7.500177776094968,5.329481644300785,9.950331640330214,8.04158713841166,10.085013475043622,11.778013000405817,17.17409590806443,6.9936422409504955,10.311530255122682,8.382222069956685,6.93713014658991,6.6076065207771055,50.07640252509749,7.170229450664768,2.3789865600135323,0.19712343097091214,10.29262816816504,10.892857142857144,8.990008388946624,9.817671809256662
ODP0129-0801C-011R-003/131-136,5.241036871395065,8.41142139684987,5.299936148201612,10.402164784484834,8.942731278522352,10.93947473767453,12.029237926747752,14.396394329928606,8.155750757762714,11.456145145068625,8.816698148278846,7.371508139673269,7.005566503868055,50.05332144845159,6.811908554987473,2.5708614005196817,0.2120211069262219,10.444686578156974,11.25,9.727650102911474,9.817671809256662
ODP0129-0801C-012R-003/032-037,5.92243831513835,6.985957018615271,4.669438063098304,9.463597687925601,6.967758135177636,10.063535110948843,11.541392613682481,15.854191395665435,5.99382994917325,12.334661485218342,10.405979290004705,9.598564181174703,9.519299970848195,50.08843713489544,6.400486584688821,2.7714114730822526,0.22060018241766935,10.29811083059504,12.767857142857144,10.603599638244736,9.817671809256662
ODP0129-0801C-012R-003/057-062,5.916963220094205,6.942716829761297,4.524379145026961,9.463597687925601,7.116790220170207,10.019710251120816,11.499221635654505,16.04164389631004,5.982271815365826,12.368797428824086,10.41260075645207,9.736429755192813,9.526849721952502,50.08906731971301,6.400486584688821,2.7598582781751717,0.22031507622605895,10.296029218695116,12.857142857142858,10.557497031121931,9.817671809256662
ODP0185-0801C-015R-007/031-034,0.8698296934443974,1.9564617439096388,2.054546602968276,3.0016460171619643,4.846170027716644,6.062373441257656,6.509928482611704,4.712616604700941,4.691596605602096,7.99046155968378,7.244004335263128,7.305293295731606,8.431792159238476,50.388412495366794,7.102110255122771,2.749811591560641,0.20625628686647574,10.340867258894802,7.598214285714286,11.756164816314815,5.483870967741936
ODP0185-0801C-034R-001/093-096,1.218659053492367,1.9617418789983865,2.5790230225502797,6.07918865789663,4.292531689871243,8.551826798141414,9.772771593895628,7.632430454426205,4.891213100280162,12.149167440831961,12.269691996975393,10.98675816177221,10.957639857843162,50.209639045453144,6.576476466343367,2.792071807840576,0.23347618849750354,10.291979056795494,14.642857142857144,11.110728316595571,6.32538569424965
ODP0185-0801C-040R-001/024-027,2.260581597429234,1.9671749179999192,2.0610817935669643,6.77175573370481,5.627053724846565,6.006635403005313,6.935874506041362,9.367117208744341,6.440085228455944,8.145976500705725,7.829860741495742,7.279383212477869,7.454375534571588,50.18500360389429,7.472893779094751,2.8290620536260365,0.1619437098156718,11.167337096600335,9.285714285714286,7.330314532525709,3.899018232819074
ODP0185-0801C-044R-003/023-026,2.2810459516899098,2.2179873769838268,2.44621145191044,5.937831293879815,5.993694605336965,7.635509117106399,8.721077406762683,7.391627992432116,5.750718121862613,10.819142366440738,9.67596629104557,8.744069389316596,8.939414511306582,50.1671134132405,6.879846499713974,2.777112549594545,0.207352887913894,10.792921622384979,11.785714285714286,9.543239674420263,5.301542776998597
ODP0129-0801B-037R-001/036-038,31.128216452547232,40.81784791732542,39.360646689484554,40.38430633123501,31.16463865112918,38.009995344839794,35.25650995588725,28.226756436907966,24.237281833772247,21.87836842576919,5.091893743741998,3.58155672443563,3.319378652743748,44.39793486230118,9.990755961182222,2.390506962804753,0.46454105684356556,11.635793175159645,15.089285714285715,12.309396101788455,56.80224403927069
ODP0129-0801B-041R-001/026-030,49.2555610694337,57.86161502586988,42.45827362336229,69.70615187115087,50.69139579726289,57.76440709601414,48.932657425400315,31.68900260037579,22.754550545062486,33.999012214564445,7.478382460744867,5.106986336878893,4.537335271811529,48.187784020214,5.141219785405692,3.44750669604656,0.6532771614371644,8.713025181880573,27.67857142857143,14.614526457928616,75.3155680224404
ODP0129-0801B-041R-002/074-079,46.55125889675269,60.9162841163306,44.55394256575771,57.67201815406228,47.0203503740742,56.32023474125047,47.55289768991609,31.743884164138446,28.70921853017257,31.47840432760595,6.407064678298967,3.9625647130050545,3.7021930612504135,47.5312150964786,7.057990343585854,3.169725022569851,0.611661088515813,9.212558471864794,25.17857142857143,13.969089958209366,74.61430575035064
ODP0129-0801B-043R-003/111-114,38.890295280170555,47.89655581172033,39.93628651154119,50.15827050263023,45.28198891007561,57.01432945043987,43.62691465435367,27.026138327210226,27.029672070177753,29.244065072457783,7.103129312299707,4.23036865348158,3.674905767449081,48.51916050943283,6.044182663957099,3.0013035937441384,0.5787933781190099,9.082660983408013,25.53571428571429,15.25996295764786,64.09537166900421
ODP0129-0801C-001R-005/033-035,47.03111951448542,54.16179613370505,41.04794417759046,65.23852183110755,53.3552284666667,59.322240340858464,44.69381771472827,30.450328300773737,22.983166975089116,32.47749008118035,8.022376460470436,5.180533707855589,4.540710232751325,48.68321632103119,4.552799711641844,3.46558258266308,0.6424863795520926,8.24489240596345,27.67857142857143,14.337910815191796,69.7054698457223
ODP0129-0801C-002R-005/024-028,82.33524469987724,62.204083163004775,87.61903600403582,117.69340615832445,68.0584026641983,93.56737918718626,65.92965840251429,51.755484368189,19.736064116578422,39.48101637487654,9.061683745486565,6.988058039948954,7.216438383621822,51.71066732595096,2.925270473521269,4.085237656152468,0.5822044197764571,6.488942352572275,35.625,9.128316210315035,80.08415147265077
ODP0129-0801C-005R-001/095-098,1.916868008671798,0.8521569585902318,0.9996233318661956,2.959882489774541,3.2482031348540485,2.5512560000877307,3.6112122809721443,12.810443748819555,6.1620575046274535,4.8965984495439745,5.422154757125344,5.147168263034262,5.09864530092268,50.42805534212214,7.701461898787442,2.769061209596814,0.076171043382253,11.153835617720912,5.5357142857142865,4.979081569262745,0.3842917251051894
ODP0129-0801C-006R-003/042-045,1.041518212929732,1.6048243816677616,1.8691373625025904,2.3815903194159027,2.05977937472278,3.2023989303698284,3.885931167748714,2.612800320420825,3.789258634464597,4.660070295396925,6.025850844073596,5.61049965630758,5.621062664304329,50.04344816560374,8.219597214354927,2.014090968781973,0.08582729072007127,11.66838427987616,5.151785714285715,5.255697211999564,3.4642356241234227
ODP0129-0801C-007R-003/043-048,1.396200243735931,1.371045606188364,1.1149002990708043,2.0716651338200913,3.6369721868264526,3.0747462413725333,4.810483919485005,16.035298367816196,5.8460466867232626,6.845244319094088,7.1260324764342275,6.553426532774077,6.521866316831689,51.15719552825111,7.442168584989524,2.889543571847623,0.16841664141927948,9.352042578736764,8.571428571428571,7.0536988897888895,0.3520336605890603
ODP0129-0801C-009R-004/001-004,1.941518307721258,1.209131953764777,1.427267787559728,3.136385622508222,4.008189314534638,4.762252813132523,6.112188406354387,8.39524792811039,5.473945868284401,7.2424868494504056,7.403923348461241,6.8360717407941305,6.89139452271549,50.156348590173465,7.427124692956002,2.754217599466347,0.1560973509982548,11.07666101936531,8.848214285714286,6.9153910684204805,2.9593267882187937
ODP0129-0801C-011R-002/145-148,1.0726260398825789,1.5104068423125836,1.5768629068826556,3.6663009581739567,3.052261980635316,5.957287431950783,6.91302841959851,7.808442020024745,5.20964052062615,8.674137919076271,9.104585287797999,7.709981025630631,7.573700840508192,49.98135299914353,7.4459850628048665,2.729526228024855,0.19803113840760983,11.108601950953615,9.910714285714286,8.252366674981774,3.506311360448808
ODP0129-0801C-012R-002/111-113,1.066718869569737,1.5025555238561814,1.6976546893550646,4.299128960809169,3.7487221615019184,6.092888531848458,7.137213057283562,9.184543214340142,5.485620901682074,8.810693481205666,8.712077005035978,7.580718089069236,7.363007988579441,50.037817288682895,7.4255377928673205,2.7334077370529126,0.16651887726090028,11.122800468673473,10.625,8.160161460736166,4.011220196353436
ODP0185-0801C-014R-001/086-088,2.5283987124883267,2.2960519604805025,2.785545516580876,7.241955878521725,5.500856218686388,7.548234423110849,9.225213493728177,8.264912436150507,5.5764155815221255,10.977663214824812,10.493741705896111,9.076528884426995,10.265831706742029,50.064611850591845,6.766982852320863,2.7941234263938464,0.2060313713223649,10.712973135652051,12.321428571428573,10.004265745648294,5.722300140252455
ODP0185-0801C-015R-002/117-120,1.1413228794196884,1.76032319805909,1.9330741958322046,5.231823595899254,4.0899446450680985,7.456580782091738,8.735205590435335,7.5685909716968585,5.1139609774555,10.948766276179061,11.07819701290252,9.935706368729415,10.425541090400227,50.011163800301304,6.733810973826783,2.7612257391118575,0.21245130409835702,10.850515241207384,12.589285714285715,10.050368352771097,4.810659186535765
ODP0185-0801C-015R-007/096-099,1.6011529588875841,2.557556315793864,3.879050492115199,5.475361077138798,5.569301148277954,9.378615454403382,10.050067455916384,9.67634093969707,5.142733383799494,12.384818724473948,12.105480839958574,10.863985844583649,10.838360632609179,50.22539324924524,6.527339637381125,2.7903317279017825,0.23377411404561557,10.45087720344174,15.000000000000002,10.557497031121931,7.208976157082748
ODP0185-0801C-016R-002/027-031,3.915815093434424,2.0987746654899855,3.813696897998951,8.680896847638301,9.443386346944468,8.238250671437875,8.759511505668087,15.900479793140303,7.197761774012502,9.994134936483123,11.366384236238464,9.51706011459332,9.390241587089871,50.370957552145796,6.5718521800682215,3.0717020593741426,0.22289336835003867,9.707260398105959,15.178571428571429,9.312726638806247,4.333800841514726
ODP0185-0801C-016R-002/082-086,0.8202542594016032,1.542716747402573,2.210587522428552,5.888648539417266,3.807996522337518,8.956831831948369,11.009162859280075,8.940807696650028,5.1723289122037786,13.171128611887747,12.878798491615829,11.197403378835258,11.062902919115718,49.896216056459444,6.421784546886076,2.7921065691003792,0.2613233261607738,10.241504502734195,16.875,13.047037815753306,6.451612903225806
ODP0185-0801C-016R-005/062-065,6.98720193070072,3.046643029176369,5.138766754916443,10.61372788068837,12.324122408681452,8.377298385716696,8.664123094363461,23.98703424141416,10.852723559160735,8.976998155803262,6.403565349587738,5.739090053180022,5.69578315055168,50.62896706223268,7.057385191551778,2.996229139288243,0.18798049814126902,10.429692103092988,9.732142857142858,6.039441533087219,4.081346423562413
ODP0185-0801C-018R-001/064-069,1.1953555367762927,1.8761197598947434,2.499786000100203,5.820975138086056,4.270952128348792,8.508571564809206,9.570029680993747,7.576219750432422,4.87187292815664,12.17398325962918,12.341201818191884,10.945510703859906,11.01566644519562,50.26246547002548,6.5710330995237545,2.798915625789244,0.23330260421178023,10.291979056795494,14.821428571428573,11.202933530841177,6.185133239831697
ODP0185-0801C-021R-002/086-089,1.377548145151919,1.633056139311517,1.9872474484020204,4.387880796034567,4.466516267148251,6.360253524662616,7.051710970442297,8.93407911234564,5.462703101379917,8.925434795398019,8.560596007051014,7.480063606621831,7.447365608408583,50.182550581158964,7.4268511115730105,2.7480369740111636,0.16314465595896963,11.112560174800509,10.535714285714286,8.114058853613363,4.3758765778401125
ODP0185-0801C-023R-003/080-084,0.9151025760872132,1.8286655335662574,2.3275641044236854,4.730323283314986,4.179559826151645,8.094956884608688,9.870692959931805,7.549649146102356,5.235766058212702,12.098081805289464,11.875824765344092,10.3913800427001,10.686262631386654,50.22945249834267,6.632738533559657,2.8210028276009584,0.23521918862918845,10.205518661404493,15.178571428571429,10.465291816876325,6.213183730715287
ODP0185-0801C-024R-001/046-049,1.5360982651155737,1.8471235582274406,2.2214381503823546,4.80032746156852,5.302870288594255,6.733187436033617,8.788052525208077,7.8970011597458,5.202653386102364,10.339651577655086,9.911668953777923,9.040925835673807,9.87591401580674,50.25970261855046,7.030564911318901,2.7832622749509692,0.2053852160882126,10.82286872199902,13.392857142857144,9.266624031683442,5.722300140252455
ODP0185-0801C-025R-001/010-013,1.2150430975451743,1.581129149142642,1.8164628106000025,4.109710733988396,4.513111030533359,6.356219492904868,7.794931658737942,7.663985590347314,5.230012725368226,9.648779273624974,10.062250648301665,8.890287934060366,9.039002621399684,50.07021293108244,6.890483322559724,2.7855247238255396,0.19294421484813193,10.915589964006639,12.232142857142858,9.266624031683442,4.53015427769986
