Sample ID,Rb,Ba,U,K,La,Ce,Pb,Sr,Nd,Y,Yb,Lu,SiO2,MgO,Na2O,P2O5,CaO,Zr,Th,Ti,Nb
329-U1365E-6R-4-W 10/12,0.3129903465345451,3.467549909194526,0.020152857181136612,425.9233284810362,1.5622643199991981,4.871421017725457,0.15297707923047013,81.10617418689432,5.551791323169174,27.638501415561212,2.862536026006109,0.4267335084860418,50.08001886170516,7.466649873901396,2.472091673539453,0.1159276140296112,12.205100172217602,50.32,0.0464337485699758,6532.739429301213,0.9824948825065276
329-U1365E-6R-4-W 19/23,0.21846767003285336,2.697238092254033,0.023456529993327126,453.21137386608257,1.4008023701562933,4.794057565945967,0.089303255514818,70.07506947520646,4.760057638684555,21.922861248935224,2.369460174098506,0.3585437179791314,49.57437622165812,8.551063946793818,2.3528351404981094,0.08659802577248274,11.18524957302245,40.53,0.0024283895960154,5214.204865589042,0.7528594619452748
329-U1365E-7R-1-W 41/45,0.2778814537627917,3.030397152953597,0.020768343719472494,483.614161927533,1.3546798574838488,4.804404674633781,0.09425740088566925,69.09435047609831,4.715769828099218,22.204801257483243,2.361375582156502,0.36487242969193306,49.898783029057064,8.132995813424223,2.6300183417213514,0.09206108672178567,11.45918097461927,39.88,0.0346621580651829,5214.204865589042,0.7410354753494087
329-U1365E-7R-2-W 131/135,0.24957074946949423,3.5993216104534467,0.022172014854994034,645.0033504634413,1.3560628116913804,4.489490423355429,0.07939611589588362,66.97927658586184,4.553434641411648,20.25329473567125,2.207278268761315,0.3508380466765434,50.10559696201191,8.224624879839109,2.1670866967054114,0.08287257290675239,12.291354287554695,34.75,0.0109537396121883,4914.537919290821,0.7149882837381375
329-U1365E-7R-3-W 0/2,0.25085414219947955,3.3992271337248146,0.019050777620292614,649.7468362624701,1.280824980249849,4.518819393804062,0.08955255966751334,66.58307660253575,4.583149555189544,20.024817429764404,2.1914879112610146,0.35002851750313446,49.99981804813413,8.109441987420738,2.4273292901630716,0.07604116695063104,12.246398214255793,35.13,0.027594761414349404,4794.671140771533,0.6700558748265762
329-U1365E-7R-3-W 2/4,0.2500411901996889,3.0157073347294268,0.023406141374742048,430.63468194038444,1.4905945721383012,4.80479277643044,0.09591224981592594,74.97742374184826,5.0274561489388505,24.370975097538825,2.666955976422427,0.375237893151427,50.718260148551785,7.280622657348923,2.6566555036654442,0.09416064549646541,11.43116229002557,44.61,0.0037840820854131004,5813.538758185484,0.8352239377238909
329-U1365E-7R-4-W 0/4,0.21140404183081762,3.2585830566930314,0.0180793366724423,507.061816749079,1.188716863972108,3.420610010668321,0.08611692299825346,67.05127957019721,3.9066874453393443,19.647139098484303,2.1864696901979226,0.33652551037222433,49.107078266773,8.510286180107338,2.037487731015224,0.05909680028046554,12.638280684508986,32.84,0.025867952847645696,4435.070805213668,0.6310580540540541
329-U1365E-8R-1-W 41/47,0.22822293877189648,2.8685324279441105,0.023881891077190336,461.7950061255307,1.5585420150776401,4.793457328958798,0.11334676182656271,78.68744431115228,5.043400586497277,25.69462016341173,2.893850969412968,0.4206468457591359,50.322001125686825,7.384266526520311,2.455659727640749,0.09823527523951464,11.304350344835678,47.24,0.012984602556976,6113.205704483704,0.8536425968903362
329-U1365E-8R-2-W 49/53,0.2768438996870855,3.704497697266368,0.020809965952699853,698.6899080487336,1.3486204690093473,4.96360729906199,0.08699055298621396,65.02444591092582,4.771669369066929,21.40702518289553,2.455719649948887,0.3701532839421722,50.342031122636634,7.418743575140555,2.267114882999717,0.08550898925745574,11.705650814901013,36.8,0.030032366422658496,5274.138254848686,0.7534045396874517
329-U1365E-8R-2-W 117/119,0.22618373509369208,3.2418785440038316,0.018785174692415866,901.8402486934503,1.231312886496776,3.2708612705855105,0.08577892282711247,66.57315014324182,3.8585398233645685,19.024381769094777,2.120764909926949,0.327179055010802,49.45674678491473,8.81471665099574,2.0770800452741063,0.05854312372044425,12.724128963305445,31.230000000000004,0.0218778717022291,4435.070805213668,0.5827938064916913
329-U1365E-8R-2-W 119/121,0.43063031521801004,3.989690836856352,0.022145781418512322,856.1778935831782,1.2961340767247653,4.337246490049388,0.08552702052351238,62.91129078261763,4.5619527739578265,21.078663369006637,2.4100409553093414,0.3602741661062287,50.260004819136824,8.163205564305839,2.2100594977450707,0.0841640633600442,12.17974581027941,34.79,0.0348561292084955,5154.271476329398,0.7097436800496048
329-U1365E-8R-3-W 41/45,0.2806815514615774,3.5814510009812857,0.01894761460976342,860.083189827468,1.224626501983887,4.126892866098919,0.09135064602889724,64.56040758219926,4.153379394901014,20.13921617818009,2.1990894618059236,0.34256037748286955,50.17834998538598,8.390790019276137,2.124982595747357,0.07614641219178732,12.783715711204998,32.54,0.0271788159237835,4794.671140771533,0.6459062330791971
329-U1365E-8R-4-W 8/10,0.22151957198199063,7.827628594537656,0.04788335240049687,574.4378492615779,3.998458269103557,12.959250332090093,0.35691943023588046,92.15478849826798,12.139207746527045,44.3883586443554,4.269973177437857,0.6521460780124158,50.17493940325384,6.7522108583847205,2.6295087094040333,0.283532759019652,10.17161902514295,112.0,0.1472836211699164,12526.07835526563,2.9946110828142176
329-U1365E-8R-4-W 84/88,0.19733738608356857,8.067872564625509,0.04745955095236876,548.549061432214,3.744732854010944,12.15836096484908,0.3298068663674645,92.18470431108985,11.497822891029852,42.27914322185171,4.053524243220681,0.6256829686035446,50.44482856141303,7.210315585185504,2.6424676825475144,0.23865873468655494,10.211674891517797,101.49,0.1414415504740657,11687.01090563061,2.871907670336209
329-U1365E-9R-1-W 84/88,0.28556663062344784,8.32777210142591,0.05240242605977149,564.863307953826,3.0856174635148066,10.044153677157327,0.3160110448292095,90.6339014879365,10.3988550991837,38.776311896247314,3.6894101317482493,0.5734843232396687,50.4668899845242,7.602071488040415,2.614921272307422,0.21587778158714516,10.35815370616496,94.48,0.1513427824196724,10847.943455995593,2.6069044738893217
329-U1365E-9R-3-W 138/142,0.25174962971650233,8.4085623205701,0.051086074013383755,561.250635539245,3.704961962893689,12.110892927223823,0.3164866521453445,93.30831301505002,11.38089290749662,42.21497513810946,4.026950079054427,0.630577274812876,50.444184747019584,7.373004160443533,2.65786403683093,0.2238355151617732,10.237889837634183,101.65,0.1474687325516471,11447.277348592035,2.995992391930836
