Sample ID,Rb,Ba,U,K,La,Ce,Pb,Sr,Nd,Y,Yb,Lu,SiO2,MgO,Na2O,P2O5,CaO,Zr,Th,Ti,Nb
329-U1368F-8R-1-W 129/134,15.55322561335056,3.495217110429744,1.6797635927627728,4.623621872101444,1.2470402724723622,1.2096626169085394,1.2640453314219413,1.61955943456707,1.2345212653586848,0.8959299595288291,1.16745077670252,1.1085176764925846,0.9841027087914218,0.8450904535955144,0.993760513377353,1.1559987265953444,1.0767897559019095,1.0,1.0,1.0,1.0
329-U1368F-8R-1-W 143/148,3.697826955950354,2.1546217305834294,0.8367846159585641,2.4174226320241843,1.3557941815256704,1.2390143926393304,1.3679340521636338,1.423561798503739,1.300885039300475,1.0696868335763177,1.2646842450719784,1.2597796886329635,1.0048508014602877,0.9044772194265495,0.9900892098232031,1.1282000370719867,1.0731304887107516,1.0,1.0,1.0,1.0
329-U1368F-8R-2-W 121/124,5.558391755102492,1.401004656135119,0.9160983715858209,2.5324474542294326,1.181702458452208,1.0968302063856585,1.775182596716966,1.138584665158372,1.2035836960757698,0.8853366415970709,1.0757028342996866,1.0463642077722992,0.9845897507765426,0.9269903066037767,0.9299366582644937,1.1586001111271733,0.9985949158153633,1.0,1.0,1.0,1.0
329-U1368F-9R-1-W 29/33,13.476402269390954,0.8703781399109504,1.1567685350133543,4.7992849912926525,1.172354175191482,1.1913253162810875,1.2899811151478042,1.1653911960663659,1.2109389845639733,0.8668101569753127,1.1016086219104126,1.050087038147288,0.9708855758082175,0.855349551157818,1.007230773558514,1.156036691309445,1.0086464599766656,1.0,1.0,1.0,1.0
329-U1368F-9R-1-W 95/99,10.128722989369992,1.2053161654419493,1.1370673753443679,2.7477359291446115,1.164754701471795,1.1606723989331675,1.4320500283337037,1.187018511711502,1.1751610247507347,0.9077680132732223,1.087672620666744,1.0345870202700194,0.9744994959283173,0.8955651944025602,0.9865840638877638,1.1369817800913165,1.0113124495527868,1.0,1.0,1.0,1.0
329-U1368F-10R-1-W 0/3,11.523589976622809,1.2550401993694438,1.9494851349242561,3.757447002254939,1.2349743155651949,1.2008987467260168,1.2385128659918205,1.2066081010667211,1.2347743884689535,0.9092005550726749,1.156154683623875,1.1097030229189437,0.9515113581155169,0.815010375638623,1.0309949939300884,1.2837126487355879,1.03455595433068,1.0,1.0,1.0,1.0
329-U1368F-10R-1-W 3/5,8.915040026963693,0.9926159903158499,1.3981131893512675,4.1965621250193195,1.3025324609345572,1.2388468490893234,1.529606188063192,0.8753569862403783,1.2780347121849283,1.051200875702033,1.2811818532153474,1.2548839228987319,0.9668189041761202,0.9370360803429767,0.9377917648631625,1.1027497055629178,1.0442538839148678,1.0,1.0,1.0,1.0
329-U1368F-10R-1-W 112/116,1.6237210573512444,0.8316157419465626,0.9265068411759393,1.3558736482763176,1.2273923085812675,1.1469508761448752,1.336125051501648,1.1914885211867663,1.24234498341553,0.9577083251671386,1.1734151754738626,1.1652866939479412,0.991077510256008,0.9279948967875316,0.9863393604782588,1.1135738077032196,1.0591791634241494,1.0,1.0,1.0,1.0
329-U1368F-10R-2-W 57/62,2.9934856459121337,3.7329207655794545,0.9016846956102607,2.6232791602511925,1.3744610467591976,1.2790986988656547,1.3586520095766688,1.6656643019814503,1.3045131753982844,1.1211118174195138,1.310456088478135,1.3061891894321045,1.0241809124021848,0.9421676240076985,1.0370324204252186,1.1355533481043414,1.0857883754388487,1.0,1.0,1.0,1.0
329-U1368F-11R-1-W 10/14,8.821976567088377,1.5257959690113683,1.3928556015792044,3.5647759149765212,1.2871329521118973,1.2372112535548652,1.177913490084825,1.3856995231847609,1.2304021515836283,0.9566205319680052,1.182937430414305,1.1423915934325803,0.9929942249128959,0.8351275167600679,0.996098020717348,1.1464358287072896,1.0503010318758168,1.0,1.0,1.0,1.0
329-U1368F-11R-1-W 81/86,11.892604748371411,1.6905966106368022,1.1209833584929259,4.1517349636161365,1.2043407913218378,1.1920681474127344,1.2639781144868447,1.4255550059284805,1.2095167031007914,0.9325565619788799,1.150499608814497,1.1211194544592997,0.9876619430163528,0.8423479777368229,0.9879768513067828,1.1184505238344828,1.0442745351614415,1.0,1.0,1.0,1.0
329-U1368F-11R-1-W 133/137,23.7438662592762,1.125073743880873,1.14742757618568,6.047848908632081,1.0676761913355173,1.0884566051540063,1.2387196852951694,1.2556225790364772,1.1131925603919328,0.802579917609663,1.0503597555942623,0.9967576027626408,0.9470590212473593,0.7408977873564134,0.9352008175733197,1.129714060632722,0.9975917605202536,1.0,1.0,1.0,1.0
329-U1368F-11R-2-W 20/23,7.807253670983539,1.390938234232101,0.8009253421190299,2.9259713403601797,1.2045553859853257,1.0988060866194178,1.726130118524127,1.2200728437023782,1.2226098487581425,0.9137866102028652,1.133318381870127,1.1163385267660377,0.9809533402088864,0.9564231838458582,0.9163353843336677,1.1066328985941223,1.0054782700048277,1.0,1.0,1.0,1.0
329-U1368F-11R-2-W 74/76,5.193143728222836,0.9093412247873892,0.8029469599934558,2.4789346766850224,1.2217292935552817,1.133141544936165,1.6430626054636885,1.2078957926657896,1.236367442528366,0.9358174875927923,1.1879751445379816,1.1824346358711948,0.9825443789343544,0.9034044414355464,1.0087033331704514,1.1008121797440422,1.0282907425639536,1.0,1.0,1.0,1.0
329-U1368F-11R-2-W 76/78,10.282789470047508,1.233132328318728,1.186989165817165,4.006983300945707,1.1535233297499599,1.1538023424813182,1.117268508174715,1.3511905673663196,1.1673465836601487,0.8705243308382774,1.0948026900180978,1.0820918967789768,0.965796779889126,0.8997525455871331,0.9973173853474805,1.1040953290796207,1.0345433167442488,1.0,1.0,1.0,1.0
329-U1368F-11R-2-W 110/116,2.726095797091991,0.637812903414037,0.8226564238919152,1.617295379776691,1.1916984146993348,1.127693897687063,2.11587814891009,1.1780319541318207,1.181363882312432,0.9322017208503897,1.077043862151026,1.068619679422401,0.9729622949321945,0.9741133020996124,0.9410597029353663,1.1360190309556288,1.0238907638102117,1.0,1.0,1.0,1.0
329-U1368F-12R-1-W 29/33,9.38849868142117,1.1614665834342273,1.0023646216633624,3.384894317304281,1.1564853557278443,1.1048555742509931,1.6403477458851146,1.1965224295037489,1.180672718304088,0.9187634456246803,1.090794307593098,1.0797250620504315,0.9856910997825422,0.917242162934373,0.9392629140825521,1.0942485108703965,1.0235758337875422,1.0,1.0,1.0,1.0
