,Ag,Al,As,Au,B,Ba,Be,Bi,Br,C,Ca,Cd,Ce,Co,Cr,Cs,Cu,Dy,Er,Eu,Fe,Ga,Gd,Hf,Hg,Ho,I,Ir,K,La,Li,Lu,Mg,Mn,Mo,N,Na,Nb,Nd,Ni,Os,P,Pb,Pd,Pr,Pt,Rb,Re,Rh,Ru,S,Sb,Sc,Se,Si,Sm,Sn,Sr,Ta,Tb,Te,Th,Ti,Tl,Tm,U,V,W,Y,Yb,Zn,Zr,IGSN,EXPEDITION ID,REFERENCES,LATITUDE,LONGITUDE,LOC PREC,MIN ELEVATION,MAX ELEVATION,TECTONIC SETTING,MIN AGE,AGE,MAX AGE,METHOD,ANALYZED MATERIAL,ROCK TYPE,ROCK NAME,MINERAL,SiO2,TiO2,Al2O3,Cr2O3,Fe2O3,Fe2O3T,FeO,FeOT,NiO,MnO,MgO,CaO,SrO,Na2O,K2O,P2O5,BaO,LOI,H2O,H2O_M,H2O_P,SO2,SO3,V2O3,V2O5,ZnO,CoO,La2O3,Ce2O3,O,FeS2,S_SLFI,SLFA,C_NON_CARB,CaCO3,CuO,Cu2O,Dy2O3,FeCO3,Gd2O3,HfO,HfO2,MgCO3,MnCO3,Nb2O3,Nb2O5,Nd2O3,Sc2O3,Sm2O3,Ta2O5,ThO,ThO2,UO2,WO3,Y2O3,ZrO2,S_PY,TOC,Ag.1,Al.1,As.1,Ca.1,Cd.1,Co.1,Cu.1,GER,INDIUM,Mg.1,Mn.1,Ni.1,OS_INI,Pa,S.1,Si.1,Zn.1,Zr2O3,Ti.1,As.2,As.3,GER.1,H2O_M.1,H2O_P.1,H2O_M.2,H2O_P.2,INDIUM.1,area,depth_start,depth_end,depth_mean,Depth,Unnamed: 0.1,Top Depth (m),Bottom Depth (m),Sample Pair,Sample Pair ID,TFe2O3,TOTAL,Ge,Coment,T Dep,B Dep,vesicles (%),Total Secondary mineral (%),Celadonite(%),Saponite (%),Fe-OX (%),Carbonate (%),Chalcedony (%),Zeolite (%),Quartz (%),CaO*,CIA*,CIA,SAMPLE_INFO,Depth_to_basement,Core_Site,Core_hole,DataBase
ODP0129-0801C-006R-003/042-045,,,,,,0.6624695950779796,,,,,,,5.509859154929577,,,21.518987341772153,,7.774762550881954,7.666666666666667,7.142857142857142,,,1.4580536912751678,8.058252427184467,,7.804878048780488,,,14.559149804076284,4.803493449781659,8.75,8.054054054054054,,,,,,2.120442300468995,7.06794682422452,,,6.221474935747011,5.070422535211268,,6.44927536231884,,20.62992125984252,,,,,,,,,7.5,,6.872037914691942,4.585365853658536,44.62962962962963,,3.009228170416022,5.255697211999564,,,22.428571428571427,,,4.65934065934066,7.586206896551725,,5.151785714285715,,ODP0129,"KELLEY, 2003",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,ICPAES; ICPMS; IGN,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,50.0,1.14,21.89,,6.01,,,,,0.148,2.39,14.07,,3.04,0.834,0.0712,,9.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.9,117.0,,,,,244.0,,,,,59.1,,,,,,,,,,,Northwest,42.0,45.0,43.5,543.71,,,,,,,,,,,,,,,,,,,,,14.069849518119822,41.0110748809297,41.0112851062074,No_database_info,81.71000000000004,801,801,No_database_info
ODP0129-0801C-007R-003/043-048,,,,,,0.888539132923165,,,,,,,2.202816901408451,,,6.468354430379746,,3.9348710990502034,3.8333333333333335,4.303571428571428,,,0.7281879194630873,5.6957928802588995,,3.957317073170732,,,7.873113383259475,1.5283842794759825,9.812499999999998,3.824324324324324,,,,,,1.2137578200505188,3.382570162481536,,,13.369180690579952,6.464788732394367,,2.927536231884058,,11.858267716535433,,,,,,,,,3.6936936936936933,,5.924170616113743,0.8463414634146341,22.22222222222222,,0.6539853038141482,7.0536988897888895,,,25.476190476190474,,,8.175824175824177,3.7119675456389456,,8.571428571428571,,ODP0129,"KELLEY, 2003",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,ICPAES; ICPMS; IGN,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,41.9,1.53,11.99,,13.73,,,,,0.236,5.5,21.75,,2.28,0.451,0.153,,11.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.1,58.6,,,,,65.7,,,,,78.7,,,,,,,,,,,Northwest,43.0,48.0,45.5,553.41,,,,,,,,,,,,,,,,,,,,,21.74967663303838,21.49716230218587,21.497388915420025,No_database_info,91.40999999999995,801,801,No_database_info
ODP0129-0801C-009R-004/001-004,,,,,,0.9443411074545714,,,,,,,5.047887323943662,,,0.43037974683544294,,7.6390773405698775,7.291666666666667,7.202380952380952,,,1.4345637583892619,8.4789644012945,,7.560975609756097,,,0.6930434618966769,3.784570596797671,4.39375,7.000000000000001,,,,,,2.554641302317752,6.676514032496306,,,11.708955637501399,2.6760563380281694,,5.9057971014492745,,0.07952755905511812,,,,,,,,,7.477477477477477,,5.8767772511848335,4.121951219512195,44.07407407407407,,1.0476872570760694,6.9153910684204805,,,2.4476190476190474,,,8.065934065934067,6.9168356997971605,,8.848214285714286,,ODP0129,"KELLEY, 2003",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,ICPAES; ICPMS; IGN,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,48.83,1.5,13.71,,12.04,,,,,0.204,6.41,13.56,,2.67,0.0397,0.134,,2.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7,64.8,,,,,62.7,,,,,83.9,,,,,,,,,,,Northwest,1.0,4.0,2.5,566.35,,,,,,,,,,,,,,,,,,,,,13.55971678971989,32.03261109111423,32.032996483759995,No_database_info,104.35000000000002,801,801,No_database_info
ODP0129-0801C-011R-002/145-148,,,,,,0.9257404492774359,,,,,,,6.028169014084507,,,21.898734177215186,,8.778833107191316,8.541666666666666,7.976190476190476,,,1.6610738255033557,10.485436893203884,,8.780487804878048,,,2.985149420260245,4.439592430858806,5.03125,8.297297297297298,,,,,,2.6154191261500053,7.902511078286557,,,14.41774388199799,5.95774647887324,,7.137681159420289,,8.53543307086614,,,,,,,,,8.76126126126126,,5.734597156398104,4.951219512195122,50.925925925925924,,1.2620350939941893,8.252366674981774,,,3.395238095238095,,,9.780219780219781,8.073022312373226,,9.910714285714286,,ODP0129,"KELLEY, 2003",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,ICPAES; ICPMS; IGN,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,47.71,1.79,14.29,,13.2,,,,,0.219,5.68,14.47,,2.44,0.171,0.165,,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.8,52.2,,,,,72.5,,,,,93.3,,,,,,,,,,,Northwest,145.0,148.0,146.5,580.75,,,,,,,,,,,,,,,,,,,,,14.469651270923745,31.898429021732596,31.898880506003184,No_database_info,118.75,801,801,No_database_info
ODP0129-0801C-012R-002/111-113,,,,,,1.1031621118901132,,,,,,,6.309859154929577,,,11.050632911392404,,8.181818181818182,8.041666666666666,7.3809523809523805,,,1.5436241610738257,9.514563106796116,,8.170731707317072,,,1.4210009521004914,5.036390101892285,4.25,8.162162162162163,,,,,,3.0516037733069608,7.754800590841949,,,16.514870264834062,5.422535211267606,,7.065217391304347,,1.8740157480314958,,,,,,,,,8.265765765765765,,7.345971563981042,5.317073170731707,47.31481481481482,,1.6519060988111092,8.160161460736166,,,9.428571428571429,,,10.351648351648352,7.809330628803246,,10.625,,ODP0129,"KELLEY, 2003",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,ICPAES; ICPMS; IGN,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,42.08,1.77,11.55,,13.84,,,,,0.426,6.4,21.11,,2.29,0.0814,0.189,,10.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.2,42.9,,,,,40.0,,,,,76.7,,,,,,,,,,,Northwest,111.0,113.0,112.0,589.91,,,,,,,,,,,,,,,,,,,,,21.10960054669447,21.47336733589804,21.473657291940487,No_database_info,127.90999999999995,801,801,No_database_info
ODP0185-0801C-014R-001/086-088,,,,,,2.23207898125626,,,,,,,8.056338028169014,,,3.1265822784810124,,10.746268656716419,10.375000000000002,9.88095238095238,,,2.030201342281879,12.944983818770227,,10.670731707317072,,,1.5938253922208212,6.3609898107714695,4.18125,10.121621621621623,,,,,,3.490907079069545,10.19202363367799,,,24.116953402614822,9.830985915492958,,9.239130434782608,,1.3968503937007875,,,,,,,,,10.878378378378379,,6.018957345971564,7.560975609756097,62.22222222222222,,1.6858552266622682,10.004265745648294,,,4.738095238095238,,,11.384615384615385,9.797160243407708,,12.321428571428573,,ODP0185,"KELLEY, 2003",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,ICPAES; ICPMS; IGN,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,47.93,2.17,13.85,,13.79,,,,,0.28,6.47,12.46,,2.67,0.0913,0.276,,1.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.5,56.8,,,,,47.6,,,,,105.0,,,,,,,,,,,Northwest,86.0,88.0,87.0,604.86,,,,,,,,,,,,,,,,,,,,,12.459416671363355,33.78381523693501,33.784689282560215,No_database_info,142.86,801,801,No_database_info
ODP0185-0801C-015R-002/117-120,,,,,,2.1891543854628703,,,,,,,7.267605633802818,,,11.329113924050631,,9.837177747625509,8.770833333333334,9.70238095238095,,,10.738255033557047,10.970873786407768,,9.268292682926829,,,9.16493243062356,5.705967976710334,8.6875,7.702702702702703,,,,,,3.4887390283380264,9.527326440177251,,,19.048897977427647,7.943661971830986,,8.659420289855072,,8.89763779527559,,,,,,,,,10.36036036036036,,7.677725118483412,8.146341463414634,10.74074074074074,,1.800759607157448,10.050368352771097,,,26.047619047619047,,,10.615384615384615,7.931034482758621,,12.589285714285715,,ODP0185,"KELLEY, 2003",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,ICPAES; ICPMS; IGN,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,49.89,2.18,17.21,,11.49,,,,,0.0941,4.42,10.08,,3.51,0.525,0.218,,5.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.3,71.4,,,,,61.5,,,,,110.0,,,,,,,,,,,Northwest,117.0,120.0,118.5,616.19,,,,,,,,,,,,,,,,,,,,,10.079539254917432,41.09366558693218,41.09448760288845,No_database_info,154.19000000000003,801,801,No_database_info
ODP0185-0801C-015R-007/096-099,,,,,,1.9745314064959223,,,,,,,7.71830985915493,,,3.683544303797468,,7.408412483039349,6.5625,8.571428571428571,,,8.439597315436242,12.912621359223301,,6.951219512195121,,,2.2344978116567917,6.375545851528384,6.5625,5.837837837837838,,,,,,4.963734779595122,9.15805022156573,,,19.922700636942675,8.23943661971831,,8.6231884057971,,1.921259842519685,,,,,,,,,9.121621621621621,,7.156398104265403,8.853658536585366,8.166666666666666,,2.1964603953810293,10.557497031121931,,,9.619047619047619,,,6.989010989010989,5.983772819472617,,15.000000000000002,,ODP0185,"KELLEY, 2003",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,ICPAES; ICPMS; IGN,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,43.95,2.29,17.19,,19.83,,,,,0.0617,5.84,6.4,,3.1,0.128,0.228,,5.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.8,76.1,,,,,100.0,,,,,226.0,,,,,,,,,,,Northwest,96.0,99.0,97.5,622.34,,,,,,,,,,,,,,,,,,,,,6.399518119821902,50.46269496231679,50.46399291001818,No_database_info,160.34000000000003,801,801,No_database_info
ODP0185-0801C-016R-002/027-031,,,,,,1.9745314064959223,,,,,,,7.211267605633804,,,89.74683544303797,,10.990502035278155,10.145833333333334,9.345238095238095,,,11.711409395973156,11.909385113268609,,10.792682926829269,,,42.24597425163622,6.317321688500727,8.5,9.594594594594595,,,,,,5.272763821032337,9.82274741506647,,,20.010080902894185,8.014084507042254,,8.840579710144926,,61.10236220472441,,,,,,,,,10.675675675675675,,6.966824644549763,6.146341463414634,11.574074074074074,,2.6695773270069902,9.312726638806247,,,36.38095238095238,,,14.307692307692307,9.208924949290061,,15.178571428571429,,ODP0185,"KELLEY, 2003",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,ICPAES; ICPMS; IGN,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,42.36,2.02,12.66,,19.57,,,,,0.212,5.63,13.67,,2.2,2.42,0.229,,14.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.6,30.9,,,,,70.5,,,,,67.0,,,,,,,,,,,Northwest,27.0,31.0,29.0,625.01,,,,,,,,,,,,,,,,,,,,,13.669516006312348,28.93493843240404,28.93552040402741,No_database_info,163.01,801,801,No_database_info
ODP0185-0801C-016R-002/082-086,,,,,,1.602518242953212,,,,,,,7.661971830985916,,,25.443037974683545,,9.972862957937584,9.3125,10.178571428571427,,,10.80536912751678,14.368932038834952,,9.634146341463415,,,12.795991374565848,5.997088791848617,6.374999999999999,8.662162162162163,,,,,,4.781189434327636,10.118168389955686,,,23.680052072857304,13.225352112676056,,9.166666666666666,,17.63779527559055,,,,,,,,,10.72072072072072,,8.104265402843602,8.268292682926829,10.74074074074074,,1.6657054355032717,13.047037815753306,,,20.38095238095238,,,12.087912087912088,8.66125760649087,,16.875,,ODP0185,"KELLEY, 2003",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,ICPAES; ICPMS; IGN,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,48.77,2.83,18.5,,8.98,,,,,0.15,2.76,13.41,,3.41,0.733,0.271,,9.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.2,28.1,,,,,39.0,,,,,57.5,,,,,,,,,,,Northwest,82.0,86.0,84.0,625.56,,,,,,,,,,,,,,,,,,,,,13.40942723891112,37.53664552005406,37.537438685579936,No_database_info,163.55999999999997,801,801,No_database_info
ODP0185-0801C-016R-005/062-065,,,,,,1.3077693518386035,,,,,,,5.002816901408451,,,3.4556962025316453,,5.807327001356852,5.791666666666666,5.3809523809523805,,,6.2416107382550345,7.702265372168284,,5.878048780487805,,,9.583900770309208,5.385735080058224,9.0,6.135135135135136,,,,,,4.630031385357891,6.255539143279173,,,16.252729466979552,5.112676056338029,,6.08695652173913,,7.244094488188976,,,,,,,,,6.126126126126127,,6.350710900473933,5.121951219512194,6.092592592592593,,2.6000402633752375,6.039441533087219,,,82.38095238095238,,,7.472527472527473,5.801217038539553,,9.732142857142858,,ODP0185,"KELLEY, 2003",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,ICPAES; ICPMS; IGN,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,46.89,1.31,6.56,,16.65,,,,,0.499,2.97,21.59,,1.91,0.549,0.186,,14.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.8,13.5,,,,,40.4,,,,,55.7,,,,,,,,,,,Northwest,62.0,65.0,63.5,629.51,,,,,,,,,,,,,,,,,,,,,21.58960688722313,13.238808758518076,13.23899972597249,No_database_info,167.51,801,801,No_database_info
ODP0185-0801C-018R-001/064-069,,,,,,1.3907569037058236,,,,,,,8.507042253521128,,,0.4430379746835443,,11.329715061058344,10.604166666666666,10.595238095238095,,,12.046979865771812,13.689320388349516,,10.914634146341463,,,1.211516782257667,6.43377001455604,5.20625,10.729729729729732,,,,,,4.475692640657349,11.004431314623337,,,20.5343624986032,5.67605633802817,,9.999999999999998,,0.5322834645669292,,,,,,,,,11.846846846846846,,5.924170616113743,7.658536585365853,12.222222222222223,,1.5765574946154175,11.202933530841177,,,6.380952380952381,,,12.549450549450551,10.365111561866126,,14.821428571428573,,ODP0185,"KELLEY, 2003",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,ICPAES; ICPMS; IGN,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,47.73,2.43,13.49,,15.45,,,,,0.243,6.38,10.71,,2.84,0.0694,0.235,,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.5,63.2,,,,,47.1,,,,,110.0,,,,,,,,,,,Northwest,64.0,69.0,66.5,642.84,,,,,,,,,,,,,,,,,,,,,10.709503325255032,35.77293957640853,35.77379626255363,No_database_info,180.84000000000003,801,801,No_database_info
ODP0185-0801C-021R-002/086-089,,,,,,1.334954929174417,,,,,,,8.0,,,19.493670886075947,,10.529172320217096,10.458333333333332,9.345238095238095,,,11.04026845637584,9.611650485436893,,10.609756097560975,,,4.399167566699309,6.870451237263463,7.125,10.621621621621623,,,,,,4.737343311571795,9.896602658788774,,,17.476053190300597,5.042253521126761,,9.130434782608695,,11.527559055118111,,,,,,,,,10.292792792792794,,6.4454976303317535,5.2195121951219505,11.203703703703704,,2.5676214116652893,8.114058853613363,,,43.61904761904762,,,12.351648351648352,10.081135902636916,,10.535714285714286,,ODP0185,"KELLEY, 2003",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,ICPAES; ICPMS; IGN,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,43.13,1.76,12.67,,13.27,,,,,0.25,6.07,19.04,,2.5,0.252,0.2,,8.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.2,48.3,,,,,65.4,,,,,87.5,,,,,,,,,,,Northwest,86.0,89.0,87.5,672.29,,,,,,,,,,,,,,,,,,,,,19.039577298089387,24.51909984342883,24.51946452604089,No_database_info,210.29,801,801,No_database_info
ODP0185-0801C-023R-003/080-084,,,,,,1.3149234511375016,,,,,,,8.28169014084507,,,0.30379746835443033,,10.610583446404343,9.9375,10.119047619047619,,,11.291946308724834,13.365695792880258,,10.426829268292682,,,1.2813448388719417,6.448326055312954,6.25,9.527027027027026,,,,,,4.456606246447803,10.487444608567207,,,19.66055983908817,5.464788732394367,,9.492753623188406,,0.3354330708661417,,,,,,,,,11.08108108108108,,6.0663507109004735,7.512195121951219,11.38888888888889,,1.9792778104068691,10.465291816876325,,,5.142857142857142,,,11.120879120879122,9.24949290060852,,15.178571428571429,,ODP0185,"KELLEY, 2003",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,ICPAES; ICPMS; IGN,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,48.29,2.27,14.13,,13.82,,,,,0.212,6.89,10.26,,3.02,0.0734,0.225,,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.0,57.3,,,,,46.8,,,,,117.0,,,,,,,,,,,Northwest,80.0,84.0,82.0,685.38,,,,,,,,,,,,,,,,,,,,,10.25952446035056,37.3490169316983,37.349870532480885,No_database_info,223.38,801,801,No_database_info
ODP0185-0801C-024R-001/046-049,,,,,,1.1646873658606383,,,,,,,7.154929577464789,,,7.329113924050632,,9.78290366350068,9.3125,9.107142857142856,,,10.40268456375839,12.588996763754047,,9.695121951219512,,,2.094841698428242,5.5749636098981075,6.4375,9.297297297297296,,,,,,3.8595785294002525,9.231905465288035,,,16.864391328640075,8.422535211267606,,8.405797101449274,,5.10236220472441,,,,,,,,,9.81981981981982,,5.781990521327014,7.1951219512195115,10.370370370370372,,2.018086817848223,9.266624031683442,,,19.0,,,10.813186813186814,8.823529411764705,,13.392857142857144,,ODP0185,"KELLEY, 2003",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,ICPAES; ICPMS; IGN,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,47.99,2.01,13.28,,15.1,,,,,0.214,7.17,10.3,,2.78,0.12,0.193,,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.0,45.4,,,,,53.2,,,,,99.9,,,,,,,,,,,Northwest,46.0,49.0,47.5,691.76,,,,,,,,,,,,,,,,,,,,,10.29959209265626,36.1747691126782,36.17549995841204,No_database_info,229.76,801,801,No_database_info
ODP0185-0801C-025R-001/010-013,,,,,,1.1060237516096725,,,,,,,7.323943661971831,,,0.36708860759493667,,10.420624151967436,10.041666666666668,9.642857142857142,,,10.973154362416109,12.297734627831714,,10.426829268292682,,,0.8431737836173676,5.604075691411936,5.00625,9.878378378378379,,,,,,3.493503234474863,9.527326440177251,,,16.165349201028047,7.704225352112677,,8.6231884057971,,0.2692913385826772,,,,,,,,,10.36036036036036,,5.6872037914691935,6.024390243902439,11.018518518518517,,1.7622123974701116,9.266624031683442,,,3.428571428571428,,,10.857142857142858,9.47261663286004,,12.232142857142858,,ODP0185,"KELLEY, 2003",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,ICPAES; ICPMS; IGN,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,48.56,2.01,13.74,,13.95,,,,,0.248,6.86,11.58,,2.68,0.0483,0.185,,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.8,57.5,,,,,61.3,,,,,110.0,,,,,,,,,,,Northwest,10.0,13.0,11.5,700.8,,,,,,,,,,,,,,,,,,,,,11.579609000732685,35.00114982134534,35.0017836963931,No_database_info,238.79999999999995,801,801,No_database_info
ODP0185-0801C-027R-003/066-069,,,,,,1.6454428387466018,,,,,,,6.47887323943662,,,8.215189873417721,,8.697421981004071,8.333333333333334,8.095238095238095,,,9.177852348993289,10.22653721682848,,8.658536585365853,,,1.7282444012033,5.211062590975255,5.1625,8.18918918918919,,,,,,3.10872201583103,8.12407680945347,,,15.291546541513018,7.281690140845071,,7.427536231884057,,3.4803149606299213,,,,,,,,,8.67117117117117,,6.018957345971564,5.902439024390244,9.212962962962964,,1.5877322595311836,8.114058853613363,,,19.38095238095238,,,9.868131868131869,7.870182555780933,,10.357142857142858,,ODP0185,"KELLEY, 2003",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,ICPAES; ICPMS; IGN,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,47.64,1.76,13.99,,13.0,,,,,0.222,5.99,14.67,,2.45,0.099,0.175,,3.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.7,57.3,,,,,64.6,,,,,92.2,,,,,,,,,,,Northwest,66.0,69.0,67.5,723.14,,,,,,,,,,,,,,,,,,,,,14.669630135828214,31.22725739652408,31.227726145909944,No_database_info,261.14,801,801,No_database_info
ODP0185-0801C-028R-001/110-114,,,,,,1.8028330233223637,,,,,,,6.687323943661972,,,30.506329113924046,,7.652645861601085,7.041666666666667,7.857142857142857,,,8.741610738255034,8.446601941747572,,7.378048780487805,,,9.671185841077053,5.429403202328966,19.25,6.905405405405406,,,,,,3.520672857607561,8.389955686853765,,,15.728447871270536,5.859154929577465,,7.789855072463767,,16.69291338582677,,,,,,,,,8.693693693693694,,5.829383886255924,5.341463414634146,8.36111111111111,,1.7741049689615507,7.145904104034496,,,6.238095238095238,,,9.45054945054945,6.612576064908722,,8.910714285714286,,ODP0185,"KELLEY, 2003",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,ICPAES; ICPMS; IGN,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,48.75,1.55,13.31,,13.53,,,,,0.168,8.35,11.62,,2.51,0.554,0.18,,5.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.4,70.5,,,,,63.6,,,,,88.1,,,,,,,,,,,Northwest,110.0,114.0,112.0,729.8,,,,,,,,,,,,,,,,,,,,,11.619619568280449,33.98331693450602,33.98391711216286,No_database_info,267.79999999999995,801,801,No_database_info
ODP0185-0801C-028R-002/036-038,,,,,,1.6883674345399915,,,,,,,7.042253521126761,,,2.5569620253164556,,9.145183175033921,8.75,8.63095238095238,,,9.64765100671141,10.679611650485436,,9.085365853658535,,,0.916493243062356,5.735080058224162,4.231249999999999,8.527027027027028,,,,,,3.771990174084219,8.78877400295421,,,15.466307073416024,6.154929577464789,,8.188405797101447,,0.6818897637795276,,,,,,,,,9.27927927927928,,5.8767772511848335,27.804878048780484,9.62962962962963,,1.858241422913541,8.390674496350183,,,4.699999999999999,,,10.10989010989011,8.296146044624747,,10.535714285714286,,ODP0185,"KELLEY, 2003",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,ICPAES; ICPMS,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,48.72,1.82,14.38,,13.4,,,,,0.243,7.15,12.45,,2.5,0.0525,0.177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.9,67.4,,,,,76.4,,,,,101.0,,,,,,,,,,,Northwest,36.0,38.0,37.0,730.4,,,,,,,,,,,,,,,,,,,,,12.449625908809107,34.91467459669616,34.91525120875752,No_database_info,268.4,801,801,No_database_info
ODP0185-0801C-028R-002/100-104,,,,,,2.761482329374732,,,,,,,5.357746478873239,,,14.683544303797468,,7.394843962008141,7.229166666666667,6.904761904761904,,,7.835570469798658,8.414239482200648,,7.317073170731707,,,10.317095364759092,4.366812227074235,10.6875,7.067567567567568,,,,,,3.3404043747354,6.883308714918759,,,11.971096435355907,5.23943661971831,,6.231884057971014,,8.188976377952756,,,,,,,,,7.31981981981982,,5.355450236966824,4.658536585365853,7.796296296296296,,1.9149810159451963,7.238109318280102,,,58.09523809523809,,,7.934065934065934,6.7951318458417855,,9.732142857142858,,ODP0185,"KELLEY, 2003",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,ICPAES; ICPMS; IGN,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,47.17,1.57,13.77,,11.79,,,,,0.182,7.72,13.78,,2.38,0.591,0.137,,5.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7,63.2,,,,,81.3,,,,,68.7,,,,,,,,,,,Northwest,100.0,104.0,102.0,731.04,,,,,,,,,,,,,,,,,,,,,13.77971044919123,31.742899775904338,31.743285015808127,No_database_info,269.04,801,801,No_database_info
