,Rb,Ba,U,K,La,Ce,Pb,Sr,Nd,Y,Yb,Lu,SiO2,MgO,Na2O,P2O5,CaO,Zr,Th,Ti,Nb
ODP0185-0801C-028R-002/036-038,0.6926124635432643,8.354160208357966,0.08370388369429985,811.6906682618021,3.720037429606488,12.367974708411785,0.4666598447935504,100.73863538906319,11.247661074170878,41.59718863736471,3.8981551073859366,0.5895771125816551,50.21756852185374,7.229777785880627,2.689092619587362,0.19423180608656487,10.709551425598995,118.0,0.157950520947651,10907.876845255238,2.689428994122048
ODP0185-0801C-028R-002/100-104,1.341573346143168,10.470496986735856,0.08451465142775423,1319.6394949158628,3.71466767721293,11.786411408830057,0.6576069907694846,125.75351073896947,10.533438810569141,35.096693878700755,3.386516000921826,0.5174327690066244,50.6530002707703,7.606099525359088,2.9909437936691243,0.15487042236083542,10.988075995278086,109.0,0.1627733863553417,9409.542113764133,2.38170831918634
ODP0185-0801C-029R-001/016-018,0.21304937167819069,8.423804986887944,0.06344432024782796,645.0600167243861,4.56473216512905,15.720750136806679,0.5311913855394899,91.33767551269833,15.257196910744254,52.93769506613797,4.844944689402168,0.7277086850261513,50.1611121433409,6.202916154235911,2.8325104234282286,0.2823226025323419,10.059275571250689,169.0,0.1528102629976083,14563.81359009353,3.310885623740566
ODP0185-0801C-030R-001/003-007,0.4515928282180356,8.57851346380029,0.06512562282737468,747.4861486612192,4.5622113957991575,15.104159803335337,0.49514230466298315,91.06470796884635,14.899640422678942,52.521176121646825,4.9886945160160945,0.742634469913216,50.1495013359859,6.34610241161303,2.8035515074733923,0.27235906324370585,10.173697667792403,162.0,0.1622330044232122,14563.81359009353,3.053947739082463
ODP0185-0801C-030R-001/111-114,0.39712334496163315,8.795790300191825,0.06421757906395507,724.3357230426255,4.52271577609636,14.715688677350451,0.532144572147469,92.7418742541326,14.35262882702696,51.04120563829911,4.832552101445811,0.7207217379869055,50.19286865146122,6.461096578142469,2.7513821736411472,0.2357980493361144,10.407078328876322,155.0,0.1597827711985905,13485.012583419935,3.1164217706903465
ODP0185-0801C-030R-005/039-042,1.223420332651968,8.58150453293375,0.07265406775037538,1255.7458279729717,3.4579830887561287,11.453872287846906,0.6151903840683434,116.38316581628733,10.683363567604482,37.56757224455559,3.600343962706543,0.5559665640205917,50.39750785415019,7.4439290095650135,2.85386858559729,0.1752858591239589,11.230547768169968,112.0,0.1467258469580407,9649.27567080271,2.328852724465056
ODP0185-0801C-031R-004/043-045,0.4029473771506041,8.749264969112895,0.06369258581870099,735.8096790299323,4.536783841117612,14.76229056191824,0.5315212332175415,92.58024221951517,14.36090454576366,51.41818499535258,4.8855101928974,0.717083365738571,50.18197891906064,6.469668310450838,2.755604601482516,0.22802002178970962,10.424632320674037,157.0,0.162704116323077,13485.012583419935,3.153294436338232
ODP0185-0801C-031R-007/007-010,1.0723314678540357,13.63540309239519,0.11063428883842244,1215.6068362599588,4.963952482091626,14.61230447459014,0.572944270307724,110.864543636389,13.294149253854696,47.47704165652821,4.789026518703042,0.7239577850746182,50.26989192847822,6.726586764138706,2.794245758849719,0.20470264953781267,10.82984900913067,143.0,0.2265842492565388,12286.344798227055,3.703246275522251
ODP0185-0801C-032R-001/121-127,1.541292881070733,7.989193485336367,0.07591054569734378,1341.332717659288,3.2453206933668177,10.834903837619413,0.6333763268403778,112.85474981366372,10.574657747469697,37.74315106073911,3.6956199845344373,0.5796935120201652,50.26808771705005,7.4403349682430795,2.7978554658442922,0.18586894537314536,11.17065161541922,113.0,0.1288337403446408,9529.408892283422,2.0526056017018446
ODP0185-0801C-034R-002/036-040,0.3415547092584809,9.036171105817242,0.07367192231629742,721.5445481824178,4.589489735801552,15.490964333442411,0.5729216000820289,94.52885592237507,14.743284927200854,52.38687778287415,4.771370565985445,0.7141446770724839,50.06713120232385,6.67562506009916,2.7540517041023524,0.22822622121640562,10.284373186786,160.0,0.1699044458713666,13185.345637121713,3.552976515980374
ODP0185-0801C-035R-003/100-104,0.8607600269626122,13.539343673043222,0.11685199534754569,924.1136692918467,5.256450445011882,16.370831175627725,0.4814126572162062,97.72173542248046,15.847613581455468,51.929147433990565,5.184195232431613,0.7932062880652375,50.3661044970028,6.789736214416973,2.8143409087166593,0.24088965299243395,10.496675712988543,155.0,0.2346811473580645,14204.213254535664,4.141356713464571
