,Ag,Al,As,Au,B,Ba,Be,Bi,Br,C,Ca,Cd,Ce,Co,Cr,Cs,Cu,Dy,Er,Eu,Fe,Ga,Gd,Hf,Hg,Ho,I,Ir,K,La,Li,Lu,Mg,Mn,Mo,N,Na,Nb,Nd,Ni,Os,P,Pb,Pd,Pr,Pt,Rb,Re,Rh,Ru,S,Sb,Sc,Se,Si,Sm,Sn,Sr,Ta,Tb,Te,Th,Ti,Tl,Tm,U,V,W,Y,Yb,Zn,Zr,IGSN,EXPEDITION ID,REFERENCES,LATITUDE,LONGITUDE,LOC PREC,MIN ELEVATION,MAX ELEVATION,TECTONIC SETTING,MIN AGE,AGE,MAX AGE,METHOD,ANALYZED MATERIAL,ROCK TYPE,ROCK NAME,MINERAL,SiO2,TiO2,Al2O3,Cr2O3,Fe2O3,Fe2O3T,FeO,FeOT,NiO,MnO,MgO,CaO,SrO,Na2O,K2O,P2O5,BaO,LOI,H2O,H2O_M,H2O_P,SO2,SO3,V2O3,V2O5,ZnO,CoO,La2O3,Ce2O3,O,FeS2,S_SLFI,SLFA,C_NON_CARB,CaCO3,CuO,Cu2O,Dy2O3,FeCO3,Gd2O3,HfO,HfO2,MgCO3,MnCO3,Nb2O3,Nb2O5,Nd2O3,Sc2O3,Sm2O3,Ta2O5,ThO,ThO2,UO2,WO3,Y2O3,ZrO2,S_PY,TOC,Ag.1,Al.1,As.1,Ca.1,Cd.1,Co.1,Cu.1,GER,INDIUM,Mg.1,Mn.1,Ni.1,OS_INI,Pa,S.1,Si.1,Zn.1,Zr2O3,Ti.1,As.2,As.3,GER.1,H2O_M.1,H2O_P.1,H2O_M.2,H2O_P.2,INDIUM.1,area,depth_start,depth_end,depth_mean,Depth,Unnamed: 0.1,Top Depth (m),Bottom Depth (m),Sample Pair,Sample Pair ID,TFe2O3,TOTAL,Ge,Coment,T Dep,B Dep,vesicles (%),Total Secondary mineral (%),Celadonite(%),Saponite (%),Fe-OX (%),Carbonate (%),Chalcedony (%),Zeolite (%),Quartz (%),CaO*,CIA*,CIA,SAMPLE_INFO,Depth_to_basement,Core_Site,Core_hole,DataBase
ODP0129-0801B-043R-004/005-010,,,,,,187.551867219917,,,,,,,97.05882352941177,,,1.702127659574468,,,,37.241379310344826,,,,53.93996247654784,,,,,26.185521230353025,117.72151898734177,,13.385826771653544,,,,,,151.1058701361882,51.39186295503212,,,4.0144786119522475,2.42914979757085,,,,25.431034482758623,,,,,,,,,43.92156862745098,,56.611570247933884,199.28571428571428,25.401069518716575,,82.31040758448385,41.481986274090794,,,100.0,,,18.471337579617835,13.705882352941176,,66.9250645994832,,ODP0129,"CASTILLO, 1992",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,IGN; INAA; TITR; VOL; XRF,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,47.2,3.08,16.83,,4.11,,4.59,,,0.2,3.58,6.15,,3.84,3.27,0.59,,6.82,,,2.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,33.0,,,,,41.0,,,234.0,,81.0,,,,,,,2.14,,2.14,,Northwest,5.0,10.0,7.5,496.53,,,,,,,,,,,,,,,,,,,,,6.148753029363693,44.4433818144886,44.44604287203871,No_database_info,34.52999999999997,801,801,No_database_info
ODP0129-0801B-044R-001/018-024,,,,,,156.01659751037343,,,,,,,110.34313725490196,,,2.6595744680851063,,24.606299212598426,18.308157099697883,40.86206896551724,,,34.79318734793188,58.16135084427768,,19.787985865724384,,,23.542945693344926,138.5654008438819,,15.748031496062994,,,,,,172.6834102700373,70.53533190578158,,,3.8783945912081026,3.643724696356275,,82.94736842105263,,21.98275862068966,,,,,,,,,45.88235294117647,,67.4931129476584,200.71428571428572,,,109.27281782220975,43.90625819919998,,,118.74999999999999,,,20.38216560509554,15.058823529411764,,68.21705426356588,,ODP0129,"CASTILLO, 1992",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,IGN; INAA; TITR; VOL; XRF,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,44.87,3.26,16.8,,3.76,,4.16,,,0.31,2.65,9.37,,4.01,2.94,0.57,,7.69,,,1.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,,,,,60.0,,,214.0,,79.0,,,,,,,1.57,,1.57,,Northwest,18.0,24.0,21.0,501.88,,,,,,,,,,,,,,,,,,,,,9.368795299554751,38.51842394647454,38.520358454674856,No_database_info,39.88,801,801,No_database_info
ODP0129-0801B-044R-001/107-113,,,,,,181.3278008298755,,,,,,,92.48366013071896,,,2.765957446808511,,,,35.51724137931034,,,,49.43714821763602,,,,,36.59566728523344,113.9240506329114,,10.62992125984252,,,,,,145.57846681137545,53.533190578158454,,,3.8783945912081026,0.4048582995951417,,,,27.155172413793107,,,,,,,,,40.3921568627451,,34.43526170798898,199.99999999999997,23.52941176470588,,91.27798077881744,43.90625819919998,,,68.75,,,17.197452229299362,11.88235294117647,,55.297157622739014,,ODP0129,"CASTILLO, 1992",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,IGN; INAA; TITR; VOL; XRF,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,48.13,3.26,17.72,,4.32,,3.22,,,0.18,3.05,4.35,,3.12,4.57,0.57,,6.96,,,3.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.0,35.0,,,,,107.0,,,347.0,,87.0,,,,,,,3.34,,3.34,,Northwest,107.0,113.0,110.0,502.77,,,,,,,,,,,,,,,,,,,,,4.348795299554753,49.62434524874271,49.62738945119021,No_database_info,40.76999999999998,801,801,No_database_info
ODP0129-0801B-044R-002/027-032,,,,,,220.33195020746888,,,,,,,108.61111111111111,,,3.9361702127659575,,24.173228346456693,18.066465256797585,39.82758620689655,,,33.868613138686136,54.409005628517825,,19.081272084805654,,,45.404252408593784,134.34599156118145,,15.748031496062994,,,,,,164.88747698701783,69.37901498929335,,,3.7423105704639594,3.2388663967611335,,80.84210526315789,,28.879310344827587,,,,,,,,,45.55555555555556,,42.837465564738295,199.99999999999997,,,106.11582862832117,44.04093997281717,,,287.5,,,19.745222929936304,14.823529411764705,,65.63307493540051,,ODP0129,"CASTILLO, 1992",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,IGN; INAA; TITR; VOL; XRF,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,51.42,3.27,17.7,,3.75,,3.27,,,0.13,3.03,3.56,,3.2,5.67,0.55,,4.38,,,2.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.0,,,,,93.0,,,264.0,,69.0,,,,,,,2.06,,2.06,,Northwest,27.0,32.0,29.5,503.42,,,,,,,,,,,,,,,,,,,,,3.5588375697458154,49.755268054747766,49.75822429372859,No_database_info,41.420000000000016,801,801,No_database_info
ODP0129-0801B-044R-003/028-033,,,,,,164.31535269709542,,,,,,,99.01960784313727,,,1.7553191489361704,,,,40.172413793103445,,,,55.15947467166979,,,,,18.498028759056726,121.94092827004219,,14.960629921259843,,,,,,152.23170800789825,70.66381156316916,,,3.8783945912081026,4.048582995951417,,,,19.82758620689655,,,,,,,,,46.33986928104575,,72.72727272727273,199.28571428571428,29.144385026737968,,90.49668861822845,42.55944046302821,,,121.25,,,21.019108280254777,15.294117647058822,,69.25064599483204,,ODP0129,"CASTILLO, 1992",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,IGN; INAA; TITR; VOL; XRF,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,47.65,3.16,17.22,,4.18,,5.04,,,0.14,4.21,7.24,,4.08,2.31,0.57,,3.65,,,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,36.0,,,,,59.0,,,285.0,,83.0,,,,,,,1.4,,1.4,,Northwest,28.0,33.0,30.5,504.91,,,,,,,,,,,,,,,,,,,,,7.238795299554754,43.489263059567534,43.49166895087493,No_database_info,42.910000000000025,801,801,No_database_info
ODP0129-0801C-001R-001/014-020,,,,,,130.70539419087137,,,,,,,96.76470588235294,,,1.6489361702127658,,20.393700787401574,15.105740181268882,34.310344827586206,,,,45.966228893058165,,15.90106007067138,,,12.572253312432494,122.23628691983123,,13.385826771653544,,,,,,154.48727059372553,60.87794432548179,,,3.4701425289756713,0.4048582995951417,,70.42105263157895,,15.086206896551726,,,,,,,,,39.6078431372549,,64.0495867768595,165.0,,,93.56678167763503,36.22939710302085,,,103.74999999999999,,,17.197452229299362,12.235294117647058,,57.10594315245478,,ODP0129,"CASTILLO, 1992",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,IGN; INAA; TITR; VOL; XRF,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,44.06,2.69,14.18,,4.49,,6.34,,,0.16,10.14,7.44,,2.58,1.57,0.51,,5.31,,,2.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0,,,,,247.0,,,381.0,,84.0,,,,,,,2.42,,2.42,,Northwest,14.0,20.0,17.0,493.84,,,,,,,,,,,,,,,,,,,,,7.438922110127939,42.13836219756452,42.1408164583884,No_database_info,31.83999999999997,801,801,No_database_info
ODP0129-0801C-001R-001/109-114,,,,,,177.1784232365145,,,,,,,93.95424836601308,,,1.6489361702127658,,,,35.34482758620689,,,,50.65666041275798,,,,,14.01365815080055,115.61181434599156,,11.811023622047244,,,,,,141.3579960404426,64.23982869379014,,,4.082520622324319,0.4048582995951417,,,,17.24137931034483,,,,,,,,,41.63398692810458,,50.0,187.14285714285714,24.06417112299465,,90.75680771642602,37.71089661280981,,,121.25,,,17.197452229299362,12.058823529411763,,62.53229974160207,,ODP0129,"CASTILLO, 1992",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,IGN; INAA; TITR; VOL; XRF,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,44.92,2.8,14.72,,3.62,,6.4,,,0.15,9.58,6.46,,3.45,1.75,0.6,,5.3,,,3.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0,40.0,,,,,197.0,,,263.0,,86.0,,,,,,,3.77,,3.77,,Northwest,109.0,114.0,111.5,494.79,,,,,,,,,,,,,,,,,,,,,6.458731894268162,43.24927358852442,43.25220364957529,No_database_info,32.79000000000002,801,801,No_database_info
ODP0129-0801C-001R-005/033-038,,,,,,393.3609958506224,,,,,,,98.52941176470588,,,1.5957446808510638,,,,39.655172413793096,,,,55.44090056285178,,,,,19.458965317968765,121.94092827004219,,14.173228346456693,,,,,,152.31973812277522,66.38115631691649,,,3.8783945912081026,2.0242914979757085,,,,20.258620689655174,,,,,,,,,45.88235294117647,,64.73829201101928,204.28571428571428,27.540106951871657,,90.84743273233174,42.290076915793854,,,132.5,,,20.38216560509554,14.764705882352938,,68.9922480620155,,ODP0129,"CASTILLO, 1992",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,IGN; INAA; TITR; VOL; XRF,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,46.13,3.14,16.57,,3.96,,5.79,,,0.16,5.08,6.59,,4.63,2.43,0.57,,4.36,,,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,36.0,,,,,57.0,,,312.0,,76.0,,,,,,,2.9,,2.9,,Northwest,33.0,38.0,35.5,498.88,,,,,,,,,,,,,,,,,,,,,6.588795299554754,42.70747720596632,42.70988839285808,No_database_info,36.88,801,801,No_database_info
ODP0129-0801C-002R-001/112-118,,,,,,164.31535269709542,,,,,,,105.58823529411765,,,2.3404255319148937,,24.448818897637796,18.066465256797585,39.99999999999999,,,33.57664233576643,53.470919324577864,,19.257950530035338,,,17.136701967264674,131.47679324894514,,16.53543307086614,,,,,,163.45896851517463,67.8372591006424,,,4.150562632696391,1.214574898785425,,78.84210526315789,,18.965517241379313,,,,,,,,,45.294117647058826,,65.70247933884298,175.7142857142857,,,109.26843789533174,41.34730450047361,,,101.25,,,19.745222929936304,15.176470588235293,,66.9250645994832,,ODP0129,"CASTILLO, 1992",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,IGN; INAA; TITR; VOL; XRF,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,45.53,3.07,16.31,,4.25,,5.32,,,0.16,4.68,7.14,,3.94,2.14,0.61,,6.92,,,1.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,40.0,,,,,42.0,,,307.0,,83.0,,,,,,,1.86,,1.86,,Northwest,112.0,118.0,115.0,504.12,,,,,,,,,,,,,,,,,,,,,7.138710759172631,42.819811709926,42.82244705979772,No_database_info,42.120000000000005,801,801,No_database_info
ODP0129-0801C-002R-003/114-119,,,,,,169.29460580912863,,,,,,,94.77124183006536,,,2.234042553191489,,,,38.103448275862064,,,,53.84615384615385,,,,,19.619121411120773,116.87763713080169,,12.598425196850394,,,,,,151.33961544310196,53.533190578158454,,,4.082520622324319,0.4048582995951417,,,,20.689655172413794,,,,,,,,,43.98692810457517,,68.59504132231405,188.57142857142858,24.86631016042781,,88.78499948229683,42.69412223664539,,,142.49999999999997,,,19.108280254777068,13.235294117647058,,65.89147286821705,,ODP0129,"CASTILLO, 1992",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,IGN; INAA; TITR; VOL; XRF,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,45.25,3.17,16.77,,3.73,,5.27,,,0.19,4.9,6.34,,3.98,2.45,0.6,,7.39,,,2.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.0,42.0,,,,,114.0,,,279.0,,78.0,,,,,,,2.13,,2.13,,Northwest,114.0,119.0,116.5,506.98,,,,,,,,,,,,,,,,,,,,,6.338731894268162,44.724025892141725,44.72677614640306,No_database_info,44.98000000000002,801,801,No_database_info
ODP0129-0801C-002R-004/071-076,,,,,,160.58091286307052,,,,,,,105.80065359477125,,,2.127659574468085,,24.251968503937007,18.12688821752266,39.48275862068965,,,33.47931873479319,53.470919324577864,,19.257950530035338,,,18.658184852208734,131.39240506329114,,16.141732283464567,,,,,,165.0787240799773,67.25910064239828,,,3.674268560091888,0.8097165991902834,,78.42105263157895,,19.82758620689655,,,,,,,,,44.77124183006536,,68.18181818181819,175.0,,,108.38721787527098,42.424758689411036,,,106.25,,,20.38216560509554,15.058823529411764,,66.40826873385012,,ODP0129,"CASTILLO, 1992",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,IGN; INAA; TITR; VOL; XRF,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,45.95,3.15,16.4,,3.66,,6.19,,,0.15,5.28,7.13,,3.86,2.33,0.54,,5.82,,,1.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,,,,,46.0,,,246.0,,87.0,,,,,,,1.36,,1.36,,Northwest,71.0,76.0,73.5,507.81,,,,,,,,,,,,,,,,,,,,,7.128858704841345,42.89184236783233,42.89417029322224,No_database_info,45.81,801,801,No_database_info
ODP0129-0801C-005R-001/103-105,,,,,,61.82572614107883,,,,,,,9.803921568627452,,,2.446808510638298,,,,16.03448275862069,,,,16.135084427767353,,,,,55.09369604429016,7.848101265822786,,9.84251968503937,,,,,,6.104827551803067,19.271948608137045,,,0.13608402074414397,0.4048582995951417,,,,25.431034482758623,,,,,,,,,15.62091503267974,,11.294765840220386,3.5714285714285716,15.240641711229944,,3.7252026654506483,16.56585815491288,,,58.74999999999999,,,15.92356687898089,10.470588235294118,,18.08785529715762,,ODP0129,"CASTILLO, 1992",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,IGN; INAA; TITR; VOL; XRF,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,52.13,1.23,18.78,,4.76,,0.61,,,0.07,1.86,5.02,,1.37,6.88,0.02,,6.74,,,3.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,20.0,,,,,46.0,,,125.0,,39.0,,,,,,,3.53,,3.53,,Northwest,103.0,105.0,104.0,532.23,,,,,,,,,,,,,,,,,,,,,5.019957729808938,49.93633706048125,49.936439110909866,No_database_info,70.23000000000002,801,801,No_database_info
ODP0129-0801C-005R-002/087-089,,,,,,5.809128630705394,,,,,,,8.823529411764707,,,1.0106382978723405,,,,15.517241379310345,,,,16.69793621013133,,,,,5.605463260320221,6.118143459915612,,10.62992125984252,,,,,,4.265378304766772,12.84796573875803,,,0.13608402074414397,0.4048582995951417,,,,7.758620689655173,,,,,,,,,14.705882352941178,,21.34986225895317,4.285714285714286,13.636363636363635,,1.9668743894849448,16.161812834061347,,,25.0,,,13.375796178343949,11.352941176470587,,17.05426356589147,,ODP0129,"CASTILLO, 1992",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,IGN; INAA; TITR; VOL; XRF,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,45.35,1.2,19.62,,3.85,,1.96,,,0.1,3.06,13.57,,2.93,0.7,0.02,,7.27,,,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,88.0,,,,,85.0,,,326.0,,48.0,,,,,,,1.7,,1.7,,Northwest,87.0,89.0,88.0,533.33,,,,,,,,,,,,,,,,,,,,,13.56995772980894,39.34171529846294,39.34177592802297,No_database_info,71.33000000000004,801,801,No_database_info
ODP0129-0801C-005R-003/038-043,,,,,,6.224066390041493,,,,,,,8.660130718954248,,,0.6382978723404255,,,,16.206896551724135,,,,15.666041275797372,,,,,0.48046827945601883,5.780590717299579,,12.598425196850394,,,,,,3.7546590186943685,12.84796573875803,,,0.4762940726045039,0.4048582995951417,,,,1.293103448275862,,,,,,,,,14.967320261437909,,19.6969696969697,5.0,16.310160427807485,,2.0344422573572376,15.488403965975456,,,23.75,,,15.286624203821656,12.411764705882351,,17.829457364341085,,ODP0129,"CASTILLO, 1992",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,IGN; INAA; TITR; VOL; XRF,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,45.91,1.15,19.39,,3.46,,3.6,,,0.13,4.79,13.14,,2.74,0.06,0.07,,5.06,,,1.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.0,86.0,,,,,89.0,,,493.0,,56.0,,,,,,,1.44,,1.44,,Northwest,38.0,43.0,40.5,534.15,,,,,,,,,,,,,,,,,,,,,13.139852054331286,40.51940435865862,40.51963212783411,No_database_info,72.14999999999998,801,801,No_database_info
ODP0129-0801C-005R-003/125-131,,,,,,6.639004149377593,,,,,,,17.058823529411764,,,1.4361702127659575,,30.0,28.6404833836858,21.551724137931032,,,27.88321167883212,12.476547842401501,,27.56183745583039,,,10.249989961728401,16.666666666666668,,31.889763779527563,,,,,,11.180181704274135,23.768736616702352,,,0.34021005186036,2.0242914979757085,,18.736842105263158,,13.793103448275863,,,,,,,,,22.61437908496732,,12.258953168044078,6.428571428571428,,,15.06568226144899,13.872222682569323,,,101.25,,,31.210191082802545,27.88235294117647,,17.31266149870801,,ODP0129,"CASTILLO, 1992",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,IGN; INAA; TITR; VOL; XRF,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,45.59,1.03,6.63,,6.62,,9.58,,,0.39,4.05,6.94,,1.28,1.28,0.05,,15.92,,,1.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.0,,,,,120.0,,,168.0,,181.0,,,,,,,1.49,,1.49,,Northwest,125.0,131.0,128.0,535.02,,,,,,,,,,,,,,,,,,,,,6.9398943245223474,29.156367980006674,29.156614341690386,No_database_info,73.01999999999998,801,801,No_database_info
ODP0129-0801C-006R-002/029-034,,,,,,3.3195020746887964,,,,,,,6.372549019607843,,,0.5851063829787234,,,,13.793103448275863,,,,13.320825515947467,,,,,0.4003902328800157,4.177215189873418,,13.779527559055119,,,,,,2.847334922567953,10.70663811563169,,,0.34021005186036,0.4048582995951417,,,,1.7241379310344829,,,,,,,,,12.875816993464053,,13.774104683195592,4.285714285714286,14.973262032085563,,1.6297213262119241,13.198813814483433,,,25.0,,,15.286624203821656,13.470588235294118,,14.21188630490956,,ODP0129,"CASTILLO, 1992",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,IGN; INAA; TITR; VOL; XRF,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,46.43,0.98,16.32,,2.54,,5.9,,,0.14,9.67,11.48,,2.16,0.05,0.05,,4.45,,,1.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.0,79.0,,,,,240.0,,,383.0,,53.0,,,,,,,1.51,,1.51,,Northwest,29.0,34.0,31.5,542.08,,,,,,,,,,,,,,,,,,,,,11.479894324522348,39.99957488182592,39.99976325055986,No_database_info,80.08000000000004,801,801,No_database_info
ODP0129-0801C-006R-002/119-124,,,,,,2.4896265560165975,,,,,,,8.54575163398693,,,0.26595744680851063,,15.984251968503935,15.287009063444106,15.0,,,16.399026763990268,14.071294559099437,,14.487632508833922,,,0.16015609315200627,6.371308016877637,,17.322834645669293,,,,,,3.9018868838868848,15.07494646680942,,,0.06804201037207198,0.4048582995951417,,13.263157894736842,,0.8620689655172414,,,,,,,,,12.549019607843137,,15.013774104683195,1.4285714285714286,,,2.499644666770517,13.468177361717789,,,2.5,,,16.560509554140125,14.352941176470587,,15.503875968992247,,ODP0129,"CASTILLO, 1992",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,IGN; INAA; TITR; VOL; XRF,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,46.4,1.0,17.22,,3.44,,4.85,,,0.16,7.69,12.84,,2.37,0.02,0.01,,3.91,,,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.0,,,,,283.0,,,505.0,,69.0,,,,,,,1.1,,1.1,,Northwest,119.0,124.0,121.5,542.98,,,,,,,,,,,,,,,,,,,,,12.839978864904468,38.70864892381295,38.70868236097628,No_database_info,80.98000000000002,801,801,No_database_info
ODP0129-0801C-006R-003/037-042,,,,,,2.904564315352697,,,,,,,8.480392156862745,,,0.37234042553191493,,11.377952755905513,10.996978851963746,12.068965517241377,,,11.97080291970803,11.069418386491556,,10.247349823321555,,,7.207024191840283,7.7215189873417724,,11.811023622047244,,,,,,6.8307003242592215,12.184154175588866,,,0.06804201037207198,0.4048582995951417,,11.052631578947368,,3.8793103448275863,,,,,,,,,10.065359477124183,,17.90633608815427,2.857142857142857,,,5.259266861111317,13.198813814483433,,,83.75,,,11.464968152866241,10.117647058823529,,12.403100775193797,,ODP0129,"CASTILLO, 1992",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,IGN; INAA; TITR; VOL; XRF,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,40.58,0.98,17.53,,2.87,,2.48,,,0.18,2.71,16.37,,2.63,0.9,0.01,,12.28,,,1.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.0,,,,,220.0,,,323.0,,52.0,,,,,,,1.86,,1.86,,Northwest,37.0,42.0,39.5,543.56,,,,,,,,,,,,,,,,,,,,,16.36997886490447,33.33038956788715,33.330413920488155,No_database_info,81.55999999999995,801,801,No_database_info
ODP0129-0801C-007R-001/053-058,,,,,,13.278008298755186,,,,,,,24.722222222222225,,,0.26595744680851063,,29.448818897637796,26.525679758308154,25.68965517241379,,,29.34306569343066,27.204502814258912,,26.148409893992934,,,0.6406243726080251,22.658227848101266,,29.133858267716537,,,,,,16.000620007125743,28.608137044967876,,,1.0886721659531517,2.0242914979757085,,24.842105263157894,,0.4310344827586207,,,,,,,,,27.712418300653596,,15.702479338842975,12.857142857142856,,,9.824241148523976,25.993582308115332,,,12.5,,,28.025477707006367,25.647058823529413,,30.74935400516796,,ODP0129,"CASTILLO, 1992",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,IGN; INAA; TITR; VOL; XRF,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,48.26,1.93,13.23,,3.5,,9.12,,,0.2,6.96,11.16,,2.68,0.08,0.16,,2.58,,,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.0,,,,,71.0,,,576.0,,98.0,,,,,,,0.59,,0.59,,Northwest,53.0,58.0,55.5,550.63,,,,,,,,,,,,,,,,,,,,,11.15966183847151,34.800660282049435,34.80122312638902,No_database_info,88.63,801,801,No_database_info
ODP0129-0801C-007R-001/099-105,,,,,,11.203319502074688,,,,,,,18.30065359477124,,,1.5957446808510638,,,,25.51724137931034,,,,31.519699812382736,,,,,0.48046827945601883,15.316455696202532,,24.409448818897637,,,,,,12.018405830875919,27.837259100642395,,,1.0206301555810797,2.0242914979757085,,,,0.4310344827586207,,,,,,,,,26.666666666666668,,16.2534435261708,13.571428571428571,27.540106951871657,,5.772969702333124,26.397627628966866,,,50.0,,,27.388535031847134,24.0,,31.007751937984494,,ODP0129,"CASTILLO, 1992",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,IGN; INAA; TITR; VOL; XRF,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,47.01,1.96,13.58,,3.35,,8.43,,,0.19,6.62,11.44,,2.73,0.06,0.15,,3.86,,,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.0,73.0,,,,,71.0,,,607.0,,101.0,,,,,,,0.85,,0.85,,Northwest,99.0,105.0,102.0,551.09,,,,,,,,,,,,,,,,,,,,,11.43968297356704,34.87754864348824,34.878064983757746,No_database_info,89.09000000000003,801,801,No_database_info
