,Rb,Ba,Th,U,Nb,K,Pb,Sr,Nd,Y,Yb,Lu,SiO2,MgO,Na2O,P2O5,CaO,Zr,Ti,La,Ce
ODP0129-0801C-009R-005/020-024,2.7935631090129465,2.3526952834501476,0.8333335935504201,4.135365649815276,2.334186833080961,0.3091735607938989,13.594493326843965,1.1871366262255318,0.7793626945869704,0.9973414017013329,0.948916836159214,0.9518722820333317,0.9772309106304055,1.0143977290800217,0.9910047142001202,0.3770238668681475,1.1382319577692508,1.0,1.0,1.0,1.0
ODP0129-0801C-010R-001/055-060,2.3613409707875315,1.4463338782652104,0.6617150668841895,0.5808040310243676,2.6318156261025485,0.4096899636139006,14.831682308445814,1.1026668605704015,1.0400821942847083,1.0307043758786523,1.0154438589942727,1.1211459780720254,0.9747333440263186,0.9988786183427576,0.949383471174938,0.41772157613295086,1.1462183282138814,1.0,1.0,1.0,1.0
ODP0129-0801C-010R-006/067-070,3.4886722255118645,1.050617114923506,0.699636913891413,1.3218701955127157,2.2417815608266496,0.46550642818205695,14.443945559465664,1.330141400570272,1.0191743310292847,0.9610631954349405,0.9730264965047973,1.0823710814816807,0.9624348327213816,1.0048836078804417,1.037301758642659,0.37951369540464025,1.1615646907901356,1.0,1.0,1.0,1.0
ODP0129-0801C-011R-002/121-126,1.5374750945392712,1.9386880456921836,1.0663709329166495,0.6350352184403809,2.5218801140500378,0.19960566060878054,14.766261226745167,1.3326842491739685,0.9386573406936306,0.847129177724483,0.8818674103464914,0.9637086595074347,0.9652698410482653,1.0664992911342777,1.0085398958452283,0.5573984111275011,1.1319938820936932,1.0,1.0,1.0,1.0
ODP0129-0801C-011R-003/121-126,4.502985718791968,3.3566635775131,0.8743749469424055,0.9225781879127974,2.7324020591803295,0.4668416424860094,9.601330046335462,1.1182854374046038,0.9910220987141343,1.0560226752491897,1.0029164599681206,1.138567044648865,0.9164461022325519,0.7359068006040025,0.9291975234930366,0.5393054897283892,1.165352771468576,1.0,1.0,1.0,1.0
ODP0129-0801C-011R-003/131-136,7.219653049952473,2.0137526152298233,0.4660613357321294,6.326207507935454,2.6552261299302446,0.5735354030177611,17.434313266858325,1.212990062455721,0.8746920167157374,0.9743675281712522,0.9741917934330603,0.9268381164995675,0.9419134854905366,0.9308467182349155,0.9596864492580426,0.860636654667783,1.1348426994774923,1.0,1.0,1.0,1.0
ODP0129-0801C-012R-003/032-037,1.6650778303935378,2.6827263393898724,1.0641473509607053,6.518108952267844,2.770243186006746,0.22418042004042607,10.426899273124917,1.190852688237747,1.3338428793654564,0.9187725421043946,0.9114346707791815,0.9221486420582292,0.9668802055667682,1.054700974125956,0.9968158691157616,0.7086629863874392,1.1161359033106402,1.0,1.0,1.0,1.0
ODP0129-0801C-012R-003/057-062,3.86489975643095,2.1229870781335802,0.6794555840888856,4.144965855653734,2.143478637069991,0.38271160853716574,11.690120236342064,1.1724543217455987,1.0411120226824795,0.9474502991271307,0.9757448349430994,0.9775020304289614,0.9723938496604039,1.079313448099546,1.0137431670366894,0.6250100943714924,1.0679361651270356,1.0,1.0,1.0,1.0
ODP0185-0801C-015R-007/031-034,2.6602963559809876,1.4438175496433534,1.6529349597412966,6.334448045692075,1.4587407925522267,2.0627665552065677,1.5139834225036923,1.3969227304510021,1.035981952073499,1.1348782071668588,0.8674555517783896,0.7802607668493726,1.0129750476892985,0.34465401231754067,1.2759713486718158,0.9250865168508929,1.513924243387305,1.0,1.0,1.0,1.0
ODP0185-0801C-034R-001/093-096,4.7796598953028,1.1920151146489752,1.637427918075172,10.4927167096542,1.416486474235463,0.8144506518202606,1.247532713622703,1.2150951273223887,0.9800306188164981,1.152623883630975,1.0407858085133666,1.0085855151260588,0.954209488755992,1.062926113722802,0.9988181957303879,0.9066032036800903,1.0294503769294894,1.0,1.0,1.0,1.0
ODP0185-0801C-040R-001/024-027,37.91733023922218,0.6923910443708308,0.75877635745719,16.75866698157982,1.0336129424208127,3.566597455831844,0.6366811959552189,1.1358287372986933,0.961733711931615,1.2202706885289922,1.0235984097499558,1.0405409060633672,0.8306791826860573,0.8489683787942623,0.76052549299828,1.0481479342227156,2.165596850677955,1.0,1.0,1.0,1.0
ODP0185-0801C-044R-003/023-026,6.833477186612175,1.5003498982443868,0.9629384202885949,13.549824572393522,1.188896900135749,1.046908066579864,0.6344779537883954,1.1845560289550479,0.9952838523349579,1.287605569919514,1.0393334233803915,1.0789240158949802,0.9409645560231636,0.9820865191324354,1.0972228048533414,1.1288458897609432,1.1717628692355226,1.0,1.0,1.0,1.0
ODP0129-0801B-037R-001/036-038,5.596781660888853,2.6518932396724684,0.9190616842608377,1.710997467704337,1.3832592293213184,4.665105424453695,1.4500877151820617,0.3027945814393933,0.9209150518387232,1.2484889086257374,1.2301267231875714,1.143253670881087,1.236722342678742,0.4133415293064627,0.8212105473577682,1.2902740062269629,0.12707458900069016,1.0,1.0,1.0,1.0
ODP0129-0801B-041R-001/026-030,2.486270690608257,1.9396094530659693,1.316528616693748,1.1970750355799533,1.4781269522115161,1.0740218146396716,1.7080156801218744,1.1055222093759123,0.9180457386297071,0.914113228090409,0.8970468819374482,0.9292211672930183,0.9898977574533061,0.8880181209614062,1.117741919902797,1.1738439411475676,1.009518609147209,1.0,1.0,1.0,1.0
ODP0129-0801B-041R-002/074-079,2.6244108185598436,1.7724067607708984,1.2862884953461906,1.1198699982723106,1.4703879726321845,1.4039466883785745,1.7345232426522448,1.0513256390516887,0.9295050782841184,1.0393738762501599,1.0655313659334584,1.120785747701523,1.0154044096772976,0.7656688118585414,1.160237251705953,1.2172668763729357,1.0042843479382315,1.0,1.0,1.0,1.0
ODP0129-0801B-043R-003/111-114,2.415171939020043,1.4719045254630394,0.8441856123711311,3.0629938726244594,0.9954829366593431,1.3941048529684459,1.1029170399101567,0.550520047317843,1.0377625313394134,1.642648828719128,1.3992818626418493,1.5843429355911458,1.0081824148362528,0.8895046839933635,0.9494178071257006,1.3132802594908177,1.0434124213110112,1.0,1.0,1.0,1.0
ODP0129-0801C-001R-005/033-035,2.6768682755248343,3.127054840100466,1.3280139049252926,1.239954835648231,1.4564037746381175,1.2094805593945546,2.075870003325346,0.7439155241129232,0.8928735395221863,0.9641349981626829,0.8986231782761709,0.9242476709340551,1.0031886958883347,0.9150264080884597,1.611913373319557,1.1932584836454254,0.7879508966387591,1.0,1.0,1.0,1.0
ODP0129-0801C-002R-005/024-028,1.5383691761222005,1.107243835151919,1.3950489951707554,1.149536033279406,1.4016643838772103,1.194458440155712,1.3255014705542703,0.9380524341412848,0.9203453054580447,1.1187510518254737,0.948477368919689,1.0008487868129066,0.9242066353452737,1.7208780285338072,1.212688036651809,1.1438119741829742,1.6233149759655612,1.0,1.0,1.0,1.0
ODP0129-0801C-005R-001/095-098,85.11614400264875,23.427319044213792,0.255535223869836,4.435042627507323,0.2776618119684218,66.92448728216333,0.9469701404783587,1.1134414745900714,1.0716568704451643,0.7649121440254869,0.5761086263924117,0.5727587796412487,1.16018617612268,0.2549703562655004,0.6577093836643931,0.9703947609130997,0.4289487166349608,1.0,1.0,1.0,1.0
