,Rb,Ba,Th,U,Nb,K,Pb,Sr,Nd,Y,Yb,Lu,SiO2,MgO,Na2O,P2O5,CaO,Zr,Ti,La,Ce
329-U1365E-4R-2-W 88/92,0.5238490188868764,8.330502831493325,0.11001818788217396,0.04033394791529109,1.7158074588384948,539.6509414522646,0.43810486528044834,102.86042650794153,9.212078545161907,31.999246587344093,3.107213112755608,0.4622522868107554,50.11753129505677,8.296429870910032,2.4098680682854132,0.1450661416421345,10.297665202608028,74.01,8210.874328571252,2.8828784452975054,9.829398329743489
329-U1365E-4R-2-W 137/142,0.32164001307328055,6.5206324431374885,0.0923015405627007,0.0368269582772221,1.6367998763522384,485.80817868015936,0.2932756026144013,97.61472240579478,8.852368430676528,31.5647840978935,3.1682491576725647,0.4678026612363891,50.06778995192013,8.248928557064124,2.536093018173711,0.16293074429690807,10.578267486750304,73.19,8091.0075500519615,2.695352711575357,9.1752297440585
329-U1365E-4R-3-W 10/13,0.31959207512553606,8.31755945937771,0.13184532958373277,0.05209810362936296,1.7999423635485239,632.956614105074,0.27023771136259717,97.45284075401376,9.111108871080587,31.871814353094617,3.2094333560754094,0.4657435246307707,50.14477942895956,8.138317208416405,2.476151962771856,0.16529037140521788,9.649497569305861,75.73,8510.54127486947,2.877158033259319,9.455746340598074
329-U1365E-5R-1-W 8/12,0.558876470660879,7.255736925103029,0.14431768607780757,0.08372977975169803,2.040497865335201,658.745550586789,0.38722575824728867,103.70873906705846,9.76634137522668,32.26332873118625,3.184293354847066,0.47402254365827534,50.09497412648816,7.999441625969179,2.5224400922518364,0.1589797848075621,9.727805792587867,79.56,8750.274831908047,3.1866069256948375,10.36021456273764
329-U1365E-5R-2-W 89/93,0.5677822441856111,6.482516528028445,0.11064706573606645,0.047465212447432854,1.7895153947731968,556.5404590446642,0.4908979181137423,105.58457055324529,9.547606831050068,32.21494039541084,3.1037904500444315,0.46567254364780425,50.033856813996145,8.257296577759943,2.4630039415816753,0.1957410243134095,9.900119920208803,76.41,8390.674496350182,2.9975078009801837,10.38804426294821
329-U1365E-5R-3-W 29/33,0.5245379031721122,7.843383465542979,0.1472843301002478,0.09016045040476428,2.118989468418333,740.7000735920298,0.5142111111663311,104.36186511024844,10.182924573734041,33.074648355090616,3.273561280269806,0.5010153410916209,50.29922509127506,7.616174545703147,2.7011530630769425,0.14334299772903153,10.053991974981763,85.69,9229.7419459852,3.360625686923623,10.8597945841785
329-U1365E-5R-4-W 53/57,0.2362735426276198,6.777719563604454,0.12389400633640049,0.04519235347991505,1.8722592167748102,534.7474483664513,0.2361945776150914,94.02511891772284,9.4383214736605,33.159962659665055,3.304415854735803,0.49282464413399574,50.54193598344872,7.9012918243690216,2.3036238773968845,0.1687102729634868,9.559472422740868,80.36,8870.141610427336,2.88750015046844,9.6520611793051
329-U1365E-5R-4-W 86/90,1.048783445198051,9.512899709657155,0.08344436944600563,0.05929927621152281,0.8584481676422493,1267.9710570552547,0.17072125650121633,103.17078182877592,6.083766361920285,23.76399945164273,2.6984480875678414,0.40516869576985315,50.12164229518944,7.6080801402198945,2.522278503097754,0.10056559031844887,10.76832956052118,48.91,6352.939261522281,1.832570289058428,6.064257641371228
329-U1365E-5R-4-W 144/149,0.7420752413311525,7.107093850623359,0.06623285380602766,0.043629579000940145,0.8945679326432752,1064.9047646709278,0.19467467312282039,103.22420626059106,5.996127470418795,21.90448086083095,2.5676366372999664,0.3798681401808815,49.94373881329465,8.02889203314333,2.3901443999849814,0.0914432286308384,10.934190634412293,47.00000000000001,6113.205704483704,1.761654500745157,6.001576603489967
329-U1365E-6R-1-W 8/12,0.4573243442596536,8.859538802786275,0.18010505529102294,0.08325472878180072,1.4304688370573522,647.0049933027016,0.41799839095589636,104.09680624632789,8.015420205088281,26.741184025747778,2.8124813021714092,0.41546816273334963,49.781261343603475,8.436285450049896,2.5376687587388997,0.10333916548108502,10.48539528665683,65.53,7431.740268195876,2.739014342014835,8.596889408316398
