,Rb,Ba,Th,U,Nb,K,La,Ce,Pb,Sr,Nd,Zr,Ti,Y,Yb,Lu,SiO2,MgO,Na2O,P2O5,CaO
329-U1365E-8R-2-W 117/119,8.971602299377583,4.057062413003983,-0.31379644198177786,0.9102183864145204,-0.25639085934006367,5.196919655127229,,,2.1312199085253893,1.8643176410716062,0.6646365672542185,,,-1.23321720139958,-0.5910518230645376,-0.15053204364277084,-4.987402151670864,-1.9817035339102809,0.10416999283594786,0.01281641888593961,2.9405827082187344
329-U1365E-8R-2-W 119/121,-1.905986526883722,-0.5302252062608379,-0.11934074880558321,0.6986659512986528,-0.007872031803930368,-5.195440749132333,,,4.887573335203971,2.4575385570487094,0.4630777161899515,,,-0.5477279248466034,-0.26342055505505524,-0.4582049321165842,-1.063438722744415,-0.9818740363622949,0.057078457747607114,-0.006186553680888898,1.6281940582068959
329-U1365E-8R-3-W 41/45,-2.050767920000864,-0.8230623341459639,-0.22252196610913688,-0.3257524390710844,-0.031483262909871024,-2.8723948309640503,,,0.8568831448674659,1.6781660280914483,0.49947342334010525,,,-0.6102932198065365,-0.264173819603315,-0.19329177542244524,-1.7107522312351975,-0.12902290252419313,0.0489307027860999,0.010106705041802493,1.134836401101916
329-U1365E-8R-4-W 8/10,20.549498145158,1.715749184960278,0.39973861444536296,0.8907827663194077,0.765271311681472,15.217469497882632,,,1.8562180483086514,-1.8426918063236757,1.2809463486499233,,,1.2989716953545685,2.5863179681516044,2.7472909840849002,-1.5644319061985854,-0.3540154154296662,-0.5444721779038453,-0.16130403429505807,-1.8832380652702607
329-U1365E-8R-4-W 84/88,6.281796113418624,-0.2813855791148687,-0.40251603374823075,-1.151654145745416,0.5696672166148926,1.7817814289169611,,,0.35037757334603903,-0.45345833321272977,1.3696657782684643,,,-0.01829734516972792,2.06924916547775,1.7459238985914096,1.3625096235225058,-0.9946249592957042,0.1466697036948279,-0.009331659259726066,1.0015981709465702
329-U1365E-9R-1-W 84/88,-0.41919036893962425,0.1512176806387402,0.07033869950791782,-0.0003338055376671534,0.3827020065781013,-1.324719719867291,,,-7.168931553446898,0.03507428853445749,0.9017495335129677,,,-0.3209602868676402,2.1034850500798417,2.2405080984939554,0.07074401450453394,-1.4194161479440472,-0.13421913920995854,-0.05767332961031932,2.0467252687077107
329-U1365E-9R-3-W 138/142,1.066732223195103,-0.5800533247022366,-0.17981613598237733,0.031089349194571625,0.6705760904323692,-2.2178959885491167,,,-2.928536053662196,-0.4854344296085662,1.175209806208855,,,-0.016808511167793583,1.909930608132174,1.7774961477474767,-0.17214964901229735,-1.1907723186085404,-0.11167728956717093,-0.01601265371685684,1.1921164824759067
329-U1365E-10R-1-W 46/50,-0.5354197743535993,-0.04950399647685111,0.11692162406692153,-0.7870557136056338,0.2844575740148909,5.146642247291956,,,14.181212699059659,0.6227539308075851,0.6669836673433451,,,-1.7658399990488345,0.34642097220414314,0.2704430388899617,-0.5028638221646489,-0.6636900534210515,-0.080252166700995,-0.004587176802570758,0.36677027990713285
329-U1365E-11R-1-W 75/78,16.265831049317107,-0.5634738813826201,-0.4830143004011329,0.07543208748326702,0.2978378713221561,4.1167892958318095,,,-1.89676710414399,-0.03963479369002787,1.0418911561676616,,,-0.2205495261404664,2.1773061585637628,1.7340692514562361,-0.978606534323859,-1.6924840028006827,-0.07307327732381896,-0.004501120086427696,1.0669526797030162
329-U1365E-11R-1-W 100/104,10.709618681628474,-0.5633444656820117,-0.466197666632437,1.3798823948123844,-0.007693939444480158,2.8000632698671764,,,-3.2038030043239694,-0.4061592932027107,0.9257456311379748,,,0.10817464849252012,2.020115572970754,1.533693647034295,-0.5065386632954159,-1.3746296460813516,-0.09759633568308601,-0.005376427580556092,1.8464872445142806
329-U1365E-11R-2-W 0/2,17.444511701138506,0.16702737474140927,0.41768040676277574,7.028033743564007,0.4821942670531274,8.098285737715837,,,-3.2707918252246326,-0.2119151345610799,1.2136099800268596,,,-0.355813176406814,2.2049982830789148,2.0674071179575435,0.2808423688684485,-1.6531172772187706,0.0008260396502941525,-0.10289565128941022,0.5575334073838221
329-U1365E-11R-2-W 2/4,31.988407204612134,0.17222031024605355,-1.1194789039153472,3.361738761842601,-0.4107001500979508,11.954117417017613,,,2.3402538762223424,0.31816857594509074,0.8220329821540346,,,-0.43353949629556165,1.884808055971173,1.6737412347619687,-3.738510867947255,-2.1697013368252174,-0.2687484253590977,0.01639898763335454,1.2134644475587102
329-U1365E-11R-2-W 89/93,30.386456625201493,-0.7563829650436473,-0.562602030139461,5.010004742530064,0.13172547001471502,11.530433530036834,,,-0.9694905833426155,0.046578878197224505,0.9418452370069339,,,-0.22564692395107677,2.384945079829123,2.055243774614426,-0.16412409397712935,-1.552872475064004,-0.16191174211628478,-0.010054794423866198,0.9191653935007906
329-U1365E-11R-3-W 77/81,0.9504387582182269,-1.5826034660817807,0.1896211950730664,4.1144829508649226,-0.7588729824491574,-0.9363474640766465,,,1.9351892061843774,-0.10690661067153595,1.3407751849818013,,,-2.1566555701544496,3.984238803181303,3.923338530353761,-1.0394249287195692,-0.9623799816735943,-0.06539835078845124,-0.0032228898304222653,1.9560837998968843
329-U1365E-12R-1-W 19/23,-0.36455260448477966,0.5268263733494929,0.17581529554769992,0.45040594082054897,0.379075365549403,-1.4692759479232036,,,-5.772732323645432,-0.08726188251665778,1.047266195059711,,,-0.5102928312534605,1.96013374671786,1.8244190080301141,0.3465372862953018,-1.1151645041780132,-0.06744874457602901,-0.07195419255762445,1.0923038197842043
329-U1365E-12R-1-W 71/76,13.404491450764565,-1.7124930270807244,0.1771683345501054,4.386937519866235,-0.2616155253497845,7.424636744694888,,,5.821736631689337,0.22104843602537727,0.8641258421852402,,,-3.606232955129859,3.405642592456301,3.5760622133221833,-1.3613773448589228,-1.5923106416708679,0.03701648595944862,0.0009437817054097075,0.3506563428360572
329-U1365E-12R-2-W 66/68,25.09561743517422,-0.6557824326292525,-1.0729860498978296,4.514296307092552,-0.24061722447141864,12.418854591044898,,,-4.937144306105603,-0.36010600673679516,1.523520942581527,,,0.6195002086345269,3.1721648037714347,2.6740042060009435,-1.8337638017902123,-2.527034328492613,0.05267095002033395,0.015494481682329059,0.44472357643017446
329-U1365E-12R-3-W 17/21,15.433780669120724,-0.3834105708449733,-0.21200853402688935,1.6065983540916862,0.7535292641440559,5.898284124190874,,,-1.6755563634538682,0.07744277809949018,1.326287704767358,,,-0.1997026038738703,2.3892376841178207,1.7421216306462366,0.41864732401148785,-1.1192128461909494,0.08410026692550066,-0.01171789962094455,0.6527884691599759
