,Rb,Ba,Th,U,Nb,K,Pb,Sr,Nd,Y,Yb,Lu,SiO2,MgO,Na2O,P2O5,CaO,Zr,Ti,La,Ce
ODP0129-0801B-043R-004/005-010,32.38047991949993,30.383223547194703,28.082374352353316,34.89915672151666,52.13470414235947,31.589108585650187,16.931326106402143,23.708811896116668,25.815126914628127,6.970650702999412,5.1474105141312645,4.952976180985411,47.93422113072625,6.7095256095668745,2.9223513051087773,0.5124923076289942,9.733165629247242,23.125,14.199602993823385,40.611353711790386,33.46478873239437
ODP0129-0801B-044R-001/018-024,32.88345789887085,41.325010370324186,37.281314315812736,49.339725874267366,59.57940943398202,43.735175423556676,29.440112113294955,26.834538638217197,26.861585829200838,6.7418719409967585,4.867803162782539,4.408806787596458,47.89827021757479,5.427665783820129,3.147418449222,0.5555386352100342,9.617712823249565,23.571428571428573,15.029449922033841,47.80203784570597,38.04507042253521
ODP0129-0801B-044R-001/107-113,25.007183676163113,35.45265565245418,31.141899324537714,33.263105963871254,50.227633710516635,30.32785723464074,21.164155232223756,24.99937340903711,23.350410490995465,5.680748841720136,3.9301752582291343,4.158519381579365,46.70512381583821,5.9874420940555115,2.8067769029795797,0.42186800328451834,11.036937587024797,19.107142857142858,15.029449922033841,39.30131004366812,31.887323943661976
ODP0129-0801B-044R-002/027-032,30.828241411513858,40.682460762595774,36.20422388495663,44.45799126658358,56.88964844152369,37.6415373614165,27.326897064246097,27.167164912387044,26.158570824741204,6.767551705320765,4.7189567088460365,4.481558293394956,47.209726815980275,5.909157286034915,2.9809477816723255,0.5505052383033596,10.050943886511169,22.67857142857143,15.075552529156647,46.34643377001455,37.44788732394366
ODP0129-0801B-044R-003/028-033,33.1726284979758,31.459075386642088,30.875340822689708,34.75411863594013,52.52314189332815,32.75479043767067,18.314198970420986,24.60548412710039,26.101205139603113,6.801626867611155,5.097727020631385,4.938615777221051,47.83393344232556,6.490272250208079,2.9053603378894364,0.5441835630868914,9.774077057813624,23.92857142857143,14.56842385080581,42.0669577874818,34.140845070422536
ODP0129-0801C-001R-001/014-020,33.400858823997574,38.930085304013225,31.922784337075473,41.81654657356453,53.30135843766686,37.49479193832166,32.20866301707614,24.7666245575705,23.683154275449134,5.520074719472192,4.167667630228878,3.717312514046175,47.400423863112124,6.4319926642011795,2.9442834354414145,0.4481743626610709,10.271449313982755,19.732142857142858,12.40160131603406,42.1688500727802,33.36338028169014
ODP0129-0801C-001R-001/109-114,31.768308378742265,33.02140050836863,30.964087338545347,37.47987507141541,48.77148250483714,34.32849194448818,18.324929156610573,23.910846319829353,24.737824166974775,6.118478421252292,4.704726308039237,4.4998619677981955,48.00931564986518,7.121764914713797,2.8914925804002154,0.44043173543751496,10.015146761871744,21.607142857142858,12.908729994384895,39.88355167394468,32.3943661971831
ODP0129-0801C-001R-005/033-038,32.794547059189846,31.913816713278457,30.995006461619063,34.80165121701756,52.55351413492665,32.89907414999739,19.432373598482965,24.14738443697182,26.061231015335068,6.846207009386624,5.2019975796948055,4.958848708552278,48.068220113522784,6.388034014807941,2.9397119937010188,0.5466285383304075,9.725679969331102,23.839285714285715,14.476218636560205,42.0669577874818,33.971830985915496
ODP0129-0801C-002R-001/112-118,33.11018044559957,37.835096526042335,37.27981998781907,44.359914612600186,56.396782965964874,39.030307587930444,25.985935279971724,26.61310350447947,26.201023462362485,6.916958272492653,4.349177537738958,4.271861696361242,47.96995549098635,5.8844232908585825,3.006246514260583,0.5567647707941381,9.857924256902521,23.125,14.153500386700582,45.356622998544395,36.40563380281691
ODP0129-0801C-002R-003/114-119,30.93548268053913,28.89068542380874,30.29135276454833,32.91210111919217,52.21535119074766,33.409828430395926,18.023406476769257,23.196441303644274,25.73243300206647,6.8523851101662725,5.31407800989832,4.976691248838035,47.909611620590006,6.533951453586842,2.9781383421432444,0.5366572032922423,9.804921850246819,22.767857142857146,14.614526457928616,40.32023289665211,32.67605633802817
ODP0129-0801C-002R-004/071-076,32.04562207711146,38.66589129742777,36.97916845156304,44.195971132404274,56.955632712025825,39.34786288451403,25.791288873216562,26.577111393079118,26.084421543317017,6.929761983036053,4.553387787924735,4.409731132084603,47.77590997027132,5.648115056346904,2.9947327596732918,0.5528550022333676,10.021973530593138,22.946428571428573,14.522321243683008,45.327510917030565,36.47887323943662
