SAMPLE ID,Ag,Al,As,Au,B,Ba,Be,Bi,Br,C,Ca,Cd,Ce,Co,Cr,Cs,Cu,Dy,Er,Eu,Fe,Ga,Gd,Hf,Hg,Ho,I,Ir,K,La,Li,Lu,Mg,Mn,Mo,N,Na,Nb,Nd,Ni,Os,P,Pb,Pd,Pr,Pt,Rb,Re,Rh,Ru,S,Sb,Sc,Se,Si,Sm,Sn,Sr,Ta,Tb,Te,Th,Ti,Tl,Tm,U,V,W,Y,Yb,Zn,Zr,IGSN,EXPEDITION ID,REFERENCES,LATITUDE,LONGITUDE,LOC PREC,MIN ELEVATION,MAX ELEVATION,TECTONIC SETTING,MIN AGE,AGE,MAX AGE,METHOD,ANALYZED MATERIAL,ROCK TYPE,ROCK NAME,MINERAL,SiO2,TiO2,Al2O3,Cr2O3,Fe2O3,Fe2O3T,FeO,FeOT,NiO,MnO,MgO,CaO,SrO,Na2O,K2O,P2O5,BaO,LOI,H2O,H2O_M,H2O_P,SO2,SO3,V2O3,V2O5,ZnO,CoO,La2O3,Ce2O3,O,FeS2,S_SLFI,SLFA,C_NON_CARB,CaCO3,CuO,Cu2O,Dy2O3,FeCO3,Gd2O3,HfO,HfO2,MgCO3,MnCO3,Nb2O3,Nb2O5,Nd2O3,Sc2O3,Sm2O3,Ta2O5,ThO,ThO2,UO2,WO3,Y2O3,ZrO2,S_PY,TOC,Ag.1,Al.1,As.1,Ca.1,Cd.1,Co.1,Cu.1,GER,INDIUM,Mg.1,Mn.1,Ni.1,OS_INI,Pa,S.1,Si.1,Zn.1,Zr2O3,Ti.1,As.2,As.3,GER.1,H2O_M.1,H2O_P.1,H2O_M.2,H2O_P.2,INDIUM.1,area,depth_start,depth_end,depth_mean,Depth,DataBase,SAMPLE_INFO
ODP0185-0801C-016R-002/082-086,,,,,,1.602518242953212,,,,,,,7.661971830985916,,,25.443037974683545,,9.972862957937584,9.3125,10.178571428571427,,,10.80536912751678,14.368932038834952,,9.634146341463415,,,24.339777783911522,5.997088791848617,6.374999999999999,8.662162162162163,,,,,,6.451612903225806,10.118168389955686,,,12.449210681547358,13.225352112676056,,9.166666666666666,,17.63779527559055,,,,,,,,,10.72072072072072,,8.104265402843602,8.268292682926829,10.74074074074074,,2.952941176470588,13.047037815753306,,,20.38095238095238,,,12.087912087912088,8.66125760649087,,16.875,,ODP0185,"KELLEY, 2003",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,ICPAES; ICPMS; IGN,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,48.77,2.83,18.5,,8.98,,,,,0.15,2.76,13.41,,3.41,0.733,0.271,,9.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.2,28.1,,,,,39.0,,,,,57.5,,,,,,,,,,,pacific_plate_west_ref,82.0,86.0,84.0,625.56,Northwest_Pacific,Seafloor altered basalt
ODP0185-0801C-016R-005/062-065,,,,,,1.3077693518386035,,,,,,,5.002816901408451,,,3.4556962025316453,,5.807327001356852,5.791666666666666,5.3809523809523805,,,6.2416107382550345,7.702265372168284,,5.878048780487805,,,18.22992906325706,5.385735080058224,9.0,6.135135135135136,,,,,,4.081346423562413,6.255539143279173,,,8.544476703940253,5.112676056338029,,6.08695652173913,,7.244094488188976,,,,,,,,,6.126126126126127,,6.350710900473933,5.121951219512194,6.092592592592593,,1.9764705882352942,6.039441533087219,,,82.38095238095238,,,7.472527472527473,5.801217038539553,,9.732142857142858,,ODP0185,"KELLEY, 2003",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,ICPAES; ICPMS; IGN,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,46.89,1.31,6.56,,16.65,,,,,0.499,2.97,21.59,,1.91,0.549,0.186,,14.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.8,13.5,,,,,40.4,,,,,55.7,,,,,,,,,,,pacific_plate_west_ref,62.0,65.0,63.5,629.51,Northwest_Pacific,Seafloor altered basalt
ODP0185-0801C-018R-001/064-069,,,,,,1.3907569037058236,,,,,,,8.507042253521128,,,0.4430379746835443,,11.329715061058344,10.604166666666666,10.595238095238095,,,12.046979865771812,13.689320388349516,,10.914634146341463,,,2.3044755500729326,6.43377001455604,5.20625,10.729729729729732,,,,,,6.185133239831697,11.004431314623337,,,10.795440996913761,5.67605633802817,,9.999999999999998,,0.5322834645669292,,,,,,,,,11.846846846846846,,5.924170616113743,7.658536585365853,12.222222222222223,,2.2823529411764705,11.202933530841177,,,6.380952380952381,,,12.549450549450551,10.365111561866126,,14.821428571428573,,ODP0185,"KELLEY, 2003",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,ICPAES; ICPMS; IGN,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,47.73,2.43,13.49,,15.45,,,,,0.243,6.38,10.71,,2.84,0.0694,0.235,,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.5,63.2,,,,,47.1,,,,,110.0,,,,,,,,,,,pacific_plate_west_ref,64.0,69.0,66.5,642.84,Northwest_Pacific,Seafloor altered basalt
ODP0185-0801C-021R-002/086-089,,,,,,1.334954929174417,,,,,,,8.0,,,19.493670886075947,,10.529172320217096,10.458333333333332,9.345238095238095,,,11.04026845637584,9.611650485436893,,10.609756097560975,,,8.36783629133111,6.870451237263463,7.125,10.621621621621623,,,,,,4.3758765778401125,9.896602658788774,,,9.187609359075541,5.042253521126761,,9.130434782608695,,11.527559055118111,,,,,,,,,10.292792792792794,,6.4454976303317535,5.2195121951219505,11.203703703703704,,1.9058823529411764,8.114058853613363,,,43.61904761904762,,,12.351648351648352,10.081135902636916,,10.535714285714286,,ODP0185,"KELLEY, 2003",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,ICPAES; ICPMS; IGN,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,43.13,1.76,12.67,,13.27,,,,,0.25,6.07,19.04,,2.5,0.252,0.2,,8.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.2,48.3,,,,,65.4,,,,,87.5,,,,,,,,,,,pacific_plate_west_ref,86.0,89.0,87.5,672.29,Northwest_Pacific,Seafloor altered basalt
ODP0185-0801C-023R-003/080-084,,,,,,1.3149234511375016,,,,,,,8.28169014084507,,,0.30379746835443033,,10.610583446404343,9.9375,10.119047619047619,,,11.291946308724834,13.365695792880258,,10.426829268292682,,,2.4372983483480297,6.448326055312954,6.25,9.527027027027026,,,,,,6.213183730715287,10.487444608567207,,,10.336060528959983,5.464788732394367,,9.492753623188406,,0.3354330708661417,,,,,,,,,11.08108108108108,,6.0663507109004735,7.512195121951219,11.38888888888889,,2.88235294117647,10.465291816876325,,,5.142857142857142,,,11.120879120879122,9.24949290060852,,15.178571428571429,,ODP0185,"KELLEY, 2003",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,ICPAES; ICPMS; IGN,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,48.29,2.27,14.13,,13.82,,,,,0.212,6.89,10.26,,3.02,0.0734,0.225,,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.0,57.3,,,,,46.8,,,,,117.0,,,,,,,,,,,pacific_plate_west_ref,80.0,84.0,82.0,685.38,Northwest_Pacific,Seafloor altered basalt
ODP0185-0801C-024R-001/046-049,,,,,,1.1646873658606383,,,,,,,7.154929577464789,,,7.329113924050632,,9.78290366350068,9.3125,9.107142857142856,,,10.40268456375839,12.588996763754047,,9.695121951219512,,,3.9846839482529095,5.5749636098981075,6.4375,9.297297297297296,,,,,,5.722300140252455,9.231905465288035,,,8.866043031507898,8.422535211267606,,8.405797101449274,,5.10236220472441,,,,,,,,,9.81981981981982,,5.781990521327014,7.1951219512195115,10.370370370370372,,2.952941176470588,9.266624031683442,,,19.0,,,10.813186813186814,8.823529411764705,,13.392857142857144,,ODP0185,"KELLEY, 2003",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,ICPAES; ICPMS; IGN,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,47.99,2.01,13.28,,15.1,,,,,0.214,7.17,10.3,,2.78,0.12,0.193,,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.0,45.4,,,,,53.2,,,,,99.9,,,,,,,,,,,pacific_plate_west_ref,46.0,49.0,47.5,691.76,Northwest_Pacific,Seafloor altered basalt
ODP0185-0801C-025R-001/010-013,,,,,,1.1060237516096725,,,,,,,7.323943661971831,,,0.36708860759493667,,10.420624151967436,10.041666666666668,9.642857142857142,,,10.973154362416109,12.297734627831714,,10.426829268292682,,,1.6038352891717962,5.604075691411936,5.00625,9.878378378378379,,,,,,4.53015427769986,9.527326440177251,,,8.498538657144875,7.704225352112677,,8.6231884057971,,0.2692913385826772,,,,,,,,,10.36036036036036,,5.6872037914691935,6.024390243902439,11.018518518518517,,2.188235294117647,9.266624031683442,,,3.428571428571428,,,10.857142857142858,9.47261663286004,,12.232142857142858,,ODP0185,"KELLEY, 2003",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,ICPAES; ICPMS; IGN,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,48.56,2.01,13.74,,13.95,,,,,0.248,6.86,11.58,,2.68,0.0483,0.185,,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.8,57.5,,,,,61.3,,,,,110.0,,,,,,,,,,,pacific_plate_west_ref,10.0,13.0,11.5,700.8,Northwest_Pacific,Seafloor altered basalt
ODP0185-0801C-027R-003/066-069,,,,,,1.6454428387466018,,,,,,,6.47887323943662,,,8.215189873417721,,8.697421981004071,8.333333333333334,8.095238095238095,,,9.177852348993289,10.22653721682848,,8.658536585365853,,,3.2873642573086506,5.211062590975255,5.1625,8.18918918918919,,,,,,4.642356241234222,8.12407680945347,,,8.039158189191099,7.281690140845071,,7.427536231884057,,3.4803149606299213,,,,,,,,,8.67117117117117,,6.018957345971564,5.902439024390244,9.212962962962964,,2.2941176470588234,8.114058853613363,,,19.38095238095238,,,9.868131868131869,7.870182555780933,,10.357142857142858,,ODP0185,"KELLEY, 2003",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,ICPAES; ICPMS; IGN,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,47.64,1.76,13.99,,13.0,,,,,0.222,5.99,14.67,,2.45,0.099,0.175,,3.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.7,57.3,,,,,64.6,,,,,92.2,,,,,,,,,,,pacific_plate_west_ref,66.0,69.0,67.5,723.14,Northwest_Pacific,Seafloor altered basalt
ODP0185-0801C-028R-001/110-114,,,,,,1.8028330233223637,,,,,,,6.687323943661972,,,30.506329113924046,,7.652645861601085,7.041666666666667,7.857142857142857,,,8.741610738255034,8.446601941747572,,7.378048780487805,,,18.395957561100936,5.429403202328966,19.25,6.905405405405406,,,,,,3.9971949509116413,8.389955686853765,,,8.268848423167988,5.859154929577465,,7.789855072463767,,16.69291338582677,,,,,,,,,8.693693693693694,,5.829383886255924,5.341463414634146,8.36111111111111,,1.9176470588235293,7.145904104034496,,,6.238095238095238,,,9.45054945054945,6.612576064908722,,8.910714285714286,,ODP0185,"KELLEY, 2003",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,ICPAES; ICPMS; IGN,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,48.75,1.55,13.31,,13.53,,,,,0.168,8.35,11.62,,2.51,0.554,0.18,,5.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.4,70.5,,,,,63.6,,,,,88.1,,,,,,,,,,,pacific_plate_west_ref,110.0,114.0,112.0,729.8,Northwest_Pacific,Seafloor altered basalt
ODP0185-0801C-028R-002/036-038,,,,,,1.6883674345399915,,,,,,,7.042253521126761,,,2.5569620253164556,,9.145183175033921,8.75,8.63095238095238,,,9.64765100671141,10.679611650485436,,9.085365853658535,,,1.7432992273606478,5.735080058224162,4.231249999999999,8.527027027027028,,,,,,5.399719495091165,8.78877400295421,,,8.131034282781854,6.154929577464789,,8.188405797101447,,0.6818897637795276,,,,,,,,,9.27927927927928,,5.8767772511848335,27.804878048780484,9.62962962962963,,2.494117647058823,8.390674496350183,,,4.699999999999999,,,10.10989010989011,8.296146044624747,,10.535714285714286,,ODP0185,"KELLEY, 2003",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,ICPAES; ICPMS,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,48.72,1.82,14.38,,13.4,,,,,0.243,7.15,12.45,,2.5,0.0525,0.177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.9,67.4,,,,,76.4,,,,,101.0,,,,,,,,,,,pacific_plate_west_ref,36.0,38.0,37.0,730.4,Northwest_Pacific,Seafloor altered basalt
ODP0185-0801C-028R-002/100-104,,,,,,2.761482329374732,,,,,,,5.357746478873239,,,14.683544303797468,,7.394843962008141,7.229166666666667,6.904761904761904,,,7.835570469798658,8.414239482200648,,7.317073170731707,,,19.624568445145577,4.366812227074235,10.6875,7.067567567567568,,,,,,3.94109396914446,6.883308714918759,,,6.293512410966746,5.23943661971831,,6.231884057971014,,8.188976377952756,,,,,,,,,7.31981981981982,,5.355450236966824,4.658536585365853,7.796296296296296,,1.4470588235294117,7.238109318280102,,,58.09523809523809,,,7.934065934065934,6.7951318458417855,,9.732142857142858,,ODP0185,"KELLEY, 2003",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,ICPAES; ICPMS; IGN,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,47.17,1.57,13.77,,11.79,,,,,0.182,7.72,13.78,,2.38,0.591,0.137,,5.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7,63.2,,,,,81.3,,,,,68.7,,,,,,,,,,,pacific_plate_west_ref,100.0,104.0,102.0,731.04,Northwest_Pacific,Seafloor altered basalt
ODP0185-0801C-029R-001/016-018,,,,,,0.9658034053512663,,,,,,,9.183098591549296,,,,,12.618724559023068,12.083333333333334,11.369047619047619,,,13.389261744966444,15.016181229773462,,12.560975609756097,,,3.5862155534276186,7.045123726346433,7.4375,11.891891891891893,,,,,,5.988779803646564,12.038404726735598,,,11.208883418072162,5.661971830985916,,10.833333333333334,,0.5590551181102362,,,,,,,,,12.882882882882882,,5.545023696682464,16.926829268292682,13.333333333333332,,2.6705882352941175,11.202933530841177,,,32.0,,,13.714285714285715,11.541582150101421,,15.089285714285715,,ODP0185,"KELLEY, 2003",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,ICPAES; ICPMS,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,47.39,2.43,13.55,,14.97,,,,,0.274,6.7,10.98,,2.72,0.108,0.244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,52.6,,,,,58.6,,,,,128.0,,,,,,,,,,,pacific_plate_west_ref,16.0,18.0,17.0,738.06,Northwest_Pacific,Seafloor altered basalt
ODP0185-0801C-030R-001/003-007,,,,,,1.140363428244384,,,,,,,8.580281690140845,,,45.316455696202524,,11.424694708276798,10.395833333333334,10.595238095238095,,,12.701342281879196,14.207119741100323,,10.97560975609756,,,12.186491741740149,6.695778748180494,8.249999999999998,9.243243243243244,,,,,,5.778401122019636,11.344165435745937,,,11.943892166798204,6.802816901408451,,10.181159420289854,,21.73228346456693,,,,,,,,,12.252252252252253,,5.734597156398104,7.317073170731707,12.314814814814815,,2.6588235294117646,11.202933530841177,,,11.142857142857142,,,13.142857142857142,9.107505070993914,,14.464285714285715,,ODP0185,"KELLEY, 2003",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,ICPAES; ICPMS; IGN,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,47.22,2.43,13.77,,16.61,,,,,0.163,7.11,9.18,,2.8,0.367,0.26,,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.7,37.9,,,,,41.1,,,,,124.0,,,,,,,,,,,pacific_plate_west_ref,3.0,7.0,5.0,747.33,Northwest_Pacific,Seafloor altered basalt
ODP0185-0801C-030R-001/111-114,,,,,,1.4308198597796538,,,,,,,8.507042253521128,,,2.3797468354430378,,11.64179104477612,11.208333333333334,10.476190476190476,,,12.332214765100671,13.883495145631068,,11.585365853658535,,,2.0222271037383517,6.622998544395924,4.69375,11.0,,,,,,5.3436185133239835,11.078286558345642,,,9.968556154596962,1.859154929577465,,9.927536231884059,,0.8897637795275589,,,,,,,,,11.891891891891893,,5.260663507109005,7.585365853658536,12.314814814814815,,2.4470588235294115,10.37308660263072,,,4.904761904761904,,,12.43956043956044,10.649087221095336,,13.839285714285715,,ODP0185,"KELLEY, 2003",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,ICPAES; ICPMS; IGN,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,48.09,2.25,13.02,,15.37,,,,,0.21,6.27,11.05,,2.6,0.0609,0.217,,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.4,44.0,,,,,57.6,,,,,113.0,,,,,,,,,,,pacific_plate_west_ref,111.0,114.0,112.5,748.41,Northwest_Pacific,Seafloor altered basalt
ODP0185-0801C-030R-005/039-042,,,,,,0.8656460151666905,,,,,,,6.19718309859155,,,13.164556962025314,,8.616010854816825,8.625,7.44047619047619,,,8.875838926174497,9.093851132686085,,8.658536585365853,,,6.4419057163422035,5.007278020378457,8.0,9.121621621621623,,,,,,3.674614305750351,7.754800590841949,,,7.671653814828077,3.577464788732395,,7.137681159420289,,9.37007874015748,,,,,,,,,8.333333333333334,,5.308056872037914,4.609756097560975,8.898148148148149,,1.3058823529411765,7.422519746771315,,,13.76190476190476,,,10.241758241758243,8.70182555780933,,10.0,,ODP0185,"KELLEY, 2003",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,ICPAES; ICPMS; IGN,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,47.53,1.61,11.93,,12.69,,,,,0.197,7.14,15.07,,2.57,0.194,0.167,,6.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.9,21.3,,,,,47.2,,,,,62.3,,,,,,,,,,,pacific_plate_west_ref,39.0,42.0,40.5,752.55,Northwest_Pacific,Seafloor altered basalt
ODP0185-0801C-031R-004/043-045,,,,,,1.6597510373443982,,,,,,,8.507042253521128,,,1.0,,11.736770691994574,11.3125,10.535714285714285,,,12.265100671140939,13.948220064724918,,11.768292682926829,,,1.7333375174900156,6.593886462882096,4.749999999999999,11.364864864864865,,,,,,5.483870967741936,11.078286558345642,,,10.152308341778474,33.23943661971831,,9.746376811594201,,0.4472440944881889,,,,,,,,,11.891891891891893,,5.165876777251184,7.121951219512194,12.500000000000002,,2.541176470588235,10.37308660263072,,,4.119047619047619,,,12.989010989010989,10.912778904665315,,14.017857142857144,,ODP0185,"KELLEY, 2003",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,ICPAES; ICPMS; IGN,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,48.66,2.25,12.83,,15.19,,,,,0.23,6.07,11.27,,2.63,0.0522,0.221,,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.0,50.9,,,,,51.5,,,,,117.0,,,,,,,,,,,pacific_plate_west_ref,43.0,45.0,44.0,761.02,Northwest_Pacific,Seafloor altered basalt
ODP0185-0801C-031R-007/007-010,,,,,,1.2462440978680787,,,,,,,7.774647887323945,,,47.088607594936704,,10.474898236092265,10.041666666666668,9.345238095238095,,,11.124161073825503,11.45631067961165,,10.304878048780488,,,14.212039415435376,6.797671033478893,8.249999999999998,9.594594594594595,,,,,,4.55820476858345,9.67503692762186,,,9.738865920620075,3.394366197183099,,8.876811594202898,,24.566929133858267,,,,,,,,,10.427927927927927,,4.834123222748815,5.634146341463414,11.296296296296296,,2.094117647058823,9.451034460174657,,,5.666666666666666,,,12.725274725274726,9.269776876267748,,12.767857142857144,,ODP0185,"KELLEY, 2003",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,ICPAES; ICPMS; IGN,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,49.12,2.05,11.7,,17.37,,,,,0.161,8.1,9.21,,2.27,0.428,0.212,,3.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.7,18.4,,,,,44.6,,,,,103.0,,,,,,,,,,,pacific_plate_west_ref,7.0,10.0,8.5,764.81,Northwest_Pacific,Seafloor altered basalt
ODP0185-0801C-032R-001/121-127,,,,,,0.8670768350264701,,,,,,,6.028169014084507,,,64.68354430379746,,8.19538670284939,7.583333333333334,7.5,,,9.026845637583893,9.449838187702266,,7.926829268292683,,,60.76643021085687,4.52692867540029,7.4375,7.310810810810811,,,,,,3.730715287517532,8.197932053175775,,,8.039158189191099,3.9436619718309864,,7.282608695652173,,71.49606299212599,,,,,,,,,8.76126126126126,,3.8151658767772507,4.658536585365853,8.74074074074074,,1.2235294117647058,7.330314532525709,,,1.838095238095238,,,8.263736263736265,7.079107505070994,,10.089285714285715,,ODP0185,"KELLEY, 2003",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,ICPAES; ICPMS; IGN,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,51.34,1.59,10.62,,17.51,,,,,0.141,8.94,6.31,,2.29,1.83,0.175,,2.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.7,24.0,,,,,42.6,,,,,91.8,,,,,,,,,,,pacific_plate_west_ref,121.0,127.0,124.0,767.51,Northwest_Pacific,Seafloor altered basalt
ODP0185-0801C-034R-002/036-040,,,,,,1.9172986121047362,,,,,,,9.295774647887324,,,76.0759493670886,,12.238805970149253,11.958333333333334,10.714285714285714,,,12.768456375838927,13.624595469255663,,12.195121951219512,,,27.4611135433763,7.540029112081513,8.8125,12.351351351351353,,,,,,5.792426367461431,11.59527326440177,,,9.830742014210829,6.126760563380282,,10.43478260869565,,44.09448818897638,,,,,,,,,12.184684684684685,,5.450236966824644,7.975609756097561,12.777777777777777,,2.635294117647059,10.142573567016703,,,29.476190476190474,,,13.032967032967033,11.76470588235294,,14.285714285714286,,ODP0185,"KELLEY, 2003",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,ICPAES; ICPMS; IGN,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,48.86,2.2,12.41,,17.27,,,,,0.186,5.95,9.43,,2.49,0.827,0.214,,1.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.6,48.6,,,,,43.8,,,,,115.0,,,,,,,,,,,pacific_plate_west_ref,36.0,40.0,38.0,786.9,Northwest_Pacific,Seafloor altered basalt
ODP0185-0801C-035R-003/100-104,,,,,,1.9602232078981257,,,,,,,10.422535211267606,,,9.468354430379746,,13.202170963364994,13.333333333333334,11.249999999999998,,,13.65771812080537,14.174757281553397,,13.414634146341465,,,4.183918145665555,8.762736535662299,9.625,13.364864864864865,,,,,,6.072931276297336,12.333825701624814,,,10.979193184095273,6.352112676056339,,11.521739130434781,,3.2755905511811023,,,,,,,,,12.815315315315315,,5.8767772511848335,7.682926829268292,13.796296296296296,,3.0470588235294116,10.926317888104357,,,38.38095238095238,,,15.406593406593405,12.718052738336713,,13.839285714285715,,ODP0185,"KELLEY, 2003",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,ICPAES; ICPMS; IGN,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,50.64,2.37,13.09,,14.65,,,,,0.217,6.02,10.82,,2.76,0.126,0.239,,1.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.8,63.8,,,,,53.2,,,,,108.0,,,,,,,,,,,pacific_plate_west_ref,100.0,104.0,102.0,798.62,Northwest_Pacific,Seafloor altered basalt
ODP0185-0801C-037R-004/106-110,,,,,,2.0174560022893115,,,,,,,9.35211267605634,,,0.9873417721518986,,12.388059701492539,11.854166666666668,11.19047619047619,,,13.154362416107382,15.04854368932039,,12.256097560975608,,,3.6858326521339415,7.045123726346433,4.8687499999999995,11.594594594594595,,,,,,6.633941093969145,12.038404726735598,,,10.519812716141494,1.8873239436619722,,10.76086956521739,,1.332283464566929,,,,,,,,,12.725225225225225,,5.355450236966824,8.829268292682926,13.055555555555555,,3.011764705882353,10.511394423999128,,,4.952380952380952,,,12.681318681318682,11.29817444219067,,15.446428571428573,,ODP0185,"KELLEY, 2003",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,ICPAES; ICPMS; IGN,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,49.27,2.28,13.19,,15.41,,,,,0.216,6.1,10.83,,2.71,0.111,0.229,,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.9,56.2,,,,,50.7,,,,,120.0,,,,,,,,,,,pacific_plate_west_ref,106.0,110.0,108.0,818.32,Northwest_Pacific,Seafloor altered basalt
ODP0185-0801C-037R-005/112-114,,,,,,2.3036199742452426,,,,,,,7.154929577464789,,,39.62025316455696,,9.348710990502035,9.104166666666668,8.392857142857142,,,1.7785234899328861,11.229773462783172,,9.329268292682926,,,14.37806791327925,5.924308588064046,5.949999999999999,9.256756756756758,,,,,,5.0070126227208975,8.862629246676514,,,9.509175686643186,3.2957746478873244,,8.115942028985508,,22.519685039370078,,,,,,,,,9.324324324324323,,4.592417061611374,6.536585365853659,54.907407407407405,,2.2235294117647055,8.805597960455412,,,12.476190476190476,,,10.43956043956044,8.823529411764705,,10.982142857142858,,ODP0185,"KELLEY, 2003",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,ICPAES; ICPMS; IGN,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,46.87,1.91,10.95,,21.77,,,,,0.131,8.88,7.19,,2.43,0.433,0.207,,1.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.7,17.7,,,,,30.3,,,,,84.4,,,,,,,,,,,pacific_plate_west_ref,112.0,114.0,113.0,819.58,Northwest_Pacific,Seafloor altered basalt
