SAMPLE ID,Rb,Ba,Th,U,Nb,K,La,Ce,Pb,Sr,Nd,Zr,Ti,Y,Yb,Lu,SiO2,MgO,Na2O,P2O5,CaO
ODP0129-0801C-008R-001/101-106,3.2718685324834706,-0.3885727467820712,,-2.8343805838609275,,-0.7884982338946331,0.46740330780044115,-0.49065318364457244,63.72090729649663,0.8662408738420337,0.19879025269957928,,,-0.12147409747908888,0.9040882069455467,1.6974610705543203,-2.901092485345764,-0.5343587154033305,0.2622088794326025,-0.08120897085256709,1.096858082896924
ODP0129-0801C-008R-002/078-080,2.2561987297686414,0.11515551936167379,,5.550758824669378,,-0.30406403068080445,-0.9055967975625494,-1.338649347176621,79.98102024615979,0.8934603050744707,-0.8591863969177336,,,-0.6280703852926095,0.4762580095270206,0.0448132287113161,-2.8319970073014105,0.4566710127457565,0.3013682436022407,-0.05312962834932142,2.2835576961137907
ODP0129-0801C-008R-002/133-139,4.145045145530486,1.2929130758430227,,15.790334031939118,,0.15674975238550015,-0.09305397952922512,-1.1074061119710397,78.9271224912371,0.6383506090831128,-0.10969697932094746,,,-0.3126245446561491,-0.6785211327900313,-0.11739890772546246,-1.677612837688585,-0.4077897135866868,0.9202909893176185,-0.09356724595065366,0.7464830807716485
ODP0129-0801C-009R-005/020-024,1.0267907060095443,0.9909231422742004,,11.418821288636726,,-0.3975122445126358,-0.9003969070991404,-1.1074936953248047,80.11119531328319,0.7913066083127154,-2.785016616611978,,,-0.12559567151669349,-0.36316061628840046,-0.7233699259494086,-1.0608355410868668,0.006584494956672238,0.17269740171368309,-0.16039652800867532,0.9757637745614023
ODP0129-0801C-010R-001/055-060,0.7044927231737509,0.19977901321627756,,-1.4625532961393546,,-0.9240165347898515,0.03376629170749368,-0.5511862958500604,80.13145548053728,0.26761120987536824,0.006565144787169963,,,0.3132894820967582,1.1246531432774303,1.327999867007069,-0.03721847995568339,-0.4602606878778843,0.4211741380056706,-0.11965542317727318,0.937880250059342
ODP0129-0801C-010R-006/067-070,1.1261281103418532,0.03474906704689462,,1.463813896502475,,0.2619838165952926,-0.3774227313257885,-1.2248768088657052,37.85764168790055,0.68819434039247,-0.6149752012711884,,,-0.19161054139288147,0.4724357927525986,0.9154803280278232,-1.4451187387265776,-0.1108296041176553,0.30702527185388107,-0.18218384866632079,1.722673293296637
ODP0129-0801C-011R-002/121-126,-0.6590277806323663,0.7014997073572844,,-6.694309545415524,,-3.9789945602625494,-1.9019675165293677,-2.3907388365594624,76.44213960466635,0.5568040779446726,-2.3991290614435137,,,-1.638341976235104,0.22885817396155517,0.43996244932270123,-1.7912083177823348,0.06144233216483652,0.20313138285183197,-0.08623515959747692,1.2816917221152053
ODP0129-0801C-011R-003/121-126,3.956829545129001,2.804760035362449,,-0.7395443691798418,,-0.24519589010138443,-0.4584482988867018,-1.0161852169886263,49.90773310148719,0.40125472353229696,-0.6237119027375986,,,-0.14585762986240347,0.66163824028453,1.443699987453364,-4.254152961259017,-1.5539428190552638,0.028369817298297573,-0.10645618180087757,1.8568223429749011
ODP0129-0801C-011R-003/131-136,5.42074946728863,1.00177254968124,,26.446769305424077,,0.5277677727004817,-0.31017080023409527,-1.4968384502786165,80.25975591542644,0.23340512818601766,-3.4293280658016414,,,-0.9005292491620533,0.03624089493172988,-0.9031879787543424,-2.894179247660304,-0.7523006413715159,0.01085912670300715,-0.0975274928358362,1.5723843917275122
ODP0129-0801C-012R-003/032-037,0.4538182261316759,1.263163974745559,,23.27998255978342,,-1.870566255147287,-0.23124257097374734,-1.1312536825697155,63.763959056294354,1.5158645960328148,1.5862762627158133,,,-1.469439139375357,-0.8881643223341253,-1.0276069231508789,-1.9598454790142625,0.5045943017465859,0.15778397830715374,-0.022121239122900566,0.9381130461144398
ODP0129-0801C-012R-003/057-062,2.5002712115532297,1.8542362486881814,,15.073806814624456,,0.0785031247837722,-0.1655326741301062,-1.571067596146805,78.52977593302312,1.463966366607627,-1.98639964388415,,,-1.478002587117743,-0.8907879543964086,-1.0372160678772637,-1.5036077037131292,0.4630280412475134,0.1872209754482932,-0.09853875481382501,0.8085917129987763
ODP0185-0801C-015R-007/031-034,6.159410370108318,0.5222341882524963,,19.904462296045345,,14.832523152458313,-1.2025286894109177,1.205851214314598,11.449883246479697,2.4158798005818136,1.385016110075079,,,-0.07408858558548026,-1.8977426914233408,-2.5105517485835938,0.7719466803035147,-4.375322977124084,1.0774667003913314,0.07490597203176833,3.446918446297831
ODP0185-0801C-034R-001/093-096,5.884575201176327,-0.15494853142907705,,31.159711304718606,,2.130982050771636,-0.4344718584801077,0.2384252977349135,2.4032983447578102,1.156175382536638,-0.0033216329467062877,,,2.258904302238939,0.5657748174842787,0.5490995244989101,-2.38000142139402,0.26318789632691697,0.003583908165221583,0.0001066706027608999,-0.1992561015211436
ODP0185-0801C-040R-001/024-027,28.2515925401496,-0.32996763767827153,,74.70676054503235,,15.629394463491911,0.04662891258099844,-0.7368723012819292,-2.3440161512670876,0.34675563854607727,-0.7115180892426478,,,1.8935191871488772,0.29768154319605866,0.8235217874203897,-8.13389618618966,-1.2873606481483417,-0.673124867238347,-0.01393374898936009,12.589258500633433
ODP0185-0801C-044R-003/023-026,12.275497259915166,0.6904901230297806,,64.94387375835775,,8.248952882091347,-0.5034167003486054,-0.10442901361058787,-2.3539413542470005,1.339216705704109,0.01671523082663562,,,2.570565879783601,0.30167454284387496,0.14379551617809305,-2.844625589337781,-0.4234997040975079,0.34400443777571965,0.013622375390762997,1.7794382817562244
ODP0129-0801B-037R-001/036-038,114.87886596231336,51.207041329170224,,15.648767056052002,,222.33743763033988,-6.5015166373289155,-7.99050402188773,11.245111331751108,-14.159505821275205,-5.086554539032928,,,1.2225662100895631,0.6597731566612883,0.8293634163570056,14.049471641478561,-4.51795695657327,-0.2746108789121817,0.06107018071967307,-10.433945199874609
ODP0129-0801B-041R-001/026-030,38.835225116420055,10.350705245555531,,-0.633731982734858,,34.194715074045526,-9.709385048783751,-7.839210497837044,-1.7251408799348482,-4.492113830398569,-5.34826651609573,,,-0.9343615032324228,0.1133535973807529,0.42532424626340326,1.1394606227726527,-1.62503187795049,0.4140261108953909,0.023214889013315698,-0.2786388564103106
