SAMPLE ID,Ag,Al,As,Au,B,Ba,Be,Bi,Br,C,Ca,Cd,Ce,Co,Cr,Cs,Cu,Dy,Er,Eu,Fe,Ga,Gd,Hf,Hg,Ho,I,Ir,K,La,Li,Lu,Mg,Mn,Mo,N,Na,Nb,Nd,Ni,Os,P,Pb,Pd,Pr,Pt,Rb,Re,Rh,Ru,S,Sb,Sc,Se,Si,Sm,Sn,Sr,Ta,Tb,Te,Th,Ti,Tl,Tm,U,V,W,Y,Yb,Zn,Zr,IGSN,EXPEDITION ID,REFERENCES,LATITUDE,LONGITUDE,LOC PREC,MIN ELEVATION,MAX ELEVATION,TECTONIC SETTING,MIN AGE,AGE,MAX AGE,METHOD,ANALYZED MATERIAL,ROCK TYPE,ROCK NAME,MINERAL,SiO2,TiO2,Al2O3,Cr2O3,Fe2O3,Fe2O3T,FeO,FeOT,NiO,MnO,MgO,CaO,SrO,Na2O,K2O,P2O5,BaO,LOI,H2O,H2O_M,H2O_P,SO2,SO3,V2O3,V2O5,ZnO,CoO,La2O3,Ce2O3,O,FeS2,S_SLFI,SLFA,C_NON_CARB,CaCO3,CuO,Cu2O,Dy2O3,FeCO3,Gd2O3,HfO,HfO2,MgCO3,MnCO3,Nb2O3,Nb2O5,Nd2O3,Sc2O3,Sm2O3,Ta2O5,ThO,ThO2,UO2,WO3,Y2O3,ZrO2,S_PY,TOC,Ag.1,Al.1,As.1,Ca.1,Cd.1,Co.1,Cu.1,GER,INDIUM,Mg.1,Mn.1,Ni.1,OS_INI,Pa,S.1,Si.1,Zn.1,Zr2O3,Ti.1,As.2,As.3,GER.1,H2O_M.1,H2O_P.1,H2O_M.2,H2O_P.2,INDIUM.1,area,depth_start,depth_end,depth_mean,Depth,DataBase,SAMPLE_INFO
ODP0185-0801C-037R-004/106-110,,,,,,5.850622406639004,,,,,,,27.12418300653595,,,0.04148936170212766,,35.944881889763785,34.38066465256798,32.41379310344827,,,38.15085158150852,43.62101313320826,,35.512367491166074,,,1.6907489229972208,20.421940928270043,4.961783439490445,33.77952755905512,,,,,,19.227642276422767,34.903640256959314,,,0.8191657442897066,0.054251012145748984,,31.263157894736842,,0.36465517241379314,,,,,,,,,36.9281045751634,,15.56473829201102,25.857142857142854,37.700534759358284,,8.827586206896552,30.707444384716553,,,13.0,,,36.7515923566879,32.76470588235294,,44.70284237726098,,ODP0185,"KELLEY, 2003",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,ICPAES; ICPMS; IGN,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,49.27,2.28,13.19,,15.41,,,,,0.216,6.1,10.83,,2.71,0.111,0.229,,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.9,56.2,,,,,50.7,,,,,120.0,,,,,,,,,,,pacific_plate_west_ref,106.0,110.0,108.0,818.32,Northwest_Pacific,Seafloor altered basalt
ODP0185-0801C-037R-005/112-114,,,,,,6.680497925311204,,,,,,,20.751633986928105,,,1.6648936170212767,,27.125984251968504,26.404833836858007,24.310344827586203,,,5.158150851581509,32.5515947467167,,27.031802120141343,,,6.595443996917086,17.172995780590718,6.063694267515923,26.968503937007878,,,,,,14.512195121951219,25.69593147751606,,,0.7404685985500842,0.09473684210526316,,23.578947368421055,,6.163793103448277,,,,,,,,,27.058823529411764,,13.34710743801653,19.142857142857142,158.5561497326203,,6.517241379310344,25.724218760880976,,,32.75,,,30.254777070063692,25.58823529411764,,31.782945736434108,,ODP0185,"KELLEY, 2003",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,ICPAES; ICPMS; IGN,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,46.87,1.91,10.95,,21.77,,,,,0.131,8.88,7.19,,2.43,0.433,0.207,,1.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.7,17.7,,,,,30.3,,,,,84.4,,,,,,,,,,,pacific_plate_west_ref,112.0,114.0,113.0,819.58,Northwest_Pacific,Seafloor altered basalt
ODP0185-0801C-038R-001/022-027,,,,,,5.850622406639004,,,,,,,23.529411764705884,,,0.5372340425531915,,31.574803149606296,30.271903323262837,27.931034482758623,,,33.333333333333336,35.45966228893058,,31.09540636042403,,,2.848378816220543,18.9873417721519,5.019108280254777,29.763779527559056,,,,,,17.72357723577236,29.764453961456102,,,0.751200027514578,0.19473684210526312,,27.36842105263158,,1.9698275862068968,,,,,,,,,31.830065359477125,,17.21763085399449,26.857142857142858,33.68983957219251,,6.1724137931034475,29.495308422161955,,,70.49999999999999,,,36.43312101910828,28.88235294117647,,40.0516795865633,,ODP0185,"KELLEY, 2003",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,ICPAES; ICPMS; IGN,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,46.38,2.19,12.67,,13.26,,,,,0.273,5.98,15.67,,2.57,0.187,0.21,,5.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.8,67.3,,,,,60.0,,,,,103.0,,,,,,,,,,,pacific_plate_west_ref,22.0,27.0,24.5,823.02,Northwest_Pacific,Seafloor altered basalt
ODP0185-0801C-038R-003/053-059,,,,,,6.348547717842323,,,,,,,20.915032679738562,,,3.7765957446808507,,27.874015748031496,26.948640483383684,25.68965517241379,,,29.878345498783457,33.39587242026266,,28.09187279151944,,,9.382894924020613,17.89029535864979,21.210191082802545,25.590551181102363,,,,,,14.471544715447155,26.766595289079227,,,0.6045371649998271,0.5991902834008097,,24.631578947368418,,8.189655172413794,,,,,,,,,28.758169934640527,,14.738292011019285,17.57142857142857,29.67914438502674,,1.0,29.629990195779133,,,79.25,,,30.19108280254777,24.352941176470583,,37.2093023255814,,ODP0185,"KELLEY, 2003",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,ICPAES; ICPMS; IGN,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,47.84,2.2,13.24,,17.14,,,,,0.0726,9.91,5.52,,2.66,0.616,0.169,,3.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.8,67.0,,,,,53.2,,,,,96.0,,,,,,,,,,,pacific_plate_west_ref,53.0,59.0,56.0,826.29,Northwest_Pacific,Seafloor altered basalt
ODP0185-0801C-042R-002/034-038,,,,,,4.730290456431535,,,,,,,18.30065359477124,,,0.8404255319148937,,24.566929133858267,23.323262839879153,23.793103448275858,,,26.326034063260344,29.362101313320824,,24.028268551236753,,,2.848378816220543,14.514767932489452,6.815286624203821,22.20472440944882,,,,,,11.869918699186991,23.554603854389722,,,0.6188457369524857,0.1506072874493927,,21.473684210526315,,2.0474137931034484,,,,,,,,,25.03267973856209,,17.768595041322314,14.785714285714285,25.962566844919785,,5.758620689655173,23.165265062154596,,,98.875,,,27.89808917197452,21.52941176470588,,30.232558139534884,,ODP0185,"KELLEY, 2003",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,ICPAES; ICPMS; IGN,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,51.3,1.72,14.81,,11.98,,,,,0.193,6.75,10.82,,2.82,0.187,0.173,,1.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.3,56.5,,,,,77.2,,,,,104.0,,,,,,,,,,,pacific_plate_west_ref,34.0,38.0,36.0,861.55,Northwest_Pacific,Seafloor altered basalt
ODP0185-0801C-043R-001/013-015,,,,,,4.522821576763485,,,,,,,21.405228758169933,,,0.014361702127659574,,29.251968503937007,27.97583081570997,27.24137931034483,,,30.656934306569344,35.17823639774859,,29.151943462897528,,,1.1149803708414103,16.371308016877638,6.560509554140127,29.094488188976378,,,,,,14.390243902439025,27.837259100642395,,,0.647462880857803,0.31214574898785424,,24.526315789473685,,0.18620689655172415,,,,,,,,,30.0,,16.2534435261708,18.5,31.01604278074866,,6.758620689655173,27.47508181790429,,,10.375,,,30.828025477707005,27.705882352941174,,36.434108527131784,,ODP0185,"KELLEY, 2003",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,ICPAES; ICPMS; IGN,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,48.46,2.04,13.52,,13.72,,,,,0.241,6.61,11.44,,2.78,0.0732,0.181,,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.0,64.6,,,,,51.0,,,,,108.0,,,,,,,,,,,pacific_plate_west_ref,13.0,15.0,14.0,869.23,Northwest_Pacific,Seafloor altered basalt
ODP0185-0801C-043R-002/101-104,,,,,,4.033195020746888,,,,,,,16.99346405228758,,,1.2074468085106382,,25.2755905511811,24.59214501510574,22.75862068965517,,,26.326034063260344,27.86116322701689,,24.734982332155475,,,21.62940063654102,13.459915611814347,5.656050955414013,24.88188976377953,,,,,,11.38211382113821,22.48394004282655,,,0.615268593964321,0.1360323886639676,,20.421052631578945,,13.060344827586208,,,,,,,,,24.248366013071895,,13.608815426997245,13.785714285714286,26.55080213903743,,5.241379310344827,23.299946835771774,,,20.25,,,28.726114649681527,23.705882352941178,,29.974160206718345,,ODP0185,"KELLEY, 2003",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,ICPAES; ICPMS; IGN,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,49.06,1.73,12.11,,16.72,,,,,0.207,6.72,8.67,,2.63,1.42,0.172,,1.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.6,34.0,,,,,56.0,,,,,100.0,,,,,,,,,,,pacific_plate_west_ref,101.0,104.0,102.5,871.57,Northwest_Pacific,Seafloor altered basalt
ODP0185-0801C-043R-003/050-055,,,,,,2.1327800829875514,,,,,,,11.781045751633988,,,1.8031914893617023,,19.566929133858267,20.362537764350453,16.32758620689655,,,19.659367396593677,21.857410881801126,,19.964664310954063,,,34.11961790552951,9.70464135021097,6.063694267515923,20.826771653543307,,,,,,8.983739837398375,16.038543897216275,,,0.38275429973361835,0.140080971659919,,14.210526315789474,,22.88793103448276,,,,,,,,,17.647058823529413,,10.0,10.714285714285714,19.705882352941174,,4.275862068965517,18.04735766470184,,,8.5625,,,18.53503184713376,19.823529411764707,,23.023255813953487,,ODP0185,"KELLEY, 2003",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,ICPAES; ICPMS; IGN,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,49.84,1.34,9.53,,18.12,,,,,0.191,7.58,8.22,,1.94,2.24,0.107,,2.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.5,53.7,,,,,52.2,,,,,75.7,,,,,,,,,,,pacific_plate_west_ref,50.0,55.0,52.5,872.42,Northwest_Pacific,Seafloor altered basalt
ODP0185-0801C-046R-002/048-052,,,,,,5.269709543568464,,,,,,,20.58823529411765,,,1.202127659574468,,25.708661417322837,23.62537764350453,24.827586206896548,,,4.963503649635037,31.519699812382736,,24.91166077738516,,,8.22526503079729,15.9915611814346,6.146496815286624,21.220472440944885,,,,,,14.10569105691057,25.481798715203425,,,0.7011200256802729,0.2441295546558704,,23.473684210526315,,5.948275862068966,,,,,,,,,27.12418300653595,,15.702479338842975,18.5,153.74331550802137,,6.517241379310344,24.24271925109202,,,21.375,,,25.73248407643312,20.941176470588236,,32.55813953488372,,ODP0185,"KELLEY, 2003",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,ICPAES; ICPMS; IGN,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,49.74,1.8,13.18,,12.59,,,,,0.189,5.88,12.47,,2.93,0.54,0.196,,4.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.3,64.7,,,,,39.8,,,,,112.0,,,,,,,,,,,pacific_plate_west_ref,48.0,52.0,50.0,899.9,Northwest_Pacific,Seafloor altered basalt
ODP0185-0801C-050M-001/029-032,,,,,,6.141078838174273,,,,,,,25.653594771241828,,,0.2797872340425532,,31.929133858267715,30.15105740181269,30.517241379310345,,,34.5985401459854,36.11632270168855,,31.09540636042403,,,1.443990972073302,20.421940928270043,6.687898089171974,29.645669291338585,,,,,,17.601626016260163,31.90578158458244,,,0.7798171714198954,0.1672064777327935,,29.26315789473684,,0.5991379310344828,,,,,,,,,33.33333333333333,,18.59504132231405,21.428571428571427,33.957219251336895,,6.586206896551724,30.842126158333734,,,17.125,,,35.73248407643312,28.41176470588235,,35.65891472868217,,ODP0185,"KELLEY, 2003",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,ICPAES; ICPMS; IGN,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,48.05,2.29,15.36,,13.17,,,,,0.242,6.79,10.46,,3.09,0.0948,0.218,,2.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.4,84.2,,,,,61.2,,,,,119.0,,,,,,,,,,,pacific_plate_west_ref,29.0,32.0,30.5,931.79,Northwest_Pacific,Seafloor altered basalt
ODP0185-0801C-052M-001/047-049,,,,,,3.7302904564315353,,,,,,,23.366013071895427,,,0.01170212765957447,,31.41732283464567,30.090634441087616,29.310344827586206,,,33.18734793187348,37.3358348968105,,30.91872791519435,,,1.5993570893216953,17.67932489451477,6.43312101910828,29.763779527559056,,,,,,16.7479674796748,29.764453961456102,,,0.7476228845264135,0.16882591093117408,,27.157894736842106,,0.17198275862068968,,,,,,,,,31.699346405228756,,17.21763085399449,20.785714285714285,33.15508021390374,,8.137931034482758,29.2259448749276,,,13.875,,,32.1656050955414,28.58823529411765,,37.46770025839793,,ODP0185,"KELLEY, 2003",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,ICPAES; ICPMS; IGN,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,48.52,2.17,13.74,,13.65,,,,,0.259,6.97,11.14,,2.85,0.105,0.209,,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.1,59.2,,,,,44.6,,,,,122.0,,,,,,,,,,,pacific_plate_west_ref,47.0,49.0,48.0,933.27,Northwest_Pacific,Seafloor altered basalt
