SAMPLE ID,Rb,Ba,U,K,La,Ce,Pb,Sr,Nd,Y,Yb,Lu,SiO2,MgO,Na2O,P2O5,CaO,Zr,Th,Ti,Nb
ODP0129-0801C-008R-001/101-106,3.2525138505137416,0.827196441029984,0.5404487591489476,0.8081077759513937,1.0815218887245734,0.9360608476767968,10.508272931126188,1.1762174512457575,1.0224286005863565,0.987594308427785,1.1150445932445872,1.204450841481047,0.9423025168716993,0.9252055031543635,1.1080030638596792,0.5256733893780692,1.1027680594351768,1.0,1.0,1.0,1.0
ODP0129-0801C-008R-002/078-080,3.52538573315745,1.0659950941148333,2.3971024396619667,0.8972937081753001,0.8429777305128474,0.8182866358948129,18.671372369837044,1.1792902829052134,0.9043569828491308,0.9362936806204486,1.0617036955846397,1.005466074435213,0.9437224836905717,1.0657711903877896,1.125120098911655,0.7507168348164083,1.2167294832783866,1.0,1.0,1.0,1.0
ODP0129-0801C-008R-002/133-139,8.154471067692022,1.8241799685253866,5.84769799263115,1.0553541171444534,0.9831053649756285,0.851824338508628,15.144849003873464,1.1326611980468142,0.9877738530055785,0.9686841652356919,0.9240526531417868,0.9863978566812279,0.9665798283453626,0.9423030777496426,1.3581304285784626,0.6158463524705197,1.0696117781502381,1.0,1.0,1.0,1.0
ODP0129-0801C-009R-005/020-024,2.8736631220824798,1.7631945603988828,4.982995284538627,0.806826328620216,0.8163695028059363,0.8174031590643087,19.224291337347342,1.1828690261926647,0.6498985114510665,0.9847900427410641,0.9517292152421857,0.9082661870034135,0.9788513183713231,1.0009166245433039,1.0705664276393985,0.2722365934804484,1.0907329683026008,1.0,1.0,1.0,1.0
ODP0129-0801C-010R-001/055-060,1.8094729211294256,1.1107810084500964,0.6194741418344868,0.6831608555790324,1.0067106645567787,0.9167948561716969,19.313305080656235,1.0525982069107152,1.0008353644853387,1.038974308957947,1.1768285330756965,1.1883586625689933,0.9992477653130246,0.9405367976044134,1.1969183866202882,0.3339726624383368,1.0851680031961508,1.0,1.0,1.0,1.0
ODP0129-0801C-010R-006/067-070,3.5098969449872195,1.0277329429118316,1.4438367395690068,1.1270276821746594,0.9263233608435311,0.8225780481193826,9.612074606331385,1.1403268936818238,0.9257379423837899,0.9775717271603516,1.0675673982917078,1.122670887616483,0.971146744280169,0.9846726295341627,1.124656281830784,0.24774567061516797,1.1634829536224545,1.0,1.0,1.0,1.0
ODP0129-0801C-011R-002/121-126,0.7049786661509092,1.2323899448734181,0.3626793838777359,0.33365092766963167,0.7908236684250082,0.7761074376723336,10.478371027271,1.093799852613417,0.8054653911298042,0.8551251616954691,1.0259541273911177,1.04668084929953,0.9643478256642893,1.0091180242410207,1.0779216035344548,0.5605519430138569,1.1211622585054297,1.0,1.0,1.0,1.0
ODP0129-0801C-011R-003/121-126,6.154941558667446,2.5811588716779643,0.8374294822306686,0.924175025836513,0.9247413513410531,0.8719281810327207,8.761344164985848,1.0809929124605995,0.9342515841551703,0.9854665103716073,1.08208431197367,1.1714370883921144,0.9153640773666694,0.7719466012086796,1.011162055554495,0.4843642807288173,1.173808056234456,1.0,1.0,1.0,1.0
ODP0129-0801C-011R-003/131-136,7.170719379281402,1.7780520620095914,13.447534401672941,1.1889742766926468,0.9400275536781014,0.8025629551175251,19.896714166775578,1.0459943144805544,0.682905699781729,0.9148102102184377,1.0043983690713767,0.9012524167259757,0.9422137031866105,0.8885860269961692,1.0042103658685093,0.6354487092073101,1.1506459378022404,1.0,1.0,1.0,1.0
ODP0129-0801C-012R-003/032-037,1.4048388311280882,1.6702416188653046,5.399550237978429,0.4152277026807676,0.9646093847400863,0.8768715765582539,10.576215330760965,1.3593175377539362,1.1274504433507897,0.8799347355269334,0.9151073147543638,0.9020119749737775,0.96109862068095,1.0801527853695878,1.0599434001642762,0.8957141716955379,1.090534962433909,1.0,1.0,1.0,1.0
ODP0129-0801C-012R-003/057-062,4.850509943280373,2.0762838551576044,4.7932861269756355,1.0304517303590017,0.9742929202617924,0.8255859088685995,14.138075454948135,1.3505797500089685,0.8388464962530721,0.8793194720706778,0.9147125758899228,0.9011862312809404,0.9701686491857534,1.0727234302659372,1.07111154172165,0.5491016918359812,1.0784933176582365,1.0,1.0,1.0,1.0
ODP0185-0801C-015R-007/031-034,11.060398612413149,1.3004002569609332,7.741149909100516,6.426615081636817,0.8302273088413563,1.1935316989455456,3.8319743419227175,1.4718823781043953,1.1748593320710352,0.9917045498081004,0.7681657927776502,0.709163423750384,1.0153382980144277,0.315855822641873,1.3928727868299995,1.3919848926111968,1.318773000016603,1.0,1.0,1.0,1.0
ODP0185-0801C-034R-001/093-096,4.879088164243289,0.9172253578825235,5.823980326832608,1.563806683928433,0.9456166281121079,1.025225610794236,1.322336986691911,1.2606204679943813,0.9997258379287567,1.1913185913348618,1.0520282011157756,1.0491711101135157,0.9526932746143406,1.0397756339764912,1.0012590949634885,1.0004285795968064,0.9808761681659737,1.0,1.0,1.0,1.0
ODP0185-0801C-040R-001/024-027,24.597536391883374,0.7410614665099285,20.33070577725562,5.30572353711839,1.0093997603071148,0.8892315330578299,0.6431900211573565,1.0667059941249724,0.9104933481747557,1.231696409841389,1.040729143393344,1.1147529140375347,0.8381761701070738,0.8292027264922504,0.7546138437671566,0.9165312642068071,2.114020571246505,1.0,1.0,1.0,1.0
ODP0185-0801C-044R-003/023-026,8.755702798577227,1.3777809075863225,13.844591027708145,2.994054971908704,0.9303548308845105,0.9871145748287499,0.6422197358909011,1.2697803190566996,1.0016792910343348,1.2610502246966084,1.0325348108577759,1.0147921500217996,0.9431127509542973,0.9379351179801185,1.1266586891968244,1.0683244943732362,1.16399503804161,1.0,1.0,1.0,1.0
ODP0129-0801B-037R-001/036-038,7.260605906390696,2.604050085861379,1.4976318975999485,12.081317904243996,0.8266534196941872,0.7574832077441204,1.5112733027506489,0.3096364600447935,0.7672237979391794,1.2178253411222981,1.1735011698076372,1.2328019051784513,1.3078288562112015,0.3697008807467595,0.894970650842532,1.158652766454548,0.1183037420195958,1.0,1.0,1.0,1.0
