Sample ID,Unnamed: 0,Top Depth (m),Bottom Depth (m),Depth,Sample Pair,Sample Pair ID,SiO2,TiO2,Al2O3,TFe2O3,MnO,MgO,CaO,Na2O,K2O,P2O5,LOI,TOTAL,FeO,Fe2O3,Ge,Coment,T Dep,B Dep,vesicles (%),Total Secondary mineral (%),Celadonite(%),Saponite (%),Fe-OX (%),Carbonate (%),Chalcedony (%),Zeolite (%),Quartz (%),DataBase,SAMPLE_INFO
329-U1368F-11R-2-W 74/76,99.0,78.44,78.46,78.44999999999999,,,49.45,2.37,13.8,13.17,0.18,6.04,10.801280227596015,2.87,0.29,0.259875,0.838993208150216,100.07014843574623,6.286262275862069,6.185264137931035,6.764830153794196,,,,,,,,,,,,,South_Pacific,Seafloor altered basalt
329-U1368F-11R-2-W 76/78,100.0,78.46,78.48,78.47,A6,P10(F8),48.58,2.35,13.459,14.2,0.2,6.05,10.81145092460882,2.8,0.41,0.259875,0.8589692369158284,99.97929516152465,5.795442999068033,7.760618889924407,7.084460977027401,,,,,,,,,,,,,South_Pacific,Seafloor altered basalt
329-U1368F-11R-2-W 110/116,101.0,78.8,78.86,78.83,F6,,48.984,2.32,13.651,13.59,0.2,6.58,10.709743954480796,2.66,0.18,0.251625,0.3794687437587403,99.50583769823956,8.762311898876405,3.8540978901373286,6.931960928204811,,78.8,78.86,0.3,5.0,,5.0,,,,,,South_Pacific,Seafloor altered basalt
329-U1368F-12R-1-W 29/33,102.0,86.19,86.23,86.21000000000001,,,49.57,2.33,13.6,13.7,0.22,6.19,10.709743954480796,2.64,0.38,0.25575,0.2398081534773693,99.83530210795816,7.32829400813008,5.557451102077687,6.938511412107662,,86.19,86.23,0.2,1.0,,1.0,,,,,,South_Pacific,Seafloor altered basalt
329-U1368F-12R-1-W 71/74,103.0,86.61,86.64,86.625,,,49.373,2.35,13.567,13.4,0.21,5.94,10.933499288762446,2.71,0.42,0.264,0.639360639360569,99.806859928123,6.195017007172131,6.516647769808743,6.876320358380933,,86.61,86.64,0.2,2.0,,1.9,0.1,,,,<0.1,South_Pacific,Seafloor altered basalt
329-U1368F-12R-2-W 11/13,104.0,87.51,87.53,87.52000000000001,F7,,48.31,2.24,13.55,13.33,0.18,6.55,10.404623044096727,2.82,0.42,0.2351249999999999,1.4180147793090327,99.45776282340576,4.938898104938272,7.842335438957475,7.021154981703035,,87.51,87.53,2,3.0,,3.0,,,,,,South_Pacific,Seafloor altered basalt
329-U1368F-12R-2-W 13/16,105.0,87.53,87.56,87.545,A7,P11(F9),48.28,2.25,13.54,14.05,0.17,6.53,10.424964438122334,2.8,0.48,0.2351249999999999,1.2989608313349224,100.05905026945725,4.980272791059281,8.516363565489689,7.616343950514318,,87.53,87.56,2,12.0,,12.0,,,,,,South_Pacific,Seafloor altered basalt
329-U1368F-12R-2-W 122/127,106.0,88.62,88.67,88.64500000000001,F8,,49.09,2.35,13.57,13.68,0.18,6.88,10.516500711237551,2.8,0.15,0.2475,0.2998201079354278,99.763820819173,8.60769982846004,4.115889079488843,7.192771075400971,,88.62,88.67,0.1,2.0,,2.0,,,,,,South_Pacific,Seafloor altered basalt
329-U1368F-12R-3-W 51/55,107.0,89.235,89.275,89.255,A8,P12(F10),48.72,2.32,13.1,14.88,0.19,5.82,10.36394025604552,2.71,0.68,0.2475,0.6999999999999673,99.73144025604547,5.925673617590822,8.295918202676866,7.87115913711254,,89.235,89.275,0.4,10.0,1.5,8.4,0.1,,,,,South_Pacific,Seafloor altered basalt
329-U1368F-13R-1-W 7/11,108.0,95.57,95.61,95.59,,,49.76,2.43,14.58,12.34,0.19,4.94,11.319985775248934,2.84,0.48,0.268125,0.6794564348521323,99.82756721010108,12.185882016016016,-1.199868906684463,6.334695841138131,,95.57,95.61,0.1,3.0,,2.5,0.5,,,,,South_Pacific,Seafloor altered basalt
329-U1368F-13R-1-W 71/75,109.0,96.21,96.25,96.23,,,49.54,2.36,14.12,12.48,0.17,6.05,10.89281650071124,2.92,0.27,0.251625,0.61950439648279,99.67394589719405,5.359568035781545,6.524924404687172,6.71283381486676,,96.21,96.25,,5.0,,5.0,,,,,,South_Pacific,Seafloor altered basalt
329-U1368F-13R-1-W 114/115,110.0,96.64,96.65,96.645,F9,,49.478,2.31,13.791,12.91,0.18,6.75,10.791109530583215,2.79,0.15,0.23925,0.3397282174259773,99.7290877480092,7.769852164122138,4.27683092875318,6.6388391377851885,,96.64,96.65,,2.5,,2.5,,,,,,South_Pacific,Seafloor altered basalt
329-U1368F-13R-1-W 115/117,111.0,96.65,96.67,96.66,A9,P13(F11),48.92,2.28,13.6,13.52,0.17,6.59,10.587695590327169,2.79,0.27,0.2433749999999999,0.6794564348521323,99.6505270251793,6.155168425024826,6.680923972194638,7.425591499013807,,96.65,96.67,,15.0,,15.0,,,,,,South_Pacific,Seafloor altered basalt
329-U1368F-13R-2-W 54/55,112.0,97.54,97.55,97.545,F10,,49.9879,2.29,14.09,11.994,0.16,6.435,10.833826458036985,2.87,0.17,0.2433749999999999,0.3399320135971987,99.41403347163418,6.957041492276004,4.263953897471107,6.253490580132484,,97.54,97.55,<<0.1,2.5,,2.5,,,,,,South_Pacific,Seafloor altered basalt
329-U1368F-13R-2-W 55/57,113.0,97.55,97.57,97.56,A10,P14(F12),49.154,2.32,13.681,13.47,0.17,6.42,10.658890469416786,2.81,0.38,0.23925,0.6794564348521323,99.98259690426892,5.586787054493307,7.262458828340771,7.5877882564392864,,97.55,97.57,<<0.1,15.0,,15.0,,,,,,South_Pacific,Seafloor altered basalt
329-U1368F-13R-2-W 108/110,114.0,98.08,98.1,98.09,,,49.12,2.26,13.8,13.43,0.2,6.39,10.7300853485064,2.68,0.22,0.268125,0.459632294164662,99.55784264267106,7.073599255497382,5.570445271669575,6.980865184229514,,98.08,98.1,<0.1,3.0,,2.9,0.1,,,,,South_Pacific,Seafloor altered basalt
329-U1368F-13R-2-W 120/124,115.0,98.2,98.24,98.22,,,48.985,2.28,13.883,13.48,0.2,6.4,10.7300853485064,2.63,0.24,0.264,0.3796203796203822,99.47170572812678,7.031884513018322,5.666794985535198,7.038041252912402,,98.2,98.24,<0.1,1.5,,1.5,,,,,,South_Pacific,Seafloor altered basalt
329-U1368F-13R-3-W 52/56,116.0,99.02,99.06,99.04,,,49.29,2.31,13.92,12.71,0.18,6.38,10.862304409672827,2.66,0.25,0.2475,0.4999000199960789,99.3097044296689,7.5703248282828275,4.298527968574637,6.609807421264879,,99.02,99.06,1,4.0,,4.0,,,,,,South_Pacific,Seafloor altered basalt
329-U1368F-13R-3-W 131/135,117.0,99.81,99.85,99.83,,,48.21,2.25,14.28,13.42,0.2,5.77,10.974182076813657,2.73,0.5,0.2433749999999999,1.0585180746954428,99.6360751515091,5.477119724857682,7.334311416824797,7.555378899630367,,99.81,99.85,1,12.2,,11.0,0.2,1,,,,South_Pacific,Seafloor altered basalt
329-U1368F-13R-4-W 22/27,118.0,100.17,100.22,100.195,,,49.367,2.34,14.12,12.65,0.17,5.96,11.014864864864863,2.74,0.41,0.251625,0.7199999999999207,99.74348986486478,6.051764470225873,5.925817255304586,6.516863008116231,,100.17,100.22,0.8,5.1,,5.0,,0.1,,,,South_Pacific,Seafloor altered basalt
329-U1368F-14R-1-W 39/43,119.0,105.49,105.53,105.51,,,49.82,2.27,14.12,12.74,0.17,5.79,10.882645803698434,2.73,0.47,0.251625,0.6990213700818527,99.9432921737803,6.177891241232731,5.875676398630299,6.828484795279705,,105.49,105.53,0.5,3.0,,3.0,,,,,,South_Pacific,Seafloor altered basalt
329-U1368F-14R-1-W 140/145,120.0,106.5,106.55,106.525,,,48.147,2.2,14.01,13.53,0.21,6.86,11.177596017069702,2.67,0.23,0.27225,0.5994005994004448,99.90624661647014,6.974152928944619,5.780941190061534,7.160935436669296,,106.5,106.55,,3.0,,3.0,,,,,,South_Pacific,Seafloor altered basalt
