Sample ID,Rb,Ba,Th,U,Nb,K,La,Ce,Pb,Sr,Nd,Zr,Ti,Y,Yb,Lu,SiO2,MgO,Na2O,P2O5,CaO
329-U1365E-3R-2-W 52/56,11.654427832933878,0.4367033718765816,-1.2425285990396469,1.6926463152410332,,12.616284045104681,-0.46995109323591944,-0.15258653733368632,0.9431515559014105,2.1717282478315703,-0.09761262090782719,,,-1.4635116601536744,-0.3361009032466864,-0.15002798494556924,-1.0047352533123046,-0.8190056917357351,0.18176519290748683,-0.014844499175970208,0.372876099487069
329-U1365E-3R-3-W 33/37,0.02555181679918217,-0.5492258241580108,-1.4539614707871988,-3.093748255622713,,-0.902248526820459,-0.2696718565405134,-0.40647789545424917,-0.5309817220184812,0.06965089597989227,0.3335892993993461,,,-1.4705406314396816,-0.2514230110974216,0.019600928061915823,-3.366360980885446,3.4283841097784578,-0.310675003863111,-0.018051121613219534,-0.8233381504843287
329-U1365E-3R-3-W 112/116,-0.06064160231914517,-0.8542332603123681,-0.918476448312827,-0.8905400929484486,,-0.568235987761315,-0.4548556624070055,-0.15434588488594603,0.06979041662662233,2.5068641147346202,0.6857126846259076,,,-1.474246596319725,-0.24075737611549197,-0.16301573901043653,-1.81821623593693,0.41228954383256156,0.1189210553743405,-0.01580328378991981,0.8176613457207011
329-U1365E-3R-4-W 66/68,0.05176859752355156,-1.0680690765854794,-0.710121334263165,-0.6560934038234758,,-0.9098188185888829,-0.3799014324427574,-0.026921714231322724,-0.6711976134503956,1.7219826858330363,0.20314376170494786,,,-1.3842783723279322,-0.1750322406799052,-0.1293570232890202,-1.0451644841596703,-0.7905221922442012,-0.065365997129605,-0.019228763813437785,1.3305194868558736
329-U1365E-3R-4-W 68/70,6.823296542115429,3.5337814773123215,-1.1224072241888485,-1.474251407722995,,5.150417471542604,-0.12175425162466968,0.29606856252891767,2.227339639209907,2.851929936768016,0.6473607131496264,,,-1.5057470162459161,-0.34559079537910353,0.0023516932178271333,-1.5868755568918544,-0.5734159890147623,0.2489946135600989,-0.008454683433180676,0.00010000804572740662
329-U1365E-4R-1-W 22/24,4.546519862533315,0.5358017330916687,0.058140211695692834,8.93300086203239,,11.43902519060172,0.6246055867142739,0.7285404631123686,1.9887256728291232,2.8993414273758313,1.2145436306784676,,,-1.7161270912925408,-0.4047212140637182,-0.588044072434978,-0.17512268014985466,-1.1715088790470949,0.4820426993560276,-0.050302416618326073,0.8948920109763812
329-U1365E-4R-1-W 24/25,10.900311846029307,1.531806319957059,-0.01485760176838613,10.30818255393025,,14.544632219767422,0.947674514145644,0.7801842098933562,3.7078558475750607,3.0013840431991583,1.2921427144853448,,,-1.6701281673611383,-0.2671045076693863,-0.5976149880180648,-1.1615235859793316,-1.5461711463358618,0.5387537475671129,-0.04467205286029896,0.6639185617358461
329-U1365E-4R-1-W 37/40,10.5548257244699,22.863008937165823,-0.6671805109896434,1.906908209311862,,10.389806959867279,0.6550238213768846,0.8062231749406354,3.760076363214371,2.914326602249343,1.4324931346137308,,,-1.5442337915365618,-0.21436731064039982,-0.24791042768271154,-3.0087768833318407,-0.7059115144562407,0.5889890085943992,-0.04590822962224729,0.7720916150862678
329-U1365E-4R-2-W 88/92,1.3000156907874607,0.8055384131108714,-0.25456283892550835,0.39122825740814626,,1.0399051354032753,0.5291269869289441,0.9239649298379442,4.474178787067125,2.4206644680405884,0.9967525731673019,,,-1.544522983347373,-0.09201182751880221,-0.21886581714160958,-1.4286210088994267,0.6129200723124066,0.3204417134551987,-0.034807084246214884,1.0457751410306741
329-U1365E-4R-2-W 137/142,18.646689614701252,2.930494095237179,-0.32644657451782755,2.8493811088837897,,25.61186422597509,0.2995710528688318,0.6029820158997019,4.135695952110143,2.2506931676187434,0.48244254256566155,,,-1.9091305092234725,-0.5259584016254255,-0.586330862148885,-3.9493725712647745,-0.9806136996086483,0.3390106706610192,-0.03462307790848593,0.23843600845419743
329-U1365E-4R-3-W 10/13,24.171097897242234,9.20292630803005,-0.41863908161623353,7.6731731656520745,,35.08792195867433,0.8527078171403422,0.6317272941697611,5.057299346706673,2.716324000013243,0.938913120701657,,,-2.141716550682622,-0.3188132545808928,-0.45871361075111583,-2.907139233132604,-1.5642359508618542,0.17817316312624376,-0.04218959581893608,-0.06687657318063955
329-U1365E-5R-1-W 8/12,23.164686949280522,4.545664796260973,-0.3459303993497669,4.0050825429953605,,29.441257016463087,1.076640105883211,0.9498411764575936,8.015106937730142,1.8745545347023134,1.5944657856433393,,,-1.3108222186281768,0.039443673376188926,-0.019941562438720695,-0.9052847080446327,-0.2384919436624271,0.1903346735712983,-0.020802042194093484,-0.07070984092095323
329-U1365E-5R-2-W 89/93,2.2029139841876466,-0.16539576758047114,-0.2279722876207031,0.5447606045710702,,2.034931502580621,0.8110839277089896,1.1171608737501515,18.532207429747075,2.1356356571017643,1.030887516122517,,,-1.2905298585740592,0.2278565853718506,0.07638844712700976,-1.3223070415231177,0.25535184705799363,0.040774600393651106,-0.018715277036768424,1.2355662937825915
329-U1365E-5R-3-W 29/33,1.1467321552386969,-0.03905447924351668,-0.5088670930063314,-0.6685714084258514,,0.17649557192864807,0.7056771098397316,0.6086589668670408,4.417463486698256,1.7623419843056105,1.1993946780084812,,,-1.6686892513966285,0.21114907982497755,-0.05901008244686512,-0.8996234048504945,0.08359414831517942,0.39099375544690984,-0.030716373742136482,-0.33006499570901937
329-U1365E-5R-4-W 53/57,35.134107893919285,16.883228536622745,-0.3232252530785581,5.450839588567442,,57.29999206820539,0.6574048565510191,0.5316339806429013,6.1017633779093945,1.8076673976314694,0.7948141846305452,,,-2.1033356343822716,-0.29157566748497743,-0.33388331587303277,-2.9443818727049873,-1.2836950126558442,-0.13050120496599016,-0.05545942079809854,-1.0749041073729106
329-U1365E-5R-4-W 86/90,14.629968232985911,4.576719026802314,-1.4684992528387282,0.4396793021358376,,28.824894210380634,-0.5264455590203516,-0.32650953126661,-1.48584954722706,-1.735710446883374,0.3365941673863775,,,-1.3376723851376084,-0.4436298910058474,-0.6133800598714645,-1.8961298580808332,1.8548913422691475,-0.07047837308558647,-0.028175798609957295,-0.562882347737423
