,IGSN,EXPEDITION ID,REFERENCES,LATITUDE,LONGITUDE,LOC PREC,MIN ELEVATION,MAX ELEVATION,TECTONIC SETTING,MIN AGE,AGE,MAX AGE,METHOD,ANALYZED MATERIAL,ROCK TYPE,ROCK NAME,MINERAL,SiO2,TiO2,Al2O3,Cr2O3,Fe2O3,Fe2O3T,FeO,FeOT,NiO,MnO,MgO,CaO,SrO,Na2O,K2O,P2O5,BaO,LOI,H2O,H2O_M,H2O_P,SO2,SO3,V2O3,V2O5,ZnO,CoO,La2O3,Ce2O3,O,Si,Fe,Mn,Ni,Co,Cu,Cd,Zn,As,Ag,FeS2,S,S_SLFI,SLFA,C_NON_CARB,CaCO3,CuO,Cu2O,Dy2O3,FeCO3,Gd2O3,HfO,HfO2,MgCO3,MnCO3,Nb2O3,Nb2O5,Nd2O3,Sc2O3,Sm2O3,Ta2O5,ThO,ThO2,UO2,WO3,Y2O3,ZrO2,Al,Ca,Mg,S_PY,TOC,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Ag.1,Al.1,As.1,Au,B,Ba,Be,Bi,Br,C,Ca.1,Cd.1,Co.1,Cr,Cs,Cu.1,Ga,GER,Hf,Hg,I,INDIUM,Ir,K,Li,Mg.1,Mn.1,Mo,N,Na,Nb,Ni.1,Os,OS_INI,P,Pa,Pb,Pd,Pt,Rb,Re,Rh,Ru,S.1,Sb,Sc,Se,Si.1,Sn,Sr,Ta,Te,Th,Ti,Tl,U,V,W,Y,Zn.1,Zr,Zr2O3,Ti.1,As.2,As.3,GER.1,H2O_M.1,H2O_P.1,H2O_M.2,H2O_P.2,INDIUM.1,area,depth_start,depth_end,depth_mean,Depth,Unnamed: 0,Top Depth (m),Bottom Depth (m),Sample Pair,Sample Pair ID,TFe2O3,TOTAL,Ge,Coment,T Dep,B Dep,vesicles (%),Total Secondary mineral (%),Celadonite(%),Saponite (%),Fe-OX (%),Carbonate (%),Chalcedony (%),Zeolite (%),Quartz (%),CaO*,CIA*,CIA,SAMPLE_INFO,Depth_to_basement,Core_Site,Core_hole
ODP0185-0801C-043R-001/013-015,,ODP0185,"KELLEY, 2003",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,ICPAES; ICPMS; IGN,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,48.46,2.04,13.52,,13.72,,,,,0.241,6.61,11.44,,2.78,0.0732,0.181,,0.61,,,,,,,,,,,,,,,,51.0,48.0,64.6,,108.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.88,13.1,2.33,13.0,4.59,1.58,6.3,1.16,7.43,1.65,4.63,,4.71,0.739,,,,,,10.9,0.695,,,,,,48.0,84.9,0.0027,64.6,18.6,,3.75,,,,,319.46335901030693,10.3,,,,,,2.674644368797606,51.0,,,1502.5036730360935,,0.771,,,0.432,,,,,,46.7,,,,118.0,0.259,,0.1651276324502954,,,0.083,411.0,,48.4,108.0,141.0,,,,,,,,,,,Northwest,13.0,15.0,14.0,869.23,,,,,,,,,,,,,,,,,,,,,11.439617454770895,34.690893494193936,34.69151263122145,OLD_Oceanic_Crust,407.23,801,801
ODP0185-0801C-043R-002/101-104,,ODP0185,"KELLEY, 2003",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,ICPAES; ICPMS; IGN,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,49.06,1.73,12.11,,16.72,,,,,0.207,6.72,8.67,,2.63,1.42,0.172,,1.06,,,,,,,,,,,,,,,,56.0,46.6,34.0,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.19,10.4,1.94,10.5,3.71,1.32,5.41,0.993,6.42,1.4,4.07,,4.03,0.632,,,,,,9.72,0.471,,,,,,46.6,83.6,0.227,34.0,17.0,,2.97,,,,,6197.240024516883,8.88,,,,,,2.2461392282254726,56.0,,,1427.7935456475584,,0.336,,,30.3,,,,,,39.8,,,,98.8,0.193,,0.1358714104744346,,,0.162,368.0,,45.1,100.0,116.0,,,,,,,,,,,Northwest,101.0,104.0,102.5,871.57,,,,,,,,,,,,,,,,,,,,,8.669636476356873,35.89495510327184,35.89565834691248,OLD_Oceanic_Crust,409.57000000000005,801,801
ODP0185-0801C-043R-003/050-055,,ODP0185,"KELLEY, 2003",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,ICPAES; ICPMS; IGN,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,49.84,1.34,9.53,,18.12,,,,,0.191,7.58,8.22,,1.94,2.24,0.107,,2.34,,,,,,,,,,,,,,,,52.2,32.5,53.7,,75.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3,7.21,1.35,7.49,2.7,0.947,4.04,0.737,4.97,1.13,3.37,,3.37,0.529,,,,,,5.14,0.482,,,,,,32.5,69.2,0.339,53.7,15.4,,2.33,,,,,9775.927925998465,9.52,,,,,,1.919962135179064,52.2,,,888.2204033970277,,0.346,,,53.1,,,,,,31.0,,,,72.6,0.15,,0.1269088198916278,,,0.0685,304.0,,29.1,75.7,89.1,,,,,,,,,,,Northwest,50.0,55.0,52.5,872.42,,,,,,,,,,,,,,,,,,,,,8.219773854477824,31.66997990125828,31.67041265273574,OLD_Oceanic_Crust,410.41999999999996,801,801
ODP0185-0801C-046R-002/048-052,,ODP0185,"KELLEY, 2003",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,ICPAES; ICPMS; IGN,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,49.74,1.8,13.18,,12.59,,,,,0.189,5.88,12.47,,2.93,0.54,0.196,,4.55,,,,,,,,,,,,,,,,39.8,38.3,64.7,,112.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.79,12.6,2.23,11.9,4.15,1.44,1.02,5.75,6.53,1.41,3.91,,3.56,0.539,,,,,,12.7,0.699,,,,,,38.3,112.0,0.226,64.7,16.5,,3.36,,,,,2356.6969107317727,9.65,,,,,,2.326334472740708,39.8,,,1627.0205520169854,,0.603,,,13.8,,,,,,41.1,,,,114.0,0.259,,0.1590565922386,,,0.171,376.0,,40.4,112.0,126.0,,,,,,,,,,,Northwest,48.0,52.0,50.0,899.9,,,,,,,,,,,,,,,,,,,,,12.4695857521276,31.94568626526087,31.946269467531664,OLD_Oceanic_Crust,437.9,801,801
ODP0185-0801C-050M-001/029-032,,ODP0185,"KELLEY, 2003",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,ICPAES; ICPMS; IGN,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,48.05,2.29,15.36,,13.17,,,,,0.242,6.79,10.46,,3.09,0.0948,0.218,,2.39,,,,,,,,,,,,,,,,61.2,40.4,84.2,,119.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.84,15.7,2.78,14.9,5.1,1.77,7.11,1.27,8.11,1.76,4.99,,4.83,0.753,,,,,,14.8,0.602,,,,,,40.4,143.0,0.0526,84.2,22.4,,3.85,,,,,413.7312354395778,10.5,,,,,,2.911020866578094,61.2,,,1809.6453078556265,,0.413,,,1.39,,,,,,50.1,,,,135.0,0.3,,0.1504345856701751,,,0.137,427.0,,56.1,119.0,138.0,,,,,,,,,,,Northwest,29.0,32.0,30.5,931.79,,,,,,,,,,,,,,,,,,,,,10.459539254917432,38.822898291891065,38.823720338712484,OLD_Oceanic_Crust,469.78999999999996,801,801
ODP0185-0801C-052M-001/047-049,,ODP0185,"KELLEY, 2003",18.6423,156.36,0.0001,-5674.0,-5674.0,OLD_OCEANIC_CRUST,,,,ICPAES; ICPMS; IGN,WHOLE ROCK,IGNEOUS:VOLCANIC:MAFIC,BASALT,,48.52,2.17,13.74,,13.65,,,,,0.259,6.97,11.14,,2.85,0.105,0.209,,0.52,,,,,,,,,,,,,,,,44.6,51.1,59.2,,122.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.19,14.3,2.58,13.9,4.85,1.7,6.82,1.24,7.98,1.75,4.98,,4.86,0.756,,,,,,8.99,0.58,,,,,,51.1,82.6,0.0022,59.2,20.6,,3.98,,,,,458.246621531178,10.1,,,,,,2.578113158106733,44.6,,,1734.9351804670914,,0.417,,,0.399,,,,,,51.9,,,,125.0,0.291,,0.1294659740632144,,,0.111,489.0,,50.5,122.0,145.0,,,,,,,,,,,Northwest,47.0,49.0,48.0,933.27,,,,,,,,,,,,,,,,,,,,,11.13955827650341,35.415220408701884,35.41595356169899,OLD_Oceanic_Crust,471.27,801,801
329-U1365E-2R-1-W 36/40,,,,,,,,,,,,,,,,,,50.39,1.48,15.82,,4.42191677506775,,3.211274902439025,,,0.17,7.33,12.33705547652916,,2.92,0.22,0.136125,,1.27821050529245,,,,,,,,,,,,,,,,45.63914656498763,47.18783272352132,76.23415605462276,0.1447238635704854,78.8251665724667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.447293724345697,10.86411316215533,1.838863324539724,11.09640656719077,3.353883603023071,1.30138201809325,4.378970714820226,0.7825607661134697,5.106800869255811,1.063122306472743,3.096702091762884,0.477332374595455,3.144102855575869,0.4684953194441664,,,,,,14.28009940164547,0.279254887487034,,,,,,,349.59,0.2937022404952187,,16.5336038746226,,2.768671568377159,,,,,960.1357784462776,30.5334274797125,,,,,,2.184924494571113,,,,1129.9906767515924,,0.9662615715379632,,,4.147738379867085,,,,,,47.79084054931336,,,0.9668163799680078,158.86,,,0.1897070143733634,,,0.0495507306645939,274.82,,25.36690071259771,,79.88,,,,,,,,,,,South,,,,71.38,0.0,71.36,71.4,A1,P1(F1),7.99,100.0713909818216,4.50188994941297,,71.36,71.4,0.1,3.1,0.1,2.9,0.2,0.1,0.0,0.0,0.0,12.336767775041249,36.54170844055358,36.542149970871264,OLD_Oceanic_Crust,0.37999999999999545,U1365,U1365
329-U1365E-2R-1-W 65/69,,,,,,,,,,,,,,,,,,49.5,1.45,15.32,,3.454066005538249,,6.089340595015576,,,0.14,7.43,12.31671408250356,,2.73,0.07,0.14025,,0.6997201119551852,,,,,,,,,,,,,,,,50.25051730822486,44.42741154034872,70.27557841571999,0.1791535718928535,72.3175107056496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.290003159474487,10.91043575757576,1.815117366548043,10.995999,3.329540701414865,1.266675579000251,4.2983951519609,0.7806801369976295,5.044083629733897,1.062031912201669,3.07835571934798,0.4839332000787875,3.115016114088976,0.4587512468085106,,,,,,3.648974373893245,0.3511721128995468,,,,,,,354.31,0.01832424062190224,,16.51644085094699,,2.657124381780098,,,,,305.49774768745203,6.607902734653551,,,,,,1.8619000947771465,,,,1164.2328184713379,,0.3160851161269218,,,0.5522237155125611,,,,,,45.74027167333114,,,0.7700727536231884,149.43,,,0.1518749690163749,,,0.06205546708318103,276.87,,25.50444295403313,,77.8,,,,,,,,,,,South,,,,71.67,1.0,71.65,71.69,F1,,10.22,100.0166841944587,5.648500548716879,,71.65,71.69,0.1,3.4,0.0,3.2,0.1,0.1,0.1,0.0,0.0,12.316417662788744,36.23369294539612,36.23415481673401,OLD_Oceanic_Crust,0.6700000000000017,U1365,U1365
329-U1365E-3R-1-W 130/134,,,,,,,,,,,,,,,,,,49.25,1.41,14.91,,3.407494307284463,,6.482255123443983,,,0.16,7.95,12.09295874822191,,2.7,0.1,0.136125,,0.7593924860111961,,,,,,,,,,,,,,,,50.97973075036375,43.87428627377092,69.37853818293432,0.2321839702403401,82.3676237079393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.351631916527217,10.53065527692585,1.785599086353671,10.73236076747503,3.230944876645539,1.235762761686263,4.181021414484549,0.7578504305394831,4.909380888241863,1.029607128584644,2.98191850141643,0.4691151819556975,3.02426138387826,0.448870501215835,,,,,,14.63213903338215,0.3431228483751281,,,,,,,335.64,0.0483493517457009,,16.0257244465693,,2.574580252646061,,,,,436.42535383921717,5.491467073170732,,,,,,1.8687172310889608,,,,1129.9906767515924,,0.5902890378954253,,,1.082095299219,,,,,,45.0670682360977,,,0.9157718413433701,144.52,,,0.18646550506907,,,0.0630524834244504,270.85,,24.83965621026895,,73.93,,,,,,,,,,,South,,,,82.12,2.0,82.1,82.14, ,,10.61,100.0784762342331,5.701005482672119,,82.1,82.14,0.1,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,12.092671046733999,35.97332681707324,35.973780835113175,OLD_Oceanic_Crust,11.120000000000005,U1365,U1365
329-U1365E-3R-2-W 20/22,,,,,,,,,,,,,,,,,,49.73,1.42,15.33,,4.076638127508313,,4.881025685242518,,,0.14,7.29,12.30654338549075,,2.79,0.13,0.136125,,0.8598280343930712,,,,,,,,,,,,,,,,65.02913576480378,55.19990670786221,67.17071319423135,0.7723791423564581,75.29316633663366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.179396716880816,10.5538077625406,1.751295349790723,10.63889387179487,3.229774238915057,1.241228683974933,4.201614528224951,0.7627615216193887,4.972464839017158,1.037824308454415,3.019344203821656,0.4736301659038664,3.0499114141932,0.4556729294798531,,,,,,5.715876135504361,0.3272262127727504,,,,,,,335.96,0.04776197990943633,,16.22189733678156,,2.604993629597198,,,,,567.3529599909823,7.73781063934639,,,,,,1.749938635382666,,,,1129.9906767515924,,0.8742253562584683,,,0.9927694805194807,,,,,,45.18534981132076,,,0.9432262232504338,149.76,,,0.1453837827911933,,,0.0610680148231853,280.32,,24.91424978432712,,76.36,,,,,,,,,,,South,,,,82.4,3.0,82.39,82.41,F2,,9.5,99.63249641988385,5.141660308376196,,82.39,82.41,0.1,9.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,12.306255684002839,36.12478053642237,36.125225841552556,OLD_Oceanic_Crust,11.400000000000006,U1365,U1365
329-U1365E-3R-2-W 22/24,,,,,,,,,,,,,,,,,,49.48,1.46,15.07,,6.248647805092187,,3.601216975417032,,,0.14,7.08,12.14381223328592,,2.81,0.33,0.14025,,1.179292424545365,,,,,,,,,,,,,,,,44.83711550050217,40.65341368223592,68.55425197241274,0.1577429157321371,114.6686305084746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.377193515282814,10.59459836032389,1.819995002987812,10.88804519378503,3.377345471735869,1.267493162705667,4.196404511166966,0.7624894213868311,5.008472259203433,1.048156335235989,3.065570389452743,0.4658861008702047,3.125192401169164,0.4629941994868506,,,,,,8.946704675956232,0.3583800964430048,,,,,,,318.76,0.3778773723981271,,16.3635992952735,,2.674014971274655,,,,,1440.2036676694165,23.73619429684782,,,,,,2.0857764987182152,,,,1164.2328184713379,,0.9310576843961211,,,5.981990781847023,,,,,,45.61300386895476,,,1.055398781163435,153.04,,,0.1861138029316044,,,0.047965145152929,283.98,,25.71829758612843,,76.94,,,,,,,,,,,South,,,,82.42,4.0,82.41,82.43,A2,P2(F2),10.25,100.0833546578313,5.720585849476023,,82.41,82.43,0.1,3.4,0.0,3.4,0.0,0.1,0.0,0.0,0.0,12.143515813571105,35.770453124761886,35.77091072920132,OLD_Oceanic_Crust,11.420000000000002,U1365,U1365
329-U1365E-3R-2-W 52/56,,,,,,,,,,,,,,,,,,48.83,1.2,17.45,,5.691615467908335,,2.779546078882498,,,0.12,6.68,12.04210526315789,,2.65,0.47,0.103125,,1.838896662002951,,,,,,,,,,,,,,,,66.75761597748141,34.5989399097361,55.07773364450551,0.1274877804341589,58.06426793061718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.398575343511451,7.841733006833715,1.352423284744631,8.280359124570337,2.670367327280703,1.050859822268688,3.378710761802604,0.6212711547535665,4.148076965806356,0.8782295716402324,2.564294424967068,0.3991984162942712,2.629967102592187,0.3911190317460318,,,,,,16.76196894293733,0.2665654630564673,,,,,,,286.01,0.3015454756920213,,15.33840806724881,,2.137188777897307,,,,,2051.1991630443204,32.4896176498979,,,,,,1.3012419304949958,,,,856.0535429936306,,0.4100734650794582,,,8.372692010771992,,,,,,38.5148851154086,,,0.6380086696230599,145.5,,,0.1276453915698187,,,0.124716093608194,224.13,,21.35807184577522,,63.57,,,,,,,,,,,South,,,,82.72999999999999,5.0,82.71,82.75,,,8.78,100.1641269251609,5.063392406171189,,82.71,82.75,0.6,14.0,0.0,5.0,6.0,3.0,0.0,0.0,0.0,12.04188730748523,39.46790471125743,39.468258469638144,OLD_Oceanic_Crust,11.72999999999999,U1365,U1365
329-U1365E-3R-3-W 33/37,,,,,,,,,,,,,,,,,,46.35,1.1,17.19,,2.939932702516375,,5.310060567735262,,,0.13,10.78,10.20120910384068,,2.2,0.08,0.09487500000000001,,3.236116660008078,,,,,,,,,,,,,,,,72.46145877775541,38.50260808752027,49.05987740865048,0.1446974445008246,52.45716693548386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.260673611333742,7.204528987341771,1.264610562554815,7.689214429369327,2.477546539959178,0.9601582108291917,3.125500653549119,0.5818654691234968,3.870298328622837,0.8210221789484967,2.396492642690395,0.3735933397470752,2.460534179496534,0.3774224354935916,,,,,,7.724338953869187,0.2670806887800581,,,,,,,299.41,0.0488005042252206,,14.72184492269913,,1.968881020062599,,,,,349.1402830713737,35.21947537686576,,,,,,1.2891341315243152,,,,787.5692595541403,,0.4287524047744427,,,1.563722156297678,,,,,,37.27797192391644,,,0.5313135712084798,121.22,,,0.1264633442413804,,,0.023778495460441,213.61,,20.05373018210032,,60.15,,,,,,,,,,,South,,,,83.56,6.0,83.54,83.58,,,8.84,100.2022007638488,5.155494149730933,,83.54,83.58,1.2,7.0,1.5,4.0,2.0,0.0,0.0,2.0,0.0,10.201008584621833,43.58120500826532,43.581607840826244,OLD_Oceanic_Crust,12.560000000000002,U1365,U1365
329-U1365E-3R-3-W 112/116,,,,,,,,,,,,,,,,,,47.989,1.12,17.32,,3.20665760560147,,5.043008154958677,,,0.13,7.93,11.89971550497866,,2.53,0.07,0.09487500000000001,,1.640000000000086,,,,,,,,,,,,,,,,73.13063271112345,40.06306211010783,52.29570613496934,0.1768730686318399,54.89703134492625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.213817075044318,7.345939723876556,1.29113514678664,7.994693594594595,2.514338110209382,0.9796539429062029,3.309765694423512,0.6121906009469802,3.99978981214464,0.8429050830895263,2.453223536067892,0.3898460135568664,2.524729296807041,0.3752644838772433,,,,,,5.296412272933125,0.2521466294394908,,,,,,,291.41,0.03644251507589936,,15.23095365785445,,2.008435069829999,,,,,305.49774768745203,8.425738785776238,,,,,,1.1491377090107198,,,,787.5692595541403,,0.505173323989722,,,0.9099077425533482,,,,,,37.39195139786978,,,0.5194647371461584,157.96,,,0.114106842242752,,,0.04256524072258321,232.05,,20.27127817509008,,58.42,,,,,,,,,,,South,,,,84.35,7.0,84.33,84.37,,,8.81,99.53359050497875,4.997893792733548,,84.33,84.37,0.7,4.5,0.6,2.6,0.7,0.2,0.3,0.0,0.0,11.899514985759813,40.09826708852569,40.098605546653594,OLD_Oceanic_Crust,13.349999999999994,U1365,U1365
329-U1365E-3R-4-W 66/68,,,,,,,,,,,,,,,,,,48.863,1.17,18.211,,3.093884951716115,,4.793503543455497,,,0.12,6.72,12.58115220483641,,2.5,0.07,0.09899999999999999,,0.9388733519775677,,,,,,,,,,,,,,,,70.49493333333335,39.84965044717229,60.16287939282429,0.1432262571182054,60.35768240475665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.415917786041472,7.955480577617328,1.382267718199163,8.429255250000002,2.646742450121655,1.053756839509702,3.465357175289994,0.6385916815255077,4.179338689017944,0.882395302909992,2.582461342756183,0.40542243900875,2.640314318166499,0.3907777810121349,,,,,,4.673622497363001,0.2698195814303639,,,,,,,286.85,0.0343575211589387,,15.93751334086242,,2.090954465821992,,,,,305.49774768745203,6.301984133640754,,,,,,1.1820319902604026,,,,821.8114012738854,,0.455861386462372,,,0.9372945820053937,,,,,,37.52364267322518,,,0.6534227813040969,147.63,,,0.1310586053723553,,,0.0458725776965265,226.14,,21.21411851326402,,60.23,,,,,,,,,,,South,,,,85.07,8.0,85.06,85.08,F3,,8.42,99.69302555681398,4.813704156132439,,85.06,85.08,0.4,4.0,0.1,2.5,1.5,0.0,0.0,0.0,0.0,12.580942967390657,40.22350463203433,40.223842627626794,OLD_Oceanic_Crust,14.069999999999993,U1365,U1365
329-U1365E-3R-4-W 68/70,,,,,,,,,,,,,,,,,,48.24,1.2,17.18,,5.782142374185909,,3.184071863232682,,,0.15,7.09,12.0624466571835,,2.57,0.23,0.103125,,1.74000000000003,,,,,,,,,,,,,,,,69.65433451957296,38.77507106999862,57.15531146889494,0.1215584318303726,62.47344933494558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.536510754716981,8.184390450747024,1.425363363522363,8.700073154658112,2.734642761357021,1.08222554973822,3.467259327886785,0.6408547667153447,4.26903908264354,0.8955965125906195,2.68262476836005,0.4199582874673033,2.724734771418155,0.4122535180701085,,,,,,36.01275672032946,0.2825531688447465,,,,,,,283.89,0.2294442299583001,,15.70510497634213,,2.206023826900344,,,,,1003.7783138301994,28.42709110770517,,,,,,1.2587392554220045,,,,856.0535429936306,,0.4484096648957908,,,5.088774480090922,,,,,,38.63488473815461,,,0.6540892884449377,148.82,,,0.1511627247079935,,,0.03247796418840017,232.33,,21.84581817184644,,62.32,,,,,,,,,,,South,,,,85.09,9.0,85.08,85.1,A3,P3(F3),9.32,99.88557165718353,5.251263559115597,,,,,,,,,,,,,12.06222870151084,39.41384133657126,39.41419967092876,OLD_Oceanic_Crust,14.090000000000003,U1365,U1365
329-U1365E-4R-1-W 22/24,,,,,,,,,,,,,,,,,,50.15,1.44,16.42,,3.994941050287825,,3.217553054740958,,,0.13,6.66,12.21500711237553,,2.96,0.39,0.127875,,1.918848690785495,,,,,,,,,,,,,,,,46.58328940607526,40.09963580476744,62.4889478971301,0.1421869382836917,73.66084572659804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.840253137673426,9.910184717891852,1.688842039279818,10.29858845583247,3.200706285974647,1.231966569241475,4.161444307677624,0.7614875243668867,4.914968759187532,1.028460530683275,2.957448107074569,0.4621362719058907,2.969390680851064,0.4404149191919192,,,,,,8.363760113728672,0.307798198324635,,,,,,,289.55,0.05512708784124672,,15.96955227659575,,2.602769544868751,,,,,1702.058879972947,32.12572901734104,,,,,,1.7373991138969842,,,,1061.5063933121019,,0.3254865139050118,,,3.031928698170005,,,,,,45.4387641453983,,,0.7682633968238738,145.58,,,0.0898183229575256,,,0.2278038293782672,257.46,,24.36609302320698,,75.21,,,,,,,,,,,South,,,,85.72999999999999,10.0,85.72,85.74,F4,,7.57,99.981730803161,4.35669596121095,,85.72,85.74,0.3,7.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,12.214736847341431,37.385395855086024,37.385814135464585,OLD_Oceanic_Crust,14.72999999999999,U1365,U1365
329-U1365E-4R-1-W 24/25,,,,,,,,,,,,,,,,,,49.18,1.4,16.07,,6.632342196025294,,3.021892023577236,,,0.13,6.25,11.59459459459459,,2.9,0.49,0.12375,,1.658673061550799,,,,,,,,,,,,,,,,50.35831386517912,35.68251550008637,49.93709577956582,0.1288410416274251,66.82846760676874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.025927794138468,9.719588723404254,1.63932250212671,10.08042568961768,3.189878668453921,1.19083516548773,3.92669633265856,0.7252058768292344,4.770830503897688,1.004344481428469,2.915964729605866,0.4597370421344859,3.001799187613843,0.4381350278650238,,,,,,15.39754870330493,0.3545856348039982,,,,,,,280.88,0.2032398081534772,,16.09080892207792,,2.560454277134277,,,,,2138.484233812164,26.32709989081194,,,,,,1.5746683103452204,,,,1027.2642515923567,,0.4400138463330809,,,7.082811888885566,,,,,,46.11153459644749,,,0.7315794644950336,143.79,,,0.1501239420419737,,,0.248695020768432,273.23,,24.2087048002197,,72.01,,,,,,,,,,,South,,,,85.745,11.0,85.74,85.75,A4,P4(F4),9.99,99.7870176561454,5.660600688750537,,,,,,,,,,,,,11.594333047787398,37.85416834263976,37.854592383577724,OLD_Oceanic_Crust,14.745000000000005,U1365,U1365
329-U1365E-4R-1-W 37/40,,,,,,,,,,,,,,,,,,47.33,1.35,15.01,,7.795098715705043,,3.298411155865463,,,0.25,7.12,11.95056899004267,,2.69,0.36,0.119625,,2.218668798720923,,,,,,,,,,,,,,,,55.75023276152034,38.63988651566499,44.78633181175309,0.1806407496486022,70.13037068062826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.930433377089432,9.454310785406639,1.644719093294623,10.0296528031233,3.038429632244401,1.231434833071141,3.954477269678602,0.7264946514645901,4.784884695314177,1.009497431105023,2.994262625905397,0.473314037757417,3.011194416454314,0.4584363342067604,,,,,,164.7557035587189,0.3550421154245813,,,,,,,264.09,0.1994490585625973,,15.84545335673931,,2.512013135323742,,,,,1571.1312738211816,30.46211379380868,,,,,,1.546747561841828,,,,993.0221098726115,,0.4562034292356873,,,6.881146444515307,,,,,,44.12271613707165,,,0.7531363333333335,140.93,,,0.1423256085180052,,,0.07740081937410724,276.04,,24.47804751856265,,70.54,,,,,,,,,,,South,,,,85.885,12.0,85.87,85.9,,,11.46,99.8588627887636,6.428104818688234,,85.87,85.9,2.0,4.0,0.1,3.0,1.0,0.1,0.0,0.0,0.0,11.950316161462386,36.122150945008286,36.12255055785517,OLD_Oceanic_Crust,14.885000000000005,U1365,U1365
329-U1365E-4R-2-W 88/92,,,,,,,,,,,,,,,,,,48.87,1.37,15.37,,3.20100067558299,,6.53309939197531,,,0.17,8.23,11.95056899004267,,2.62,0.08,0.119625,,0.7389654483723305,,,,,,,,,,,,,,,,63.1377081623347,44.19229303315902,61.73956496956281,0.1721235434412266,72.08741010830326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.882878445297505,9.829398329743489,1.656179453728994,10.16085397215593,3.130555200818178,1.196136910569106,4.089454503724359,0.7534590234085509,4.903043760186796,1.033798225148683,3.00038475315729,0.4804685324849297,3.105410603312992,0.4613271850220264,,,,,,10.44983421948452,0.3233311272631162,,,,,,,286.65,0.05297152542372881,,15.88285644277513,,2.506290327835471,,,,,349.1402830713737,5.967457021276596,,,,,,1.7158074588384948,,,,993.0221098726115,,0.559425448244689,,,1.09154205211122,,,,,,44.45872461754168,,,0.643319622858788,135.16,,,0.1100181878821739,,,0.05183828407445153,268.88,,24.521950256086,,74.01,,,,,,,,,,,South,,,,87.77000000000001,13.0,87.75,87.79,F5,,10.46,99.979159438415,5.634155823480052,,87.75,87.79,0.1,2.4,0.0,2.4,0.0,0.0,0.0,0.0,0.0,11.950316161462386,37.04040283919983,37.04081318545035,OLD_Oceanic_Crust,16.77000000000001,U1365,U1365
